,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Net Income,190.7,75.2,119.1,183.5,88.1,11.7,96.4,170.1,112.5,81.5,117.4,199.7,122.2,151.7,-17.7,63.2,140.3,211.7,122.3,254.8,117.4,148.9,20,298.8,-677.1,-293.8,231.7,311,91.7,199.8,226.9,317.9,122.7,188.8,195.3,329.9,186.7,224.1,195,322.3
Depreciation & Amortization,45.2,51.3,43.3,46.5,47.4,54.6,54.4,52.7,49.5,54,52.3,47.9,48.5,64.1,65.5,60.8,62.3,71.7,61,65.3,63.5,78.4,64.2,60.8,69.9,53.4,51.2,51.2,64.8,51.5,50.8,48.8,48.5,47.2,43.8,44.8,41.9,51.7,44.3,41.5
Share-Based Compensation,25.8,14.8,23.5,25.6,22.6,22.8,31.1,23,21.9,19.8,15.6,20.9,19.6,21.3,20,18.5,22.4,20.4,22,21.1,22.3,19.4,17.1,16.7,13.2,6.1,14,14.9,17.8,17.4,14.9,18.6,19.6,19.1,15.1,19.7,20.9,23.1,19.7,22.5
Other Operating Activities,-156.9,174.8,-47,189.1,9.1,97.5,-173.9,56.2,15.3,94.1,-223.4,97.7,11.6,86.7,-171.6,392.3,-69.5,107.2,-224.4,277.2,-199.7,-57.1,-95.6,179.7,478.4,195.2,-206.9,279.2,24,110.4,-270.8,261,-242.5,-18.3,-424.6,238.4,-137.1,101.5,-183.7,440.2
Operating Cash Flow,104.8,316.1,138.9,444.7,167.2,186.6,8,302,199.2,249.4,-38.1,366.2,201.9,323.8,-103.8,534.8,155.5,411,-19.1,618.4,3.5,189.6,5.7,556,-115.6,-39.1,90,656.3,198.3,379.1,21.8,646.3,-51.7,236.8,-170.4,632.8,112.4,400.4,75.3,826.5
Operating Cash Flow Growth,-49.95%,-15.62%,-15.36%,11.06%,59.54%,-40.97%,-94.24%,-32.09%,19.14%,33.65%,-,21.26%,1.36%,29.83%,-,46.04%,-22.98%,26.93%,-,15.63%,-97.75%,-53.87%,-,-10.09%,-,-,1478.95%,18.04%,-,-,-75.78%,-1.52%,-,-37.54%,-,-2.09%,-,69.09%,-,30.61%
Capital Expenditures,-50.9,-62,-40.4,-39.2,-44.9,-74.8,-69.5,-106,-100.9,-120,-67.6,71.9,-70.4,-91,-48.9,-77.6,-60.1,-80.8,-55.2,-61.2,-67.8,-90,-71.9,-50.3,-50.7,-32.5,-2.1,-23.7,-19.2,-47.1,-33.4,-38.3,-3.4,-18.8,-27.3,-81.5,-40.8,-34.6,-20.9,-22.8
Acquisitions,0,-1.8,0,0,0,-519.6,0,0,0,-25.6,0,0,0,0,"-2,320.2",0,-53,-2.6,-15.7,-22,-1.7,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in Investments,-100,30,46.4,20.1,51.4,-1.4,-150.9,-219.3,-20,11.1,630,-30.3,33.4,115.2,147.5,310.7,20.5,-0.3,-152.1,-99.3,-2.7,-2.4,-1.7,-4,109.4,146,0.1,-0.1,1.4,-0.3,-395,11,121.6,102.7,174.1,15.3,0.8,-0.3,-1.9,-609.4
Other Investing Activities,-,-,-,-,-11.6,1.1,-,-,-8.3,-0.6,-6.8,2.6,-0.3,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Investing Cash Flow,-150.9,-33.8,6,-19.1,-5.1,-594.7,-220.4,-325.3,-129.2,-135.1,555.6,44.2,-37.3,30.5,"-2,221.6",233.1,-92.6,-83.7,-223,-182.5,-72.2,-96.5,-73.6,-54.3,58.7,113.5,-2,-23.8,-17.8,-47.4,-428.4,-27.3,118.2,83.9,146.8,-66.2,-40,-34.9,-22.8,-632.2
Dividends Paid,-93.9,-92.8,-92.6,-93,-93,-93.2,-93.3,-93.7,-93.7,-93.8,-94,-94.5,-94.7,-94.8,-95.1,-95.9,-96.1,-97,-97.2,-97.7,-97.9,-97.9,-96.8,-97.2,-93.1,-93.2,0,0,0,0,-69.6,-67.9,-65.3,-61.6,-72.7,-71.5,-70,-69.1,-80.2,-80.2
Share Issuance / Repurchase,-169.3,3.6,9,3.4,9.3,14.8,2.9,1.8,4.1,20.3,20.7,6,14,29.7,43.5,16.8,99.6,5.8,26.2,4.6,0.8,-96.3,-266.9,-31.4,0,2.6,0,6.2,31.6,23.4,-246.3,-480.1,-451.2,-347.7,-88.8,-197.4,-187.2,-191.3,0.4,2.9
