,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"5,265","8,754","7,991","8,506","9,932","17,918","29,525","41,125","39,202","38,048","59,036"
Market Cap Growth,-30.59%,66.29%,-8.71%,6.44%,16.77%,80.40%,64.78%,39.29%,-4.68%,-2.94%,-
Enterprise Value,"4,566","8,090","7,490","7,771","8,942","17,037","29,172","40,773","38,823","37,963","59,112"
PE Ratio,18.83,36.62,30.04,28.04,38.40,37.04,45.73,69.83,40.19,44.51,57.20
PS Ratio,3.31,4.87,3.88,3.63,3.75,5.45,7.42,9.34,6.27,4.69,6.43
PB Ratio,4.80,8.04,7.78,6.25,6.22,12.39,15.12,16.07,14.31,12.08,16.74
P/FCF Ratio,30.62,44.96,51.88,35.91,29.96,34.66,76.44,71.63,39.41,116.07,45.20
P/OCF Ratio,18.91,27.84,26.86,22.01,20.30,24.12,44.11,51.19,28.22,39.37,30.15
EV/Sales Ratio,2.87,4.50,3.64,3.31,3.38,5.18,7.33,9.26,6.21,4.68,6.44
EV/EBITDA Ratio,10.23,18.32,16.95,15.22,15.74,20.34,27.54,40.58,24.92,23.37,30.81
EV/EBIT Ratio,11.50,21.11,20.33,18.38,19.44,23.82,32.51,49.76,29.11,28.49,37.84
EV/FCF Ratio,26.56,41.55,48.62,32.81,26.98,32.96,75.52,71.02,39.03,115.81,45.26
Debt / Equity Ratio,-,-,-,-,-,-,0.38,0.31,0.32,0.34,0.33
Debt / EBITDA Ratio,-,-,-,-,-,-,0.70,0.79,0.57,0.66,0.61
Debt / FCF Ratio,-,-,-,-,-,-,1.92,1.39,0.89,3.27,0.89
Quick Ratio,6.11,4.24,2.28,3.07,3.45,1.83,1.83,1.37,0.95,0.86,0.83
Current Ratio,8.14,5.95,4.07,4.81,4.91,2.86,2.91,2.40,1.86,2.12,2.32
Asset Turnover,1.39,1.39,1.57,1.58,1.51,1.65,1.41,1.21,1.37,1.58,1.58
Return on Equity (ROE),27.60%,21.60%,24.60%,25.00%,18.00%,33.30%,39.90%,27.50%,36.40%,29.20%,29.60%
Return on Assets (ROA),24.30%,18.50%,20.20%,20.40%,14.70%,24.30%,22.90%,16.20%,21.40%,16.70%,17.30%
Return on Capital (ROIC),25.12%,21.53%,25.93%,22.22%,16.06%,33.02%,23.76%,17.56%,26.92%,20.20%,20.92%
Earnings Yield,5.31%,2.73%,3.33%,3.57%,2.60%,2.70%,2.19%,1.43%,2.49%,2.25%,1.69%
FCF Yield,3.27%,2.22%,1.93%,2.78%,3.34%,2.89%,1.31%,1.40%,2.54%,0.86%,2.21%
Buyback Yield / Dilution,-0.16%,1.19%,2.56%,2.35%,0.80%,1.64%,2.25%,0.06%,0.44%,1.75%,0.82%
Total Shareholder Return,-0.16%,1.19%,2.56%,2.35%,0.80%,1.64%,2.25%,0.06%,0.44%,1.75%,0.82%
