,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"7,014","7,213","6,051","5,943","5,517","5,714","5,691","5,443","5,110","5,322","5,266","5,381","5,511","5,772","5,913","5,711","5,621","5,833","5,901","5,951","5,643","5,667","5,568","5,498","5,352","4,866","5,123","5,239","5,363","5,616","5,714","5,086","5,237","5,389","5,402","5,133","5,020","4,682","4,613","4,601"
Revenue Growth (YoY),-1.07%,-1.66%,-18.30%,-18.02%,-21.34%,-20.78%,-5.95%,-8.41%,-7.38%,-6.86%,-7.47%,-1.14%,7.85%,8.46%,12.29%,6.13%,2.00%,1.06%,-0.20%,4.20%,0.39%,-2.85%,-5.64%,-7.61%,-5.16%,-14.13%,-7.99%,-4.71%,0.21%,15.41%,11.54%,-2.92%,-2.35%,-4.04%,-5.46%,0.92%,-4.14%,-13.12%,-14.61%,-10.36%
Cost of Revenue,"5,175","5,228","4,055","4,105","3,844","3,968","3,891","3,765","3,611","4,112","3,622","3,807","3,940","4,105","4,024","4,086","3,948","3,922","3,887","3,798","3,929","3,901","3,772","3,666","3,746","3,427","3,541","3,659","3,847","3,913","3,924","3,659","3,839","3,806","3,830","3,668","3,642","3,360","3,345","3,282"
Gross Profit,"1,839","1,985","1,996","1,838","1,673","1,746","1,800","1,678","1,499","1,210","1,644","1,574","1,571","1,667","1,889","1,625","1,673","1,911","2,014","2,153","1,714","1,766","1,796","1,832","1,606","1,439","1,582","1,580","1,516","1,703","1,790","1,427","1,398","1,583","1,572","1,465","1,378","1,322","1,268","1,319"
Selling & Marketing,928,939,861,846,763,770,751,767,696,725,733,782,801,812,817,820,787,854,802,847,802,786,782,837,825,697,737,812,767,880,880,746,765,742,808,761,803,712,668,395
General & Administrative,528,527,467,462,406,403,417,419,376,386,380,433,422,422,431,447,421,451,405,446,413,402,387,445,418,332,360,410,361,0,0,0,0,0,0,-131,0,-40,-96,-38
Other Operating Expenses,399,409,401,389,367,372,368,355,325,342,355,369,390,400,417,305,-4,-36,-25,-429,-10,-8,-9,-9,6,14,11,10,53,48,51,48,297,303,299,289,277,-12,-13,0
Operating Expenses,"1,327","1,348","1,262","1,235","1,130","1,142","1,119","1,122","1,021","1,067","1,088","1,151","1,191","1,212","1,234","1,204","1,156","1,226","1,181","1,226","1,160","1,150","1,151","1,222","1,192","1,050","1,101","1,186","1,120","1,231","1,240","1,056","1,062","1,045","1,107","1,050","1,080",996,965,357
Operating Income,512,637,734,603,543,604,681,556,355,143,556,423,238,455,655,354,382,685,700,927,421,616,645,610,414,389,481,394,396,472,550,20,385,585,513,453,283,222,192,-284
Interest Income,21,12,14,23,22,20,17,30,37,43,49,46,45,49,46,46,45,50,0,0,51,55,54,55,46,40,36,34,32,60,24,-23,8,9,27,34,41,0,47,0
Interest Expense,142,165,158,142,137,144,141,133,123,129,132,136,142,137,152,141,135,133,133,135,133,122,123,113,117,116,112,99,92,57,93,76,69,74,123,59,62,59,58,52
Other Expense / Income,569,295,88,316,-15,143,231,155,-106,26,54,7,-151,376,1,6,-526,67,-78,333,-191,129,95,124,390,-20,151,142,-112,-59,-529,-181,-38,-87,41,106,42,-105,-23,-10
Pretax Income,-147,148,552,307,406,266,329,265,317,-14,373,280,244,-29,503,197,356,490,553,382,418,334,452,400,-16,261,282,123,399,432,916,44,362,514,313,322,221,255,232,-326
Income Tax,-83,28,147,34,130,110,106,120,41,-9,107,108,83,-89,153,"-1,207",89,130,83,143,106,128,137,263,94,67,50,34,99,102,146,-5,95,96,-575,148,48,33,39,-61
Net Income,-95,161,355,134,313,227,220,178,334,40,312,218,209,80,395,"1,460",729,405,562,316,424,292,344,165,-141,266,204,153,349,432,864,107,267,511,951,174,172,235,165,-265
