,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2020-01-04,2020-04-04,2020-07-04,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"10,885","10,833","10,249","11,641","12,441","12,352","10,623","11,497","9,949","9,780","10,711","13,121","12,853","12,608","14,263","14,907","15,437","16,875","17,754","11,091","11,889","12,346","11,322","10,212","5,667","7,381","8,145","11,062","12,905","15,583","15,921","17,017","15,824","13,144","12,324","14,781","14,494","13,640","15,477","15,763","16,796"
Market Cap Growth,34.47%,49.67%,30.97%,13.10%,14.30%,14.02%,3.64%,-1.24%,-20.03%,-20.82%,0.83%,14.13%,29.19%,28.92%,33.16%,13.61%,20.10%,33.85%,24.48%,-25.60%,-22.98%,-26.84%,-36.23%,-7.92%,-52.33%,-40.21%,-28.06%,8.31%,127.72%,111.11%,95.45%,53.84%,22.62%,-15.65%,-22.59%,-13.14%,-8.40%,3.77%,25.59%,6.64%,-
Enterprise Value,"14,577","14,275","13,706","14,693","15,578","15,444","13,781","14,102","13,168","12,949","13,794","15,503","15,971","15,483","17,252","17,557","18,519","20,032","20,327","13,768","15,033","15,559","14,441","12,665","8,255","9,767","10,199","13,177","14,920","17,228","17,511","18,667","17,353","14,869","14,003","16,303","16,245","15,426","17,292","17,456","18,489"
PE Ratio,23.46,21.89,18.47,19.40,19.35,18.55,15.55,16.50,13.84,13.42,11.00,13.64,14.08,14.18,22.75,48.56,39.08,36.21,20.41,9.08,9.81,10.25,13.14,12.53,8.26,19.58,29.95,35.80,30.01,22.10,20.54,22.81,20.61,16.39,14.64,17.17,16.87,15.07,16.31,17.11,18.79
PS Ratio,0.90,0.85,0.77,0.84,0.88,0.89,0.78,0.86,0.73,0.71,0.77,0.95,0.94,0.92,1.02,1.05,1.07,1.16,1.25,0.79,0.86,0.93,0.85,0.75,0.43,0.59,0.68,0.95,1.10,1.25,1.25,1.37,1.27,1.05,0.98,1.15,1.12,1.04,1.15,1.15,1.23
PB Ratio,2.50,2.37,2.24,2.73,2.83,2.68,2.26,2.32,1.99,1.89,1.90,2.35,2.30,2.22,2.45,2.64,2.71,3.15,3.20,2.14,2.27,2.31,2.08,1.85,1.02,1.34,1.42,1.89,2.15,2.55,2.64,2.50,2.29,1.93,1.82,2.08,2.07,1.94,2.19,2.26,2.40
P/FCF Ratio,14.53,9.00,9.45,17.51,18.91,29.00,25.85,18.72,20.90,23.01,27.75,28.97,30.24,16.46,21.91,31.06,25.06,25.80,19.38,14.67,18.84,35.37,40.44,16.50,13.21,13.54,11.98,22.85,12.21,11.37,11.31,13.88,12.09,11.96,11.80,12.79,13.86,14.31,17.93,17.87,19.04
P/OCF Ratio,9.21,6.65,6.91,10.64,11.31,14.43,12.20,11.12,10.99,11.13,12.97,14.60,14.96,10.81,13.37,16.51,14.84,15.70,13.70,9.86,12.11,17.79,17.91,10.66,7.47,8.79,8.54,14.40,9.60,9.21,9.14,10.65,9.54,9.13,8.89,9.93,10.28,10.22,12.44,12.45,13.27
Debt / Equity Ratio,1.02,0.93,0.87,0.91,0.88,0.84,0.80,0.73,0.80,0.75,0.68,0.66,0.74,0.70,0.74,0.69,0.69,0.73,0.70,0.73,0.74,0.76,0.77,0.69,0.91,0.86,0.82,0.75,0.68,0.63,0.62,0.55,0.53,0.52,0.53,0.50,0.51,0.50,0.50,0.55,0.55
Quick Ratio,0.49,0.51,0.43,0.51,0.49,0.48,0.42,0.54,0.51,0.51,0.52,0.61,0.55,0.59,0.65,0.72,0.58,0.55,0.68,0.61,0.52,0.52,0.55,0.59,0.73,0.76,0.89,0.93,0.95,1.00,0.97,0.94,0.88,0.78,0.75,0.79,0.64,0.61,0.59,0.70,0.70
Current Ratio,1.61,1.64,1.59,1.65,1.74,1.67,1.61,1.71,1.74,1.83,1.90,1.81,1.77,1.79,1.83,1.92,2.04,1.99,2.02,1.89,1.92,1.93,1.92,1.84,1.88,1.98,2.12,2.26,2.36,2.45,2.39,2.31,2.25,2.12,2.04,2.02,1.76,1.72,1.73,1.77,1.77
Interest Coverage,3.62,5.45,5.89,6.72,5.28,6.69,7.15,7.86,5.98,6.89,6.09,7.98,3.90,6.00,5.61,5.96,6.32,7.19,16.32,7.62,6.05,7.49,6.48,6.00,2.73,-1.81,3.70,6.24,5.75,7.03,7.61,8.48,8.25,9.45,12.00,13.85,12.35,18.32,16.84,13.05,15.10
Return on Capital (ROIC),Upgrade,6.65%,7.04%,8.06%,9.06%,9.43%,9.40%,9.57%,9.55%,9.36%,9.36%,9.78%,9.87%,8.95%,8.71%,7.50%,4.02%,4.93%,5.95%,5.94%,10.80%,10.52%,10.10%,10.48%,10.33%,7.84%,4.89%,3.82%,4.32%,5.51%,8.50%,9.18%,8.07%,8.32%,8.79%,9.14%,8.92%,8.91%,9.22%,9.58%,9.09%
Dividend Yield,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.50%,0.50%,0.60%,0.50%,0.10%,0.10%,0.10%,0.10%,0.09%
Payout Ratio,6.70%,3.80%,3.50%,2.60%,4.30%,3.30%,3.10%,2.40%,3.60%,3.00%,1.30%,2.50%,5.40%,3.50%,3.30%,-5.10%,2.70%,2.30%,0.90%,1.90%,2.60%,2.10%,2.10%,2.30%,9.10%,-5.00%,4.00%,1.90%,2.70%,2.50%,2.40%,2.10%,30.30%,2.00%,1.90%,1.80%,2.20%,1.50%,1.50%,2.00%,1.75%
Buyback Yield / Dilution,-4.03%,-0.46%,0.46%,1.81%,2.01%,0.53%,1.00%,0.86%,2.05%,3.17%,2.52%,1.27%,0.40%,0.42%,1.76%,2.51%,3.08%,4.35%,6.16%,7.77%,10.35%,9.09%,7.36%,6.05%,2.82%,2.27%,0.91%,-0.27%,0.77%,0.78%,1.71%,3.69%,4.24%,4.71%,5.62%,5.29%,5.29%,6.23%,6.36%,6.11%,6.11%
Total Shareholder Return,-3.83%,-0.26%,0.66%,2.01%,2.21%,0.73%,1.20%,1.06%,2.25%,3.37%,2.72%,1.47%,0.60%,0.62%,1.86%,2.61%,3.18%,4.45%,6.26%,7.97%,10.55%,9.29%,7.56%,6.25%,3.12%,2.47%,1.11%,-0.07%,0.87%,0.88%,1.81%,3.79%,4.74%,5.21%,6.22%,5.79%,5.39%,6.33%,6.46%,6.21%,6.21%
