,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,129.44,135.06,110.76,109.97,290.92,303.72,407.66,397.4,243.89,107.03
Depreciation & Amortization,75.65,91.54,143.74,188.14,178.33,225.92,197.24,219.24,553.1,552.9
Share-Based Compensation,8.26,3.4,9.87,18.79,22.19,23.97,23.81,25.97,57.66,38.95
Other Operating Activities,-3.72,16.04,-9.69,107.19,-33.8,-14.1,-38.15,47.04,-169.84,58.07
Operating Cash Flow,209.63,246.04,254.68,424.09,457.63,539.51,590.56,689.64,684.81,756.95
Operating Cash Flow Growth,53.49%,17.37%,3.51%,66.52%,7.91%,17.89%,9.46%,16.78%,-0.70%,10.53%
Capital Expenditures,-81.59,-84.43,-125.56,-168.06,-163.36,-184.15,-210.36,-238.69,-285.82,-347.38
Acquisitions,-67.06,-194.66,-604.02,70.16,-37.38,-10.84,-109.38,-908.67,-380.74,-35.95
Change in Investments,0,-4.68,0,-6.36,0,-4.96,0,-4.4,0,0
Other Investing Activities,-,-,-,-,-3.08,-13.29,-,-2.39,-,-
Investing Cash Flow,-148.65,-283.77,-729.58,-104.26,-203.83,-213.22,-319.74,"-1,154.16",-666.56,-383.33
Dividends Paid,-48.39,-53.51,-65.2,-93.19,-102.93,-112.5,-123.03,-133.84,-163.17,-183.5
Share Issuance / Repurchase,-9.81,-2.41,-3.13,-92.55,-54.33,-68.13,-16.51,12.08,-45.71,-306.74
Debt Issued / Paid,1.19,129.77,626.88,-75.38,-193.44,-112.09,-26.5,484.54,372.18,-6.22
Other Financing Activities,2.8,-4.09,1.74,-5.97,-5.49,-2.07,2.9,-17.16,-47.48,-2.27
Financing Cash Flow,-54.21,69.75,560.29,-267.1,-356.18,-294.79,-163.15,345.62,115.83,-498.72
Exchange Rate Effect,4.02,-17.13,-4.23,-18.66,21,-12.39,-8.73,19.85,-6.29,-14.86
Net Cash Flow,10.79,14.89,81.15,34.08,-81.38,19.1,98.95,-99.05,127.79,-139.96
Free Cash Flow,128.04,161.61,129.11,256.03,294.27,355.36,380.2,450.95,398.99,409.57
Free Cash Flow Growth,86.15%,26.22%,-20.11%,98.30%,14.93%,20.76%,6.99%,18.61%,-11.52%,2.65%
Free Cash Flow Margin,7.89%,8.73%,5.77%,9.80%,11.23%,12.77%,12.54%,14.51%,8.70%,8.26%
Free Cash Flow Per Share,1.49,1.88,1.50,3.02,3.47,4.20,4.48,5.28,3.98,4.13
