,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"8,914","6,970","5,373","7,555","10,232","8,022","10,342","16,704","21,885","12,469","14,998"
Market Cap Growth,20.54%,-21.81%,-22.91%,40.62%,35.43%,-21.60%,28.92%,61.53%,31.02%,-43.02%,-
Enterprise Value,"9,525","7,557","5,987","7,848","10,608","9,818","12,110","18,123","22,974","13,823","17,939"
PE Ratio,40.72,32.55,44.37,57.06,86.42,28.37,20.11,42.84,44.42,27.73,44.66
PS Ratio,3.90,2.91,2.35,3.20,3.87,2.58,3.17,5.31,5.98,3.39,4.03
PB Ratio,4.01,2.98,2.42,3.28,4.24,3.00,3.32,4.64,5.55,3.08,3.45
P/FCF Ratio,25.95,19.79,17.16,18.65,26.51,19.14,20.03,27.15,31.07,35.83,26.53
P/OCF Ratio,21.50,17.12,15.05,17.53,23.81,16.48,17.68,24.86,29.16,31.87,24.82
EV/Sales Ratio,4.16,3.15,2.61,3.32,4.01,3.16,3.71,5.76,6.28,3.76,4.82
EV/EBITDA Ratio,20.67,15.86,15.88,20.12,23.23,17.35,19.09,27.07,28.02,17.02,23.76
EV/EBIT Ratio,35.12,26.53,33.67,38.81,38.81,27.99,28.36,38.40,35.90,21.59,34.10
EV/FCF Ratio,27.73,21.46,19.12,19.37,27.48,23.43,23.45,29.46,32.62,39.72,31.73
Debt / Equity Ratio,0.34,0.31,0.33,0.27,0.38,0.74,0.63,0.46,0.36,0.40,0.73
Debt / EBITDA Ratio,1.65,1.54,1.94,1.59,2.00,3.48,3.09,2.47,1.73,2.00,4.18
Debt / FCF Ratio,2.21,2.09,2.33,1.53,2.37,4.70,3.79,2.69,2.01,4.67,5.59
Quick Ratio,0.88,0.92,0.75,1.04,1.30,0.65,0.67,0.65,0.80,0.63,0.64
Current Ratio,1.45,1.53,1.21,1.42,1.70,1.03,1.02,0.98,1.22,1.04,1.26
Asset Turnover,0.62,0.62,0.62,0.64,0.61,0.54,0.49,0.46,0.52,0.51,0.44
Interest Coverage,15.41,15.24,6.95,7.81,10.85,4.79,5.18,6.08,9.78,9.00,3.83
Return on Equity (ROE),9.90%,9.10%,5.50%,5.70%,4.90%,10.60%,16.50%,10.80%,12.50%,11.10%,7.90%
Return on Assets (ROA),5.90%,5.50%,3.30%,3.60%,2.70%,4.90%,7.70%,5.70%,6.90%,6.20%,3.90%
Return on Capital (ROIC),7.29%,6.82%,4.17%,4.63%,3.38%,7.04%,11.05%,7.90%,8.98%,7.11%,5.14%
Earnings Yield,2.46%,3.07%,2.25%,1.75%,1.16%,3.53%,4.97%,2.33%,2.25%,3.61%,2.23%
FCF Yield,3.85%,5.05%,5.83%,5.36%,3.77%,5.22%,4.99%,3.68%,3.22%,2.79%,3.77%
Buyback Yield / Dilution,-1.72%,-1.26%,2.27%,1.78%,-1.10%,1.29%,0.20%,0.24%,-0.79%,1.61%,-0.32%
Total Shareholder Return,-1.72%,-1.26%,2.27%,1.78%,-1.10%,1.29%,0.20%,0.24%,-0.79%,1.61%,-0.32%
