,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"43,033","46,209","40,873","42,443","39,458","47,153","45,861","48,124","45,815","41,063","39,850"
Market Cap Growth,7.95%,7.38%,-11.55%,3.84%,-7.03%,19.50%,-2.74%,4.93%,-4.80%,-10.37%,-
Enterprise Value,"49,200","53,365","47,522","49,252","46,374","54,458","53,922","56,428","53,810","47,954","46,741"
PE Ratio,28.20,45.62,18.87,18.63,27.98,21.86,19.50,26.53,23.69,23.28,22.70
PS Ratio,2.18,2.49,2.24,2.31,2.13,2.56,2.40,2.48,2.27,2.01,1.95
PB Ratio,59.03,-265.57,-400.71,67.48,-137.48,-1428.88,73.26,93.63,83.76,44.88,43.55
P/FCF Ratio,23.83,36.97,16.45,19.77,18.40,26.66,18.03,27.93,24.67,14.79,14.36
P/OCF Ratio,15.13,20.04,12.65,14.49,13.29,17.23,12.30,17.63,16.76,11.59,11.25
EV/Sales Ratio,2.49,2.87,2.60,2.68,2.51,2.95,2.82,2.90,2.67,2.35,2.29
EV/EBITDA Ratio,13.95,21.59,11.56,12.02,15.33,13.92,13.23,17.02,15.53,14.70,14.32
EV/EBIT Ratio,18.45,30.92,13.95,14.61,21.63,18.19,16.44,22.14,19.85,19.11,18.62
EV/FCF Ratio,27.24,42.69,19.13,22.94,21.63,30.78,21.20,32.75,28.98,17.27,16.84
Debt / Equity Ratio,9.54,-44.68,-74.24,11.80,-25.98,-234.76,13.36,16.68,15.40,8.73,8.73
Debt / EBITDA Ratio,1.97,3.15,1.84,1.81,2.46,1.98,2.05,2.59,2.43,2.45,2.45
Debt / FCF Ratio,3.85,6.22,3.05,3.46,3.48,4.38,3.29,4.98,4.54,2.88,2.88
Quick Ratio,0.48,0.46,0.53,0.50,0.41,0.39,0.39,0.37,0.37,0.47,0.47
Current Ratio,0.89,0.86,0.88,0.89,0.77,0.73,0.80,0.83,0.78,0.82,0.82
Asset Turnover,1.08,1.24,1.24,1.22,1.25,1.21,1.16,1.10,1.11,1.17,1.17
Interest Coverage,9.39,5.85,10.68,10.60,8.15,11.47,13.02,9.96,9.61,8.57,8.57
Return on Equity (ROE),42.80%,687.90%,1725.90%,809.20%,-3525.00%,-1313.20%,885.90%,357.40%,339.00%,250.70%,250.70%
Return on Assets (ROA),8.40%,6.70%,14.70%,15.20%,9.60%,14.20%,14.30%,10.30%,10.70%,10.10%,10.10%
Return on Capital (ROIC),21.02%,15.02%,31.77%,31.10%,23.31%,30.60%,28.03%,22.29%,23.80%,20.96%,20.96%
Earnings Yield,3.55%,2.19%,5.30%,5.37%,3.57%,4.57%,5.13%,3.77%,4.22%,4.30%,4.43%
FCF Yield,4.20%,2.71%,6.08%,5.06%,5.43%,3.75%,5.55%,3.58%,4.05%,6.76%,6.97%
Dividend Yield,2.90%,2.80%,3.20%,3.20%,3.50%,3.00%,3.20%,3.20%,3.40%,3.90%,4.13%
Payout Ratio,82.60%,126.60%,61.00%,60.20%,98.80%,65.60%,62.00%,84.80%,81.00%,90.40%,93.67%
Buyback Yield / Dilution,2.41%,2.54%,1.33%,1.79%,1.55%,1.01%,0.78%,1.01%,-0.23%,-0.13%,-0.13%
Total Shareholder Return,5.31%,5.34%,4.53%,4.99%,5.05%,4.01%,3.98%,4.21%,3.17%,3.77%,3.99%
