,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"33,918","25,256","31,550","41,463","40,727","50,619","60,349","72,446","57,050","53,454","56,931"
Market Cap Growth,18.28%,-25.54%,24.92%,31.42%,-1.78%,24.29%,19.22%,20.04%,-21.25%,-6.30%,-
Enterprise Value,"41,930","34,248","40,806","50,609","51,514","62,235","71,915","85,447","71,776","69,065","72,542"
PE Ratio,16.96,16.23,18.92,7.67,15.28,18.60,29.98,24.11,17.45,29.26,31.43
PS Ratio,2.92,2.40,3.19,3.93,3.55,4.48,6.17,6.50,4.48,4.40,4.68
PB Ratio,2.73,2.07,2.54,2.54,2.65,3.33,4.08,5.31,4.48,4.18,4.45
P/FCF Ratio,37.23,43.10,24.71,23.94,20.58,22.50,24.37,24.61,22.49,58.36,62.15
P/OCF Ratio,11.64,8.69,10.40,12.75,10.93,13.01,16.59,17.03,13.51,16.81,17.91
EV/Sales Ratio,3.61,3.26,4.13,4.80,4.50,5.51,7.35,7.67,5.63,5.68,5.97
EV/EBITDA Ratio,9.05,8.46,9.77,10.68,10.04,11.89,16.69,14.98,11.88,15.91,16.71
EV/EBIT Ratio,11.40,11.47,12.97,13.76,12.80,15.20,22.79,18.89,14.89,22.70,23.85
EV/FCF Ratio,46.03,58.44,31.95,29.22,26.03,27.66,29.05,29.02,28.29,75.40,79.19
Debt / Equity Ratio,0.72,0.83,0.82,0.60,0.73,0.80,0.86,1.01,1.19,1.34,1.34
Debt / EBITDA Ratio,1.94,2.49,2.45,2.08,2.17,2.33,2.94,2.43,2.51,3.96,3.96
Debt / FCF Ratio,9.86,17.22,8.00,5.68,5.63,5.42,5.12,4.70,5.98,18.75,18.75
Quick Ratio,1.14,0.92,0.81,0.65,0.53,0.65,0.91,0.72,0.61,1.03,1.03
Current Ratio,1.56,1.13,0.98,0.84,0.72,0.91,1.07,0.86,0.76,1.24,1.24
Asset Turnover,0.35,0.31,0.29,0.30,0.32,0.30,0.26,0.29,0.33,0.30,0.30
Interest Coverage,6.75,5.48,5.59,6.69,7.23,6.78,5.05,7.00,6.97,4.21,4.21
Return on Equity (ROE),16.50%,12.80%,13.50%,39.80%,16.70%,17.80%,13.50%,21.30%,25.00%,14.40%,14.40%
Return on Assets (ROA),6.10%,4.70%,4.80%,15.30%,7.40%,7.30%,5.30%,7.80%,8.30%,4.50%,4.50%
Return on Capital (ROIC),10.66%,8.25%,8.59%,23.23%,11.48%,11.36%,8.69%,12.54%,13.64%,7.49%,7.49%
Earnings Yield,5.90%,6.16%,5.29%,13.03%,6.55%,5.38%,3.34%,4.15%,5.73%,3.42%,3.21%
FCF Yield,2.69%,2.32%,4.05%,4.18%,4.86%,4.44%,4.10%,4.06%,4.45%,1.71%,1.61%
Dividend Yield,2.00%,2.80%,2.20%,1.70%,2.00%,1.90%,1.60%,1.40%,2.00%,2.30%,2.14%
Payout Ratio,34.50%,46.00%,41.70%,13.00%,31.70%,34.90%,47.70%,34.20%,35.60%,67.20%,67.33%
Buyback Yield / Dilution,-0.17%,3.51%,2.22%,1.98%,4.82%,4.26%,2.59%,4.19%,4.86%,2.32%,2.32%
Total Shareholder Return,1.83%,6.31%,4.42%,3.68%,6.82%,6.16%,4.19%,5.59%,6.86%,4.62%,4.47%
