,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"80,163","68,286","61,700","67,370","60,630","53,543","37,679","35,242","39,877","37,495","31,744"
Market Cap Growth,21.39%,-14.82%,-9.65%,9.19%,-10.00%,-11.69%,-29.63%,-6.47%,13.15%,-5.97%,-
Enterprise Value,"78,901","71,384","63,322","69,619","63,029","55,434","42,898","39,043","41,598","43,784","38,033"
PE Ratio,27.32,19.25,16.66,26.53,13.68,9.09,9.42,22.65,13.09,32.29,27.49
PS Ratio,8.26,6.34,5.39,5.49,4.51,3.72,2.80,3.21,3.92,3.81,3.23
PB Ratio,7.42,7.29,5.08,5.34,4.65,4.01,3.52,3.23,2.98,2.53,2.14
P/FCF Ratio,30.53,20.94,15.99,24.88,11.20,8.35,10.04,10.48,23.13,30.34,25.69
P/OCF Ratio,27.25,17.42,13.45,14.80,9.80,7.56,8.91,9.68,28.81,24.23,20.52
EV/Sales Ratio,8.13,6.63,5.53,5.67,4.69,3.86,3.19,3.56,4.09,4.45,3.87
EV/EBITDA Ratio,17.10,13.45,11.26,11.45,9.17,7.17,7.58,14.32,9.63,24.44,21.23
EV/EBIT Ratio,20.10,15.16,12.82,13.93,10.76,7.87,8.59,24.27,11.30,33.77,29.34
EV/FCF Ratio,30.04,21.89,16.41,25.71,11.64,8.65,11.43,11.61,24.13,35.43,30.78
Debt / Equity Ratio,0.05,0.70,0.54,0.47,0.46,0.48,0.73,0.70,0.49,0.50,0.50
Debt / EBITDA Ratio,0.13,1.23,1.16,0.98,0.86,0.82,1.38,2.79,1.53,4.10,4.10
Debt / FCF Ratio,0.22,2.00,1.69,2.19,1.10,0.99,2.09,2.26,3.84,5.94,5.94
Quick Ratio,1.54,1.93,1.94,1.78,1.83,1.43,1.32,1.34,2.15,0.92,0.92
Current Ratio,2.05,2.60,2.55,2.34,2.32,1.72,1.84,1.83,2.99,2.00,2.00
Asset Turnover,0.73,0.60,0.53,0.55,0.53,0.54,0.53,0.46,0.42,0.38,0.38
Return on Equity (ROE),29.40%,32.10%,32.20%,20.90%,33.40%,43.50%,35.30%,14.60%,24.70%,8.10%,8.10%
Return on Assets (ROA),22.10%,19.60%,17.00%,11.30%,17.60%,21.90%,15.80%,6.50%,12.40%,4.40%,4.40%
Return on Capital (ROIC),25.71%,23.32%,20.70%,14.64%,23.48%,29.86%,21.83%,9.13%,14.86%,5.25%,5.25%
Earnings Yield,3.66%,5.19%,6.00%,3.77%,7.31%,11.00%,10.62%,4.42%,7.64%,3.10%,3.66%
FCF Yield,3.28%,4.78%,6.26%,4.02%,8.93%,11.97%,9.96%,9.54%,4.32%,3.30%,3.89%
Buyback Yield / Dilution,0.46%,2.53%,5.36%,2.65%,3.62%,8.72%,13.93%,7.25%,2.41%,0.27%,0.27%
Total Shareholder Return,0.46%,2.53%,5.36%,2.65%,3.62%,8.72%,13.93%,7.25%,2.41%,0.27%,0.27%
