,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"55,412","39,569","54,260","93,750","74,985","81,617","98,884","111,834","124,669","150,521","163,880"
Market Cap Growth,-4.11%,-28.59%,37.13%,72.78%,-20.02%,8.84%,21.16%,13.10%,11.48%,20.74%,-
Enterprise Value,"87,356","71,122","83,875","120,367","103,681","110,990","126,695","140,369","154,658","181,421","194,780"
PE Ratio,22.60,15.75,-809.84,124.34,12.20,13.40,32.98,17.23,18.59,14.56,16.00
PS Ratio,1.00,0.84,1.41,2.06,1.37,1.52,2.37,2.19,2.10,2.25,2.44
PB Ratio,3.31,2.67,4.11,6.81,5.33,5.58,6.43,6.77,7.85,7.72,8.40
P/FCF Ratio,9.93,9.43,15.03,20.68,16.38,15.13,19.84,18.67,20.79,14.24,15.50
P/OCF Ratio,6.88,5.91,9.62,16.43,11.43,11.81,15.63,15.54,16.05,11.68,12.72
EV/Sales Ratio,1.58,1.51,2.18,2.65,1.89,2.06,3.03,2.75,2.60,2.71,2.90
EV/EBITDA Ratio,12.86,10.19,22.89,16.05,9.41,10.24,18.23,12.68,13.53,11.50,12.35
EV/EBIT Ratio,24.08,18.07,133.13,26.03,12.57,13.44,28.04,16.10,16.78,13.31,14.29
EV/FCF Ratio,15.65,16.94,23.23,26.55,22.65,20.57,25.42,23.43,25.79,17.16,18.42
Debt / Equity Ratio,2.35,2.57,2.78,2.53,2.60,2.57,2.42,2.29,2.33,1.94,1.94
Debt / EBITDA Ratio,5.78,5.45,10.04,4.65,3.32,3.47,5.35,3.41,3.24,2.40,2.40
Debt / FCF Ratio,7.04,9.06,10.19,7.69,7.98,6.98,7.46,6.31,6.17,3.58,3.58
Quick Ratio,1.44,1.41,1.39,1.45,1.41,1.50,1.54,1.36,1.21,1.14,1.14
Current Ratio,1.39,1.28,1.22,1.35,1.37,1.47,1.54,1.46,1.39,1.35,1.35
Asset Turnover,0.65,0.58,0.50,0.58,0.70,0.69,0.54,0.63,0.73,0.78,0.78
Interest Coverage,7.50,7.76,1.25,8.71,20.42,19.62,8.79,17.87,20.80,26.67,26.67
Return on Equity (ROE),12.80%,15.50%,-0.40%,5.30%,40.90%,40.60%,20.50%,38.90%,41.70%,54.10%,54.10%
Return on Assets (ROA),2.90%,3.10%,-0.10%,1.00%,7.80%,7.80%,3.90%,8.00%,8.20%,12.00%,12.00%
Return on Capital (ROIC),4.61%,5.25%,-1.25%,1.69%,12.83%,12.32%,6.49%,9.98%,11.42%,17.81%,17.81%
Earnings Yield,4.43%,6.35%,-0.12%,0.80%,8.20%,7.47%,3.03%,5.80%,5.38%,6.87%,6.31%
FCF Yield,10.07%,10.61%,6.65%,4.84%,6.11%,6.61%,5.04%,5.36%,4.81%,7.02%,6.45%
Dividend Yield,2.80%,4.30%,3.30%,2.00%,2.60%,2.60%,2.30%,2.10%,1.90%,1.70%,1.62%
Payout Ratio,65.50%,69.50%,-2800.00%,244.10%,31.60%,34.80%,74.80%,35.90%,36.30%,24.70%,25.84%
Buyback Yield / Dilution,4.51%,4.39%,2.83%,-2.57%,-0.02%,5.32%,3.33%,0.02%,3.30%,3.17%,3.17%
Total Shareholder Return,7.31%,8.69%,6.13%,-0.57%,2.58%,7.92%,5.63%,2.12%,5.20%,4.87%,4.78%
