,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,Current
Market Capitalization,"4,877","4,798","4,901","4,350","4,718","4,796","5,659","5,439","5,708","6,516","6,476","6,912","6,249","7,103","7,826","8,692","10,112","9,342","8,988","9,472","7,702","9,490","9,765","9,499","10,990","8,356","9,153","9,957","12,939","15,618","17,423","17,376","17,931","14,434","13,437","13,220","14,655","14,462","13,869","14,720","16,817"
Market Cap Growth,42.36%,11.28%,15.10%,1.79%,-3.26%,-0.04%,15.46%,25.03%,20.99%,35.86%,14.44%,27.09%,9.47%,9.01%,20.84%,25.75%,61.82%,31.53%,14.85%,8.97%,-23.83%,1.58%,8.65%,0.28%,42.68%,-11.95%,-6.27%,4.83%,17.74%,86.92%,90.35%,74.51%,38.58%,-7.58%,-22.88%,-23.92%,-18.27%,0.19%,3.22%,11.34%,-
Enterprise Value,"5,553","5,711","5,852","5,267","5,655","5,795","6,565","6,321","6,609","7,575","7,422","8,023","7,346","8,391","9,337","10,141","11,469","10,868","10,446","11,121","9,437","11,374","11,580","11,272","12,676","10,434","11,157","11,816","14,803","17,433","19,132","20,368","20,873","17,556","16,504","16,225","17,590","17,670","17,198","17,824","19,921"
PE Ratio,22.88,21.17,24.47,20.33,19.25,19.56,21.24,18.89,20.81,22.32,21.01,21.90,19.49,20.69,20.37,21.55,35.88,31.69,33.35,30.49,16.48,48.59,40.17,39.88,36.20,14.29,17.57,18.90,23.28,24.74,23.70,23.20,24.23,19.81,17.69,16.18,19.36,21.27,24.50,30.49,35.10
PS Ratio,0.79,0.78,0.78,0.69,0.75,0.76,0.91,0.89,0.96,1.10,1.09,1.15,1.03,1.15,1.25,1.35,1.53,1.37,1.28,1.33,1.08,1.33,1.38,1.34,1.55,1.19,1.35,1.47,1.86,2.14,2.21,2.12,2.13,1.66,1.50,1.44,1.62,1.65,1.63,1.78,2.03
PB Ratio,3.27,3.21,3.43,3.33,4.50,4.68,5.16,5.15,5.91,6.73,6.77,6.63,6.75,7.00,7.32,7.66,9.66,8.57,8.80,9.05,8.07,9.57,9.19,8.98,9.13,7.12,7.54,7.46,8.71,9.87,10.23,9.66,9.32,7.47,6.94,6.59,7.21,7.08,6.88,7.13,8.15
P/FCF Ratio,27.57,41.36,45.63,17.71,25.61,14.97,15.36,18.54,17.31,20.64,17.56,17.83,16.27,18.02,23.96,22.09,23.76,21.78,19.68,45.00,36.56,41.97,40.91,19.70,22.11,17.90,20.21,19.18,23.88,20.57,21.24,20.96,23.11,21.72,20.12,23.09,22.04,27.50,30.83,25.78,29.45
P/OCF Ratio,15.26,17.30,17.34,10.26,13.29,10.26,10.98,12.45,12.05,14.08,12.47,12.41,10.74,11.79,14.45,14.34,15.66,14.42,13.23,21.36,16.82,19.88,20.04,12.88,14.72,11.68,13.23,13.80,17.22,16.33,16.69,16.20,17.13,14.98,13.93,14.70,15.25,17.28,18.29,17.12,19.56
Debt / Equity Ratio,0.69,0.75,0.82,0.85,1.09,1.18,1.05,1.00,1.10,1.27,1.21,1.25,1.40,1.56,1.61,1.48,1.51,1.57,1.64,1.78,2.06,2.13,1.94,1.89,1.61,2.40,1.87,1.61,1.43,1.35,1.21,1.78,1.61,1.69,1.67,1.56,1.53,1.74,1.76,1.61,1.61
Quick Ratio,0.88,0.84,0.82,0.79,0.73,0.75,0.81,0.80,0.77,0.75,0.78,0.61,0.60,0.79,0.68,0.70,0.71,0.69,0.69,0.62,0.71,0.70,0.65,0.64,0.65,0.77,0.72,0.82,0.77,0.79,0.81,0.63,0.62,0.62,0.58,0.58,0.55,0.65,0.63,0.60,0.60
