,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"1,931","2,185","1,771","2,321","2,788","2,819","2,631","2,927","3,329","3,523","3,844","3,689","4,005","4,317","4,304","4,595","5,093","5,769","6,661","5,415","7,897","9,103","8,771","10,851","8,969","12,125","12,336","14,870","14,210","14,466","11,296","11,864","12,258","10,396","10,404","14,950","17,676","20,225","21,589","28,767","31,862"
Market Cap Growth,19.10%,32.92%,-8.97%,6.86%,44.36%,29.00%,48.54%,26.08%,19.40%,25.00%,46.10%,26.04%,20.31%,22.52%,11.95%,24.55%,27.18%,33.63%,54.78%,17.85%,55.03%,57.81%,31.67%,100.41%,13.57%,33.19%,40.65%,37.04%,58.44%,19.31%,-8.43%,-20.21%,-13.74%,-28.13%,-7.89%,26.01%,44.20%,94.54%,107.50%,92.42%,-
Enterprise Value,"2,306","2,622","2,212","2,834","3,359","3,383","3,153","3,455","3,854","4,006","4,339","4,221","4,515","4,798","4,803","5,164","5,689","6,408","7,335","6,167","8,642","9,847","9,489","11,739","9,885","13,000","13,086","15,666","15,037","15,341","12,413","13,387","13,926","12,241","12,164","16,763","19,492","22,016","23,338","30,580","33,675"
PE Ratio,22.48,25.17,18.67,25.15,30.83,31.40,30.42,32.04,34.83,31.84,35.12,28.79,30.79,35.88,32.26,35.78,37.88,41.51,52.66,40.53,58.14,53.47,45.65,52.41,38.67,52.29,52.18,55.49,51.05,39.58,28.81,30.38,28.76,28.21,27.85,38.71,46.10,48.31,50.28,63.53,71.62
PS Ratio,2.60,2.88,2.25,2.92,3.42,3.41,3.14,3.45,3.92,4.01,4.36,4.10,4.34,4.72,4.60,4.85,5.22,5.77,6.66,5.26,7.51,8.19,7.56,9.07,7.32,9.89,9.53,11.37,10.67,10.67,8.58,8.94,9.07,7.63,7.55,10.68,12.42,13.73,14.26,18.55,20.55
PB Ratio,3.62,4.56,3.90,5.76,7.32,7.11,6.02,6.93,7.83,8.23,8.60,8.74,9.38,9.98,10.09,11.91,13.74,19.58,23.17,23.76,31.91,33.93,30.27,45.03,41.88,49.03,37.26,45.88,63.64,115.88,-101.82,-22.04,-18.48,-12.27,-12.97,-18.64,-22.93,-28.73,-31.38,-39.64,-39.64
P/FCF Ratio,14.75,16.95,10.90,17.60,22.36,21.06,21.61,16.98,19.21,16.10,20.42,21.62,20.69,24.02,20.91,22.76,27.85,30.68,34.74,25.86,37.45,45.60,37.11,43.78,34.62,40.79,35.97,40.86,30.79,31.34,27.14,25.50,28.30,23.13,20.67,31.74,40.26,45.37,46.46,58.25,64.52
P/OCF Ratio,13.58,15.64,10.12,15.68,19.47,17.88,17.93,14.93,17.00,14.80,18.28,19.15,18.43,21.16,19.07,20.75,24.94,26.55,29.86,22.27,32.67,40.48,33.69,39.92,31.41,37.41,33.80,38.88,29.95,30.89,26.65,25.20,27.87,22.78,20.42,31.34,39.79,44.97,46.04,57.70,63.90
Debt / Equity Ratio,0.91,1.11,1.20,1.51,1.73,1.63,1.39,1.47,1.44,1.40,1.28,1.47,1.47,1.41,1.42,1.72,1.90,2.58,2.66,3.65,3.32,3.07,2.85,4.14,4.79,4.05,2.74,2.90,4.59,8.92,-11.83,-3.13,-2.78,-2.36,-2.36,-2.43,-2.53,-2.78,-2.74,-2.72,-2.72
Quick Ratio,1.39,0.79,0.76,0.66,1.00,1.06,1.00,0.95,1.00,1.09,0.99,0.98,0.97,0.68,0.84,0.73,0.80,0.76,0.75,0.76,0.80,0.87,0.82,0.89,0.87,0.93,1.19,1.16,0.92,0.95,0.91,1.31,1.17,1.15,1.37,1.26,1.28,1.39,1.43,1.22,1.22
Current Ratio,1.51,0.87,0.85,0.77,1.18,1.23,1.18,1.18,1.15,1.18,1.09,1.14,1.17,0.81,0.95,0.85,0.90,0.84,0.84,0.87,0.91,0.95,0.93,1.04,1.01,1.05,1.29,1.30,1.10,1.02,0.99,1.44,1.26,1.23,1.46,1.36,1.40,1.46,1.51,1.31,1.31
Interest Coverage,5.41,5.30,7.10,3.54,4.37,5.14,6.01,4.54,5.72,8.42,7.08,5.64,6.04,6.31,10.26,5.78,6.50,5.61,6.15,4.84,4.99,8.72,7.12,5.29,6.55,7.79,8.70,10.12,10.24,19.76,11.05,9.60,8.70,7.46,6.43,6.17,6.75,7.43,6.78,6.40,6.84
Return on Capital (ROIC),Upgrade,10.35%,10.48%,11.48%,11.13%,10.74%,10.64%,10.39%,10.95%,11.26%,12.73%,12.65%,14.39%,14.49%,13.76%,15.16%,14.23%,14.52%,15.32%,13.59%,14.75%,14.95%,17.92%,20.35%,19.52%,21.96%,21.74%,22.16%,23.69%,24.42%,31.61%,34.85%,36.60%,39.33%,36.09%,39.40%,39.30%,38.10%,38.89%,41.61%,41.87%
