,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"4,565","4,474","4,452","4,647","4,731","4,752","4,628","4,363","4,525","4,962","5,247","5,272","6,290","5,840","6,041","6,743","7,174","7,011","7,660","8,258","7,695","8,254","9,448","10,143","11,123","10,198","11,552","12,803","13,467","12,894","14,977","15,615","19,849","20,396","16,468","17,083","16,135","16,324","19,526","19,808","23,533"
Market Cap Growth,24.67%,-3.00%,-4.12%,-0.09%,3.64%,6.22%,3.95%,-6.12%,-4.36%,4.43%,13.36%,20.85%,39.00%,17.69%,15.15%,27.89%,14.05%,20.05%,26.80%,22.47%,7.27%,17.72%,23.34%,22.82%,44.55%,23.55%,22.26%,26.23%,21.07%,26.44%,29.66%,21.96%,47.39%,58.18%,9.95%,9.40%,-18.71%,-19.96%,18.57%,15.95%,-
Enterprise Value,"4,581","4,440","5,005","5,176","5,189","5,289","5,126","4,846","4,983","5,455","5,624","5,604","6,567","6,054","6,120","6,871","7,301","7,136","7,729","8,383","8,412","9,273","10,274","11,004","11,871","11,125","12,274","13,564","14,446","13,988","15,840","16,392","21,346","22,409","18,479","20,791","19,611","19,869","22,890","22,925","26,651"
PE Ratio,21.03,21.36,20.32,20.23,22.87,22.48,21.97,20.80,18.60,19.98,20.68,20.45,24.43,22.00,22.77,25.00,17.95,16.68,17.89,18.02,22.35,22.47,24.48,25.65,27.91,23.34,26.18,27.85,28.03,24.43,26.26,26.80,33.81,33.56,26.84,27.19,24.02,23.76,26.67,26.52,31.32
PS Ratio,3.35,3.21,3.04,3.05,3.00,2.94,2.83,2.65,2.73,2.95,3.07,3.03,3.56,3.23,3.31,3.66,3.81,3.66,3.98,4.17,3.82,3.87,4.23,4.37,4.65,4.13,4.63,5.02,5.15,4.72,5.24,5.28,6.51,6.49,5.06,5.01,4.51,4.31,4.89,4.79,5.69
PB Ratio,2.27,2.18,2.14,2.21,2.24,2.31,2.19,2.00,2.11,2.26,2.33,2.27,2.67,2.42,2.46,2.72,2.78,2.53,2.71,2.81,2.57,2.66,2.97,3.06,3.32,2.93,3.22,3.46,3.59,3.37,3.80,3.80,4.73,4.70,3.85,3.96,3.50,3.37,3.85,3.81,4.53
P/FCF Ratio,12.05,14.53,13.42,13.35,12.66,13.16,10.81,11.25,12.10,13.99,13.65,13.15,15.79,12.85,14.15,17.13,17.00,17.35,18.20,18.47,14.49,18.62,17.41,16.79,17.75,15.40,15.71,17.89,20.66,16.94,23.63,20.49,25.43,27.29,21.97,22.85,18.15,19.22,21.08,19.93,23.68
P/OCF Ratio,11.72,14.00,12.90,12.74,12.29,12.89,10.64,11.18,11.85,13.62,13.35,12.85,15.30,12.48,13.65,16.63,16.23,16.25,17.05,17.07,13.56,16.73,15.86,15.39,16.40,14.43,14.64,16.61,18.89,15.78,22.15,19.49,24.54,26.34,21.25,21.88,18.31,19.49,21.14,20.09,23.87
Debt / Equity Ratio,0.24,0.23,0.56,0.57,0.57,0.57,0.55,0.53,0.53,0.52,0.50,0.48,0.45,0.44,0.40,0.39,0.38,0.35,0.31,0.29,0.50,0.53,0.52,0.53,0.51,0.49,0.50,0.62,0.60,0.59,0.56,0.54,0.52,0.86,1.03,1.00,0.90,0.85,0.79,0.75,0.75
Quick Ratio,0.95,1.16,1.10,1.13,1.18,1.13,1.10,1.16,1.10,1.10,1.08,1.13,1.17,1.24,1.22,1.07,1.10,1.21,1.17,1.17,1.14,1.12,1.13,1.15,1.15,1.14,1.14,1.36,1.19,1.19,1.08,1.13,0.89,1.41,1.45,0.80,0.74,0.73,0.73,0.67,0.67
