,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,452.96,502.89,609.46,657.94,729.82,625.54,658.5,666.46,673.17,632.92,731.59,766.96,781.28,826.09,876.93,823.21,824.09,826.38,787.16,724.69,777.6,624.89,814.78,874.6,962.98,775.18,"1,062","1,502","1,272","1,141","1,351","1,426",693.2,"1,695","2,384",579.5,650,563.5,627.9,755.7
Short-Term Investments,10.62,10.97,12.3,11.45,11.16,10.87,10.68,10.55,13.73,13.88,16.08,13.29,15.05,20.62,30.16,29.16,24.97,20.84,11.16,12.84,12.87,10.52,10.54,9.94,12.33,16.6,18.11,18.22,18.33,11.93,13.08,14.43,12.9,17.6,14.9,11.2,12,9.3,10.1,13.2
Cash & Cash Equivalents,463.59,513.86,621.76,669.39,740.97,636.41,669.18,677.01,686.91,646.8,747.66,780.25,796.33,846.71,907.09,852.36,849.05,847.22,798.32,737.53,790.46,635.41,825.32,884.53,975.3,791.77,"1,080","1,520","1,290","1,153","1,364","1,440",706.1,"1,712","2,398",590.7,662,572.8,638,768.9
Cash Growth,18.09%,-3.81%,2.22%,55.68%,59.84%,23.85%,7.63%,1.14%,-7.30%,1.63%,11.73%,15.25%,15.93%,30.91%,21.32%,9.24%,6.62%,0.06%,-11.99%,-13.47%,-6.90%,-25.00%,3.38%,19.93%,23.38%,24.61%,30.90%,71.85%,32.29%,45.58%,26.27%,-5.25%,-45.27%,48.54%,75.82%,-58.99%,-6.25%,-66.54%,-73.40%,30.17%
Receivables,395.92,404.47,770.24,761.43,758.16,735.28,797.36,791.4,775.5,767.92,831.95,"1,135",889.23,805.67,819.89,"3,018","1,345","1,134","1,136","1,180","1,248","1,213","1,335","1,589","1,367","1,367","1,483","1,526","1,520","1,524","1,671","1,837","1,672","1,720","1,806","2,780","2,749","2,213","2,394","2,318"
Other Current Assets,68.54,46.03,67.23,55.07,70.97,61.67,80.9,75.44,74.99,81.91,67.66,59,50.57,44.58,51.95,45.55,47.86,92.9,106.72,95.8,128.72,146.49,131.39,133.44,152.14,124.58,141.74,118.03,147.67,115.99,157.13,120.62,952.6,876.4,"1,127","1,480","1,586","1,571","1,863","1,758"
Total Current Assets,928.04,964.36,"1,459","1,486","1,570","1,433","1,547","1,544","1,537","1,497","1,647","1,975","1,736","1,697","1,779","3,916","2,242","2,075","2,041","2,013","2,167","1,995","2,292","2,607","2,495","2,284","2,705","3,164","2,958","2,793","3,192","3,398","3,330","4,309","5,330","4,851","4,996","4,356","4,895","4,845"
"Property, Plant & Equipment",74.73,74.58,86.37,88.18,84.67,83.22,82.81,81.34,81.75,80.9,80.49,77.77,75.81,72.61,72.75,71.3,77.09,81.13,85.21,89.77,100.4,291.94,306.54,322.31,332.92,352.95,364.7,373.92,388.11,386.71,388.78,396.17,409,418.7,417.9,453.7,454.8,451.6,449.6,448.2
Long-Term Investments,0.02,0,19.19,19.99,19.86,18.79,21.25,22.94,18.09,20.52,22.99,26.31,23.05,17.15,10.88,14.09,13.95,17.56,20.09,17.15,17.39,17.53,24.9,28.14,27.38,23.34,21.59,24.74,24.97,31.73,32.62,31.35,31,25,23.7,24,22.4,25.4,27.5,24.3
Goodwill and Intangibles,"2,625","2,608","3,338","3,318","3,245","3,263","3,332","3,317","3,331","3,355","3,411","3,399","3,383","3,361","3,364","3,358","3,357","3,378","3,486","3,610","4,332","4,421","4,451","4,626","4,663","4,814","4,989","5,101","5,446","5,533","5,559","5,610","5,818","6,312","6,295","8,110","8,269","8,312","8,428","8,377"
