,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-09-26,2021-12-26,2022-03-27,2022-06-26,2022-09-25,2022-12-25,2023-03-26,2023-06-25,2023-10-01,2023-12-31,Current
Market Capitalization,427,450,403,295,324,357,264,246,271,237,409,454,597,999,"1,138","1,094","1,065","1,191","1,533","1,427","1,626","2,424","1,949","1,888","1,547","1,600","2,335","3,241","3,213","3,418","2,821","2,460","2,613","1,776","1,417","1,189","1,683","1,770","1,923","2,616","2,678"
Market Cap Growth,49.92%,22.46%,-16.42%,-27.89%,-24.15%,-20.61%,-34.56%,-16.61%,-16.33%,-33.47%,55.13%,84.89%,120.21%,320.79%,178.20%,140.70%,78.41%,19.23%,34.70%,30.41%,52.68%,103.48%,27.13%,32.37%,-4.85%,-33.99%,19.81%,71.61%,107.60%,113.56%,20.81%,-24.10%,-18.68%,-48.03%,-49.78%,-51.66%,-35.57%,-0.36%,35.75%,120.02%,-
Enterprise Value,"1,011","1,081","1,045",912,951,997,676,662,695,664,833,817,892,"1,305","1,269","1,257","1,231","1,302","1,640","1,538","1,787","2,593","2,113","2,058","1,729","1,542","2,305","3,208","3,175","3,393","2,791","2,450","2,697","1,970","1,630","1,410","1,938","2,006","2,171","2,813","2,874"
PE Ratio,-10.19,-5.47,-4.84,-3.78,-4.09,-8.06,12.15,12.42,19.50,12.84,-6.80,-7.51,-12.36,-22.66,-45.90,-25.62,-30.52,-32.73,-50.44,-407.60,903.47,180.92,137.26,151.07,168.20,347.91,518.96,40.71,39.32,40.93,35.85,-1229.94,-131.94,-69.38,-45.41,-32.22,-60.12,-68.07,-98.13,-293.95,-293.95
PS Ratio,0.54,0.59,0.56,0.39,0.44,0.51,0.39,0.37,0.42,0.36,0.62,0.84,1.15,2.00,2.31,1.81,1.73,1.93,2.47,2.31,2.56,3.61,2.80,2.63,2.13,2.26,3.22,4.33,4.16,4.23,3.50,3.03,3.21,2.13,1.65,1.32,1.80,1.83,1.90,2.52,2.58
PB Ratio,1.50,1.90,1.75,1.31,1.53,1.80,1.02,0.97,1.16,1.05,2.01,1.64,1.70,2.88,2.14,2.14,2.08,2.35,3.00,2.75,2.94,4.33,3.44,3.29,2.67,1.94,2.80,3.50,3.46,3.65,3.00,2.60,2.80,1.89,1.52,1.27,1.81,1.87,2.02,2.68,2.74
P/FCF Ratio,129.45,-32.35,-21.79,-58.95,-38.12,-137.30,-32.16,-6.43,-5.79,-6.38,-18.35,-20.56,-26.07,-32.13,-25.58,-20.33,-25.18,-26.65,-57.64,-116.93,478.31,176.96,198.89,510.38,-159.53,-197.58,-208.51,302.87,131.66,262.91,223.91,-156.68,-55.70,-26.04,-17.03,-16.72,-19.60,-43.81,-49.32,204.39,209.22
P/OCF Ratio,26.05,-224.84,-44.79,44.66,170.53,43.01,85.08,-9.14,-7.68,-8.60,-29.23,-34.69,-54.77,-76.28,-51.98,-39.49,-72.96,-59.28,-1179.42,137.17,69.80,69.07,60.16,62.95,81.44,71.13,115.61,69.54,50.59,61.81,47.90,79.87,3265.65,-87.50,-40.14,-46.27,-38.61,884.93,-,38.82,41.07
Debt / Equity Ratio,2.26,2.80,2.87,2.93,3.13,3.34,1.74,1.75,1.89,1.97,2.18,1.56,1.05,1.06,0.70,0.57,0.57,0.58,0.57,0.57,0.61,0.62,0.61,0.60,0.59,0.41,0.41,0.38,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.32,0.32,0.30,0.30,0.28,0.28
Quick Ratio,1.26,1.21,1.22,1.13,1.23,1.05,1.23,1.37,1.35,1.37,1.22,1.52,1.54,1.55,2.43,1.82,1.93,2.44,2.40,2.55,2.14,2.19,2.33,2.39,2.32,3.78,3.26,3.31,3.08,3.14,3.06,2.87,2.51,2.01,2.00,1.75,1.63,1.54,1.50,1.37,1.37
