,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,239.84,241.97,281.5,268.95,367.61,562.18,390.46,433.3,398.33,429.6,514.57,572.93,655.77,690.91,673.23,612,595.92,599.27,424.71,480.12,726.66,688.35,599.22,735.46,572.89,714.27,849.56,"1,027",532.17,583.81,580.98,512.41,586.54,541.88,758.01,605.74,734.54,677.5,797.16,822.57
Short-Term Investments,383.92,369.39,363.88,385.15,298.86,235.53,383.88,358.21,376.68,381.11,367.82,400.91,358.85,323.34,343.7,392.56,428.76,485.23,614.71,652.48,587.12,298.14,373.06,426.76,248.26,379.3,360.33,346.52,111.11,184.11,329.63,346.55,300.59,196.46,126.55,54.02,20.71,13.11,6.16,3.29
Cash & Cash Equivalents,623.76,611.36,645.38,654.1,666.47,797.71,774.34,791.5,775.01,810.71,882.4,973.84,"1,015","1,014","1,017","1,005","1,025","1,085","1,039","1,133","1,314",986.49,972.28,"1,162",821.15,"1,094","1,210","1,373",643.27,767.92,910.61,858.95,887.13,738.34,884.57,659.75,755.25,690.61,803.32,825.86
Cash Growth,19.30%,10.89%,19.04%,13.13%,6.85%,30.48%,19.98%,21.01%,16.29%,1.63%,13.95%,23.04%,30.92%,25.11%,15.25%,3.15%,0.99%,6.93%,2.21%,12.75%,28.21%,-9.04%,-6.46%,2.62%,-37.50%,10.86%,24.44%,18.17%,-21.66%,-29.78%,-24.74%,-37.46%,37.91%,-3.85%,-2.86%,-23.19%,-14.87%,-6.47%,-9.18%,25.18%
Receivables,223.47,243.07,242.24,255.86,262.62,261.07,279.43,279.16,266.19,263.25,268.18,313.21,293.87,295.09,291.92,291.09,290.92,297.38,295.35,325.69,321.48,320.47,322.03,354.67,338.66,304.87,296.18,346.67,374.4,382.9,340.54,419.28,414.22,455.76,469.98,485.28,485.62,439.52,454.83,513.18
Inventory,20.71,23.14,24.47,27.58,29.34,30.03,33.72,33.57,35.18,33.81,34.05,33.68,32.55,31.05,29.83,29.11,29.51,31.32,30.57,31.56,33.46,36.01,34.4,32.38,30.94,28.83,27.9,26.46,24.57,22.65,22.06,20.8,27.88,43.79,68.37,59.2,50.75,46.1,35.87,35.84
Other Current Assets,82.48,67.55,86.76,89.31,93.69,96.71,100.65,103.9,117.61,100.2,104.18,106.76,103.8,105.52,67.54,56.06,62.13,55.85,52.33,129.79,138.74,161.94,182.87,188.2,217.99,238.16,259.51,283.34,293.4,293.25,337.9,388.94,405.6,451.04,489.31,510.28,533.55,537.56,554.74,586.88
Total Current Assets,950.42,945.12,998.85,"1,027","1,052","1,186","1,188","1,208","1,194","1,208","1,289","1,427","1,445","1,446","1,406","1,381","1,407","1,469","1,418","1,620","1,807","1,505","1,512","1,737","1,409","1,665","1,793","2,030","1,336","1,467","1,611","1,688","1,735","1,689","1,912","1,715","1,825","1,714","1,849","1,962"
"Property, Plant & Equipment",61.61,62.65,66.79,66.64,68.75,83.51,95.91,99.95,107.55,115.14,123.25,128.67,126.71,125.14,122.42,117.31,117.39,126.11,145.04,179.22,208.22,226,223.43,533.24,559.44,545.05,529.92,501.69,467.99,449.94,436.1,422.7,406.32,389.37,395.66,391.66,386.06,375.34,365.89,359.29
Long-Term Investments,541.17,508.58,482.92,512.54,467.7,361.67,397.66,383.48,319.29,313.49,276.38,223,200.25,234.59,284.8,348.21,350.24,329.41,411.18,413.69,301.36,161.62,358.4,312.04,204.97,112.93,102.94,88.75,19.08,95.22,132.78,76.99,34.91,19.11,9.54,7.81,4.74,5.89,5.07,6.17
Goodwill and Intangibles,517.61,556.96,556.96,556.96,556.96,556.96,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,555.97,"1,065","1,065","1,065","1,865","1,859","1,859","1,864","2,210","2,210","2,217","2,260","2,260","2,260","2,259","2,259","2,289","2,289","2,289","2,289"
Other Long-Term Assets,95.39,102.17,79.44,73.44,75.75,74.71,74.62,68.56,65.36,61.23,61.93,61.97,60.15,56.98,107.08,91.44,86.32,80.53,75.63,123.38,117.23,219.37,231.48,227.23,402.84,390.98,392.62,415.19,486.84,563.61,600.75,638.84,641.16,663.93,699.49,712.31,718.64,735.46,739.92,732.97
Total Long-Term Assets,"1,216","1,230","1,186","1,210","1,169","1,077","1,124","1,108","1,048","1,046","1,018",969.6,943.07,972.67,"1,070","1,113","1,110","1,092","1,188","1,272","1,183","1,672","1,879","2,138","3,032","2,908","2,884","2,870","3,184","3,318","3,386","3,399","3,342","3,332","3,364","3,371","3,398","3,405","3,400","3,387"
Total Assets,"2,166","2,175","2,185","2,236","2,221","2,262","2,312","2,316","2,242","2,254","2,306","2,397","2,388","2,419","2,476","2,494","2,517","2,561","2,605","2,892","2,990","3,177","3,390","3,875","4,441","4,573","4,678","4,899","4,519","4,785","4,997","5,087","5,077","5,021","5,276","5,086","5,223","5,119","5,248","5,349"
Accounts Payable,40.37,36.4,43.77,41.22,34.68,48.99,50.81,37.56,37.24,37.45,34.12,49.93,47.29,44.54,50.76,46.75,40.27,44.65,57.76,66.86,68.16,55.63,62.63,52.41,56.2,54.39,64.47,57.54,53.57,49.37,62.1,58.25,69.13,73.42,113.18,71.76,69.95,65.5,63.32,60.08
Deferred Revenue,587.73,617.44,636.75,680.27,720.59,742.55,783.31,837.55,842.66,856.17,870.24,914.25,929.59,943.86,964.31,991.27,"1,011","1,028","1,015","1,150","1,161","1,167","1,198","1,238","1,281","1,275","1,273","1,359","1,367","1,441","1,490","1,576","1,600","1,637","1,692","1,760","1,796","1,791","1,775","1,830"
Current Debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,19.28,19.28,19.28,19.28,19.28,19.28,19.28,359.41,354.59,349.77,0,0,0,0,0
