,2014-02-23,2014-05-25,2014-08-24,2014-11-23,2015-02-22,2015-05-31,2015-08-30,2015-11-29,2016-02-28,2016-05-29,2016-08-28,2016-11-27,2017-02-26,2017-05-28,2017-08-27,2017-11-26,2018-02-25,2018-05-27,2018-08-26,2018-11-25,2019-02-24,2019-05-26,2019-08-25,2019-11-24,2020-02-23,2020-05-31,2020-08-30,2020-11-29,2021-02-28,2021-05-30,2021-08-29,2021-11-28,2022-02-27,2022-05-29,2022-08-28,2022-11-27,2023-02-26,2023-05-28,2023-08-27,2023-11-26,Current
Market Capitalization,"30,921","33,066","32,285","31,304","32,282","33,470","34,206","34,911","35,007","37,370","42,311","36,843","35,595","33,024","31,752","30,491","30,148","24,312","27,283","25,858","27,797","31,622","32,283","31,846","32,612","38,211","38,660","36,760","33,635","38,343","35,054","38,013","41,012","42,089","45,575","49,246","47,546","49,444","40,009","37,888","36,402"
Market Cap Growth,4.71%,4.72%,1.12%,-1.53%,4.40%,1.22%,5.95%,11.52%,8.44%,11.65%,23.69%,5.53%,1.68%,-11.63%,-24.96%,-17.24%,-15.30%,-26.38%,-14.07%,-15.19%,-7.80%,30.07%,18.33%,23.15%,17.32%,20.84%,19.75%,15.43%,3.14%,0.34%,-9.33%,3.41%,21.93%,9.77%,30.01%,29.55%,15.93%,17.47%,-12.21%,-23.06%,-
Enterprise Value,"39,002","40,984","40,764","40,945","41,789","42,328","43,189","43,085","42,993","45,037","50,417","45,505","44,419","41,740","41,019","39,256","38,820","39,731","42,464","40,581","42,271","45,662","46,086","45,121","45,633","50,073","50,484","48,141","44,732","49,450","47,297","49,665","52,437","53,140","56,543","60,342","58,515","60,564","51,800","49,945","48,459"
PE Ratio,17.31,18.12,18.88,20.78,22.43,27.41,26.26,23.49,23.27,22.02,25.19,22.57,21.86,19.92,19.21,19.03,13.80,11.41,12.88,12.73,18.09,18.04,17.16,15.03,15.34,17.52,16.81,15.27,13.20,16.39,15.06,17.00,17.82,15.55,15.71,16.93,16.97,19.06,16.35,15.55,15.60
PS Ratio,1.71,1.85,1.81,1.77,1.83,1.90,1.95,2.02,2.07,2.26,2.60,2.31,2.26,2.11,2.05,1.96,1.93,1.55,1.70,1.59,1.68,1.88,1.93,1.90,1.95,2.17,2.15,2.01,1.81,2.12,1.92,2.04,2.20,2.22,2.38,2.54,2.38,2.46,1.97,1.88,1.80
PB Ratio,4.90,5.06,5.21,5.52,5.93,6.70,6.91,7.28,7.16,7.58,8.62,8.81,8.76,7.63,8.13,7.21,6.07,3.96,4.38,3.89,4.01,4.48,4.37,4.13,4.31,4.74,4.58,4.30,3.78,4.05,3.62,3.99,4.18,3.99,4.31,4.87,4.65,4.73,3.90,4.04,3.88
P/FCF Ratio,16.33,17.55,17.89,18.53,19.65,18.18,17.59,16.17,16.21,18.32,21.45,19.03,19.40,19.03,15.94,13.36,13.17,10.95,12.18,12.51,12.92,13.85,14.09,13.11,13.02,11.88,12.15,11.78,10.55,15.62,15.55,15.03,16.60,15.30,16.38,20.10,18.66,23.65,19.72,16.35,15.70
P/OCF Ratio,12.35,13.01,12.97,13.07,13.57,13.16,12.94,12.31,12.31,13.52,15.65,13.71,13.90,13.67,12.05,10.50,10.43,8.56,9.55,9.68,10.17,11.27,11.65,11.11,11.10,10.39,10.48,10.08,9.03,12.85,12.66,12.45,13.66,12.69,13.67,16.31,15.26,17.79,14.45,12.33,11.84
Debt / Equity Ratio,1.42,1.34,1.50,1.86,1.89,1.84,1.91,1.84,1.79,1.71,1.81,2.27,2.39,2.19,2.58,2.30,1.94,2.58,2.51,2.29,2.17,2.05,1.94,1.79,1.80,1.68,1.61,1.63,1.56,1.33,1.34,1.33,1.25,1.10,1.09,1.16,1.13,1.12,1.20,1.35,1.35
Quick Ratio,0.53,0.43,0.43,0.43,0.35,0.35,0.37,0.42,0.41,0.42,0.42,0.35,0.41,0.41,0.40,0.46,0.39,0.28,0.30,0.31,0.30,0.30,0.32,0.32,0.35,0.44,0.45,0.52,0.47,0.38,0.30,0.36,0.38,0.28,0.27,0.27,0.25,0.30,0.32,0.30,0.30
Current Ratio,0.97,0.81,0.81,0.82,0.67,0.75,0.81,0.82,0.76,0.79,0.80,0.66,0.72,0.76,0.74,0.81,0.69,0.56,0.58,0.58,0.56,0.59,0.62,0.61,0.64,0.68,0.70,0.76,0.69,0.70,0.78,0.85,0.74,0.64,0.60,0.58,0.54,0.69,0.72,0.64,0.64
Interest Coverage,9.10,8.66,7.34,7.46,6.75,5.41,9.30,12.40,7.73,7.03,8.92,10.39,7.08,8.98,8.92,9.88,6.70,4.22,4.77,4.39,5.15,6.01,5.95,7.17,6.21,7.45,8.29,9.73,8.15,6.10,9.30,9.17,10.06,10.16,12.81,9.23,7.73,8.22,8.24,7.21,7.84
Return on Capital (ROIC),Upgrade,12.83%,13.01%,12.09%,10.35%,10.35%,9.87%,10.29%,11.29%,11.30%,13.42%,12.90%,13.59%,13.54%,12.97%,12.63%,12.21%,16.04%,10.80%,11.05%,10.82%,8.45%,9.76%,10.24%,11.34%,11.43%,11.21%,11.37%,11.49%,11.96%,11.22%,10.91%,10.73%,10.96%,12.89%,13.78%,14.01%,13.69%,12.54%,11.80%,12.15%
Dividend Yield,3.00%,2.90%,3.00%,3.10%,3.10%,3.00%,3.00%,3.00%,3.00%,2.80%,2.60%,3.00%,3.10%,3.30%,3.50%,3.60%,3.70%,4.60%,4.30%,4.50%,4.20%,3.70%,3.70%,3.70%,3.60%,3.10%,3.10%,3.30%,3.60%,3.20%,3.50%,3.30%,3.00%,2.90%,2.70%,2.50%,2.60%,2.60%,3.20%,3.50%,3.68%
Payout Ratio,57.60%,62.10%,73.20%,70.70%,71.90%,141.90%,62.00%,50.00%,72.10%,73.00%,70.60%,58.50%,77.40%,68.60%,70.00%,65.30%,29.90%,83.10%,74.20%,86.00%,66.20%,51.60%,57.00%,51.00%,65.30%,47.60%,47.10%,45.50%,52.60%,75.00%,49.50%,52.00%,46.80%,37.50%,39.40%,53.50%,57.40%,51.90%,51.30%,57.30%,57.42%
Buyback Yield / Dilution,3.41%,4.68%,4.42%,4.81%,3.33%,2.99%,2.25%,1.00%,1.72%,0.28%,0.29%,1.05%,2.25%,3.07%,3.34%,3.90%,1.89%,1.04%,-2.82%,-4.91%,-4.87%,-5.02%,-1.45%,-1.37%,-1.35%,-1.23%,-1.31%,-1.15%,-1.09%,-0.63%,0.44%,0.92%,1.35%,1.27%,1.66%,2.01%,2.25%,2.47%,2.01%,2.06%,2.06%
Total Shareholder Return,6.41%,7.58%,7.42%,7.91%,6.43%,5.99%,5.25%,4.00%,4.72%,3.08%,2.89%,4.05%,5.35%,6.37%,6.84%,7.50%,5.59%,5.64%,1.48%,-0.41%,-0.67%,-1.32%,2.25%,2.33%,2.25%,1.87%,1.79%,2.15%,2.51%,2.57%,3.94%,4.22%,4.35%,4.17%,4.36%,4.51%,4.85%,5.07%,5.21%,5.56%,5.75%
