,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"13,261","14,284","12,292","13,876","13,437","13,589","15,119","10,466","9,513","7,308","5,623","5,676","7,338","6,841","6,529","8,199","9,933","8,825","10,390","12,796","9,968","9,343","10,286","10,775","10,383","5,875","6,036","6,569","8,303","9,752","11,087","11,996","15,147","21,498","17,849","19,269","16,750","14,223","13,509","16,496","14,845"
Market Cap Growth,3.78%,20.67%,22.13%,14.85%,1.33%,-4.86%,22.99%,-24.57%,-29.20%,-46.22%,-62.81%,-45.77%,-22.86%,-6.39%,16.12%,44.46%,35.37%,28.99%,59.14%,56.06%,0.35%,5.86%,-1.00%,-15.79%,4.17%,-37.11%,-41.32%,-39.03%,-20.03%,65.99%,83.69%,82.61%,82.42%,120.45%,60.98%,60.63%,10.59%,-33.84%,-24.31%,-14.39%,-
Enterprise Value,"14,648","15,346","14,690","15,817","16,033","16,403","18,901","15,116","14,820","10,158","9,155","9,662","11,952","11,309","10,311","11,993","13,790","12,582","14,357","16,471","13,984","13,660","14,415","14,727","14,336","9,871","9,715","10,264","11,843","12,915","14,256","14,972","17,235","22,583","18,677","20,323","17,652","14,650","13,534","16,489","16,045"
PE Ratio,10.18,5.04,9.83,26.50,14.10,14.73,10.74,28.78,89.74,70.27,29.91,-47.30,-5.73,-74.36,544.06,-23.56,5.34,35.02,17.55,106.63,50.86,25.95,9.09,41.44,47.20,21.60,7.94,-58.65,23.86,16.15,11.27,-16.21,5.37,6.09,3.83,11.00,4.87,6.35,6.41,25.15,9.91
PS Ratio,2.52,2.84,2.53,2.93,2.94,3.09,3.43,2.43,2.18,1.75,1.43,1.54,1.97,1.85,1.67,1.99,2.45,2.09,2.36,2.89,2.23,2.00,2.20,2.35,2.28,1.38,1.48,1.59,1.98,2.13,2.17,1.83,1.81,2.12,1.61,1.72,1.62,1.63,1.76,2.49,2.24
PB Ratio,2.61,2.89,2.74,3.09,3.19,3.35,3.67,2.55,2.36,1.81,1.41,1.47,2.19,2.09,2.00,2.59,2.78,2.46,2.92,3.72,3.37,3.16,3.35,3.62,3.58,2.15,2.10,2.32,2.84,3.22,3.42,4.08,4.72,5.37,3.89,4.34,3.32,2.61,2.33,2.88,1.77
P/FCF Ratio,27.93,41.10,-49.33,-34.70,-20.01,-16.92,-14.77,-8.27,-5.66,-4.39,-3.17,-3.56,-7.32,20.06,8.76,7.08,8.95,14.49,10.27,11.90,9.17,8.05,10.12,9.80,9.45,5.06,6.50,7.12,6.90,11.50,9.33,5.11,4.79,5.42,4.16,5.68,5.67,5.18,5.59,7.31,6.57
P/OCF Ratio,8.62,9.83,10.12,9.85,11.30,10.05,11.60,8.70,9.34,6.35,7.77,9.20,11.70,5.04,4.58,5.03,6.38,8.47,7.05,8.55,6.55,5.87,7.06,7.16,6.96,3.84,4.86,5.34,5.47,8.00,6.59,4.18,4.11,4.83,3.76,5.00,4.91,4.40,4.72,5.98,5.38
Debt / Equity Ratio,0.62,1.00,1.04,1.02,1.22,1.15,1.12,1.36,1.39,1.37,1.39,1.44,1.73,1.76,1.77,1.83,1.31,1.31,1.33,1.37,1.59,1.69,1.63,1.67,1.46,1.74,1.48,1.50,1.45,1.31,1.22,1.27,1.16,0.93,0.70,0.73,0.64,0.60,0.56,0.57,0.57
Quick Ratio,2.34,2.61,3.40,2.68,2.23,1.48,1.33,0.94,0.46,2.32,2.91,1.82,2.04,1.83,1.58,1.46,1.97,1.89,2.21,1.64,1.30,1.13,1.12,1.07,0.80,0.81,1.32,1.16,1.05,1.21,1.83,1.13,1.48,1.48,2.82,2.11,2.92,3.84,5.80,3.96,3.96
Current Ratio,3.18,3.42,4.73,3.18,2.67,1.81,1.81,1.39,0.93,2.77,4.36,3.03,3.87,3.29,1.86,1.71,2.53,2.65,2.80,2.03,1.81,1.71,1.43,1.34,1.46,1.20,1.85,1.72,1.51,1.67,2.44,1.79,1.81,1.72,3.41,2.66,3.69,4.46,6.55,4.52,4.52
Asset Turnover,Upgrade,0.12,0.09,0.13,0.08,0.11,0.08,0.12,0.07,0.09,0.06,0.07,0.04,0.06,0.07,0.08,0.06,0.08,0.07,0.10,0.08,0.09,0.08,0.12,0.08,0.09,0.08,0.10,0.07,0.09,0.09,0.13,0.12,0.21,0.21,0.25,0.17,0.20,0.15,0.13,0.09
Interest Coverage,14.19,29.25,10.48,5.31,10.19,10.83,23.70,1.93,3.43,2.55,3.90,-3.26,-1.43,0.71,1.34,-0.48,1.41,2.68,4.49,2.31,3.20,2.75,8.05,2.98,3.18,3.34,5.71,0.83,4.11,5.15,10.23,-2.11,25.66,6.88,21.68,16.30,-44.85,20.65,20.39,6.26,6.26
Return on Equity (ROE),Upgrade,35.73%,35.27%,32.86%,33.03%,22.46%,23.12%,22.17%,17.34%,12.25%,4.78%,1.80%,-8.27%,-9.94%,-11.31%,-13.48%,10.00%,12.35%,16.56%,20.55%,9.80%,10.73%,14.74%,16.34%,17.02%,17.27%,13.16%,10.08%,10.85%,13.21%,14.05%,10.18%,28.60%,41.20%,55.96%,71.80%,66.24%,55.44%,41.09%,36.89%,18.21%
Return on Assets (ROA),Upgrade,14.16%,13.99%,12.67%,12.26%,7.94%,8.65%,7.08%,5.49%,3.18%,1.21%,0.44%,-1.83%,-2.15%,-2.48%,-2.87%,2.66%,3.28%,4.54%,5.37%,2.29%,2.45%,3.51%,3.77%,4.05%,3.79%,3.16%,2.39%,2.64%,3.33%,3.80%,2.54%,7.41%,11.96%,19.13%,24.03%,25.13%,22.56%,17.62%,15.59%,10.61%
Return on Capital (ROIC),Upgrade,20.02%,19.03%,17.85%,17.40%,11.93%,12.57%,9.74%,7.52%,5.78%,2.58%,1.42%,-0.18%,-0.36%,-0.61%,0.07%,2.55%,3.48%,5.07%,7.06%,7.85%,8.10%,9.75%,10.44%,11.94%,10.75%,9.65%,7.99%,7.98%,9.52%,10.81%,9.60%,19.87%,30.53%,43.67%,53.06%,50.27%,41.54%,31.09%,27.35%,12.77%
