,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"1,133","1,473",921.4,"1,217",953.6,"1,312",927.4,"1,116","1,004","1,134",680,867,"1,037","1,124",870,"1,099",957,"1,300","1,040","1,132","1,001","1,502","1,038","1,049",971,"1,204",847,"1,102","1,048","1,588","1,362","2,540","2,868","3,389","2,321","2,608","2,012","1,775","1,273","1,571"
Revenue Growth (YoY),-15.26%,-14.12%,-16.01%,-8.28%,-15.80%,-10.95%,0.65%,-8.28%,5.29%,-13.53%,-26.68%,-22.30%,3.29%,-0.88%,27.94%,26.76%,-7.71%,15.66%,19.54%,3.00%,4.60%,15.54%,-0.19%,-7.33%,-3.00%,-19.84%,-18.40%,5.05%,7.93%,31.89%,60.80%,130.49%,173.66%,113.41%,70.41%,2.68%,-29.85%,-47.62%,-45.15%,-39.76%
Cost of Revenue,689.8,882.4,620.3,772.2,537.8,625.6,762.4,835.4,787,607,678,773,931,952,861,956,767,988,867,890,781,"1,003",810,822,767,870,764,922,759,"1,085",922,"1,385","1,170","1,398","1,405","1,352","1,149",971,896,"1,070"
Gross Profit,442.8,590.3,301.1,444.3,415.8,685.9,165,280.4,217,527,2,94,106,172,9,143,190,312,173,242,220,499,228,227,204,334,83,180,289,503,440,"1,155","1,698","1,991",916,"1,256",863,804,377,501
Selling & Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0,14,0,0,0,0
General & Administrative,41.7,39.5,38.2,32.5,40.1,37.9,41.6,50.2,45,52,44,33,46,49,45,52,57,53,53,51,58,62,56,63,0,51,49,52,0,60,52,112,0,73,0,73,0,71,0,0
Other Operating Expenses,0.1,-0.7,0.1,-1.4,18.2,-0.5,-4.2,0.8,2,63,-1,1,6,10,0,2,1,3,2,3,1,2,4,64,6,3,-1,-1,0,-2,19,-1,2,6,25,-23,-35,2,3,0
Operating Expenses,35.9,61.1,63.9,44.3,58.3,60.3,74.7,68.8,106,115,101,60,52,59,43,56,36,56,42,53,62,25,26,53,60,57,45,27,53,64,57,10,66,79,91,64,39,74,81,76
Operating Income,"1,170",531.3,246.6,418.8,367.2,630.3,58.5,137.1,97,238,-101,-100,57,107,-39,104,161,274,136,195,165,475,188,175,147,280,40,156,247,450,-97,"1,129","1,658","1,778",750,"1,211",826,734,244,4
Interest Income,0.2,0.3,0.2,0.2,0.4,0.2,0.6,0.4,1,1,2,1,1,2,5,4,3,2,4,4,4,4,4,8,1,17,0,14,0,0,0,1,36,8,12,34,30,40,45,-43
Interest Expense,40,50.7,46.4,41.1,33.9,26.6,30.3,40,38,61,31,70,80,80,81,74,60,61,59,61,60,59,63,55,44,49,48,38,48,44,46,44,241,82,46,-27,40,36,39,35
Other Expense / Income,8.3,11.1,-1,7.5,-9.6,51.3,-82.2,8.7,19,36,31,198,14,21,19,89,24,23,39,43,27,35,45,60,23,25,33,47,30,75,88,155,169,182,123,167,87,77,63,-432
