,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,543","11,130","11,428","12,539","16,192","17,262","21,672","25,025","19,658","23,298","24,091"
Market Cap Growth,14.56%,5.57%,2.68%,9.72%,29.14%,6.60%,25.55%,15.47%,-21.45%,18.51%,-
Enterprise Value,"11,206","11,850","12,360","14,634","17,983","19,169","23,653","27,348","22,061","25,359","26,153"
PE Ratio,25.47,27.12,24.90,16.87,28.48,28.03,27.58,30.24,47.50,30.83,32.06
PS Ratio,3.20,3.28,3.27,3.32,3.91,3.96,4.43,4.82,3.66,3.97,4.11
PB Ratio,5.02,5.50,5.78,5.65,6.60,6.47,7.18,7.74,5.63,6.04,6.25
P/FCF Ratio,22.44,20.45,18.87,19.70,23.03,21.83,24.12,28.60,27.83,28.87,29.85
P/OCF Ratio,19.51,18.36,17.44,18.40,21.21,19.97,21.88,25.18,22.21,22.61,23.38
EV/Sales Ratio,3.40,3.49,3.54,3.88,4.34,4.40,4.83,5.27,4.10,4.32,4.46
EV/EBITDA Ratio,15.07,15.45,14.69,16.81,19.13,18.73,19.32,20.95,26.52,19.45,20.06
EV/EBIT Ratio,17.18,17.80,16.85,19.64,22.51,22.62,22.86,25.18,36.00,23.52,24.25
EV/FCF Ratio,23.85,21.77,20.41,22.99,25.57,24.24,26.33,31.25,31.23,31.42,32.40
Debt / Equity Ratio,0.52,0.52,0.57,1.07,0.86,0.77,0.72,0.79,0.77,0.62,0.62
Debt / EBITDA Ratio,1.46,1.37,1.33,2.73,2.24,2.02,1.77,1.96,3.21,1.85,1.85
Debt / FCF Ratio,2.31,1.93,1.85,3.73,3.00,2.61,2.41,2.93,3.78,2.98,2.98
Quick Ratio,0.82,0.69,0.47,0.67,0.50,0.47,0.42,0.31,0.58,0.61,0.61
Current Ratio,1.13,1.04,0.76,1.07,0.81,0.88,0.80,0.59,1.18,1.08,1.08
Asset Turnover,0.79,0.80,0.81,0.72,0.69,0.67,0.68,0.69,0.65,0.69,0.69
Interest Coverage,23.81,21.83,26.48,14.17,10.06,11.51,16.96,19.93,6.84,9.72,9.72
Return on Equity (ROE),19.90%,20.60%,22.90%,37.40%,24.80%,23.80%,26.10%,24.80%,11.70%,19.50%,19.50%
Return on Assets (ROA),9.90%,9.60%,10.70%,14.10%,9.50%,9.50%,10.90%,11.00%,5.00%,8.90%,8.90%
Return on Capital (ROIC),13.32%,14.17%,15.20%,17.12%,13.72%,14.14%,16.03%,14.93%,7.67%,13.19%,13.19%
Earnings Yield,3.93%,3.69%,4.02%,5.93%,3.51%,3.57%,3.63%,3.31%,2.11%,3.24%,3.14%
FCF Yield,4.46%,4.89%,5.30%,5.08%,4.34%,4.58%,4.15%,3.50%,3.59%,3.46%,3.35%
Dividend Yield,1.60%,1.60%,1.60%,1.50%,1.30%,1.30%,1.10%,1.00%,1.30%,1.20%,1.16%
Payout Ratio,40.50%,42.70%,39.90%,25.60%,37.50%,36.40%,30.20%,29.90%,61.80%,35.30%,37.21%
Buyback Yield / Dilution,2.62%,2.84%,1.91%,2.29%,2.11%,-0.56%,-0.04%,1.03%,1.32%,-0.53%,-0.53%
Total Shareholder Return,4.22%,4.44%,3.51%,3.79%,3.41%,0.74%,1.06%,2.03%,2.62%,0.67%,0.63%
