,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"16,208","20,952","19,576","22,199","26,061","26,309","29,863","29,491","33,743","30,571","29,794"
Market Cap Growth,4.69%,29.27%,-6.57%,13.40%,17.40%,0.95%,13.51%,-1.25%,14.42%,-9.40%,-
Enterprise Value,"24,418","29,648","29,114","33,559","39,358","41,610","46,212","46,443","52,700","50,545","49,644"
PE Ratio,13.04,13.80,11.66,25.03,16.56,18.30,17.64,15.48,-52.07,29.65,10.66
PS Ratio,1.63,1.93,1.88,2.48,2.87,2.71,2.96,3.07,3.47,3.12,2.53
PB Ratio,1.40,1.72,1.50,1.69,1.88,1.83,1.98,1.85,2.34,2.23,1.96
P/FCF Ratio,46.71,61.62,349.57,-25.05,-28.02,-27.18,105.52,61.44,-81.50,57.36,39.10
P/OCF Ratio,5.13,6.63,5.00,6.70,7.99,9.03,8.84,9.51,19.44,20.34,7.64
EV/Sales Ratio,2.45,2.72,2.80,3.74,4.33,4.29,4.59,4.84,5.42,5.16,4.22
EV/EBITDA Ratio,6.72,7.28,6.79,10.62,10.80,11.93,12.27,11.09,75.50,18.51,9.46
EV/EBIT Ratio,9.94,10.42,9.47,19.94,23.72,17.85,18.35,16.01,-101.74,31.01,12.03
EV/FCF Ratio,70.37,87.20,519.89,-37.88,-42.32,-42.99,163.29,96.76,-127.29,94.83,65.15
Debt / Equity Ratio,0.75,0.75,0.76,0.90,0.98,1.08,1.09,1.09,1.37,1.49,1.31
Debt / EBITDA Ratio,2.39,2.23,2.32,3.73,3.73,4.44,4.38,4.18,28.33,7.49,3.79
Debt / FCF Ratio,25.08,26.76,177.36,-13.30,-14.63,-15.99,58.29,36.45,-47.77,38.35,26.12
Quick Ratio,0.65,0.56,0.46,0.56,0.47,0.38,0.34,0.40,0.41,0.41,0.32
Current Ratio,1.18,1.18,0.98,0.99,0.80,0.71,0.64,0.66,0.88,0.64,0.63
Asset Turnover,0.31,0.32,0.28,0.23,0.22,0.22,0.22,0.20,0.20,0.20,0.24
Interest Coverage,6.11,7.31,7.82,4.37,4.24,4.90,4.43,4.84,-0.91,2.60,5.67
Return on Equity (ROE),11.10%,12.70%,13.10%,6.70%,11.90%,10.10%,11.40%,12.20%,-4.30%,7.60%,19.10%
Return on Assets (ROA),3.90%,4.40%,4.60%,2.30%,3.80%,3.30%,3.60%,3.90%,-1.30%,2.10%,5.70%
Return on Capital (ROIC),6.85%,7.62%,8.07%,4.38%,6.46%,5.97%,5.34%,5.61%,-2.50%,4.16%,9.32%
Earnings Yield,7.67%,7.25%,8.58%,4.00%,6.04%,5.47%,5.67%,6.46%,-1.92%,3.37%,9.41%
FCF Yield,2.14%,1.62%,0.29%,-3.99%,-3.57%,-3.68%,0.95%,1.63%,-1.23%,1.74%,2.56%
Dividend Yield,4.50%,3.60%,4.00%,3.70%,3.30%,3.50%,3.20%,3.40%,3.10%,3.50%,4.01%
Payout Ratio,58.50%,49.30%,47.00%,93.20%,55.10%,63.20%,56.10%,51.90%,-158.10%,104.30%,42.78%
Buyback Yield / Dilution,-0.20%,-,0.20%,-,0.20%,0.20%,-,-,0.59%,0.60%,-0.20%
Total Shareholder Return,4.30%,3.60%,4.20%,3.70%,3.50%,3.70%,3.20%,3.40%,3.69%,4.10%,3.81%
