,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"25,599","26,892","25,626","27,204","27,317","28,359","24,891","25,401","28,379","29,416","30,091","29,623","31,429","34,886","37,343","33,674","34,872","33,744","37,783","35,235","42,007","46,951","45,857","48,886","38,487","44,818","47,985","48,423","52,258","54,199","64,413","65,913","70,108","57,523","56,494","62,279","64,981","70,662","65,784","58,291","62,315"
Market Cap Growth,31.63%,31.16%,11.61%,5.96%,6.71%,5.46%,-2.87%,-6.63%,3.89%,3.73%,20.89%,16.62%,10.75%,18.59%,24.10%,13.67%,10.95%,-3.27%,1.18%,4.64%,20.46%,39.14%,21.37%,38.74%,-8.38%,-4.54%,4.64%,-0.95%,35.78%,20.93%,34.23%,36.12%,34.16%,6.13%,-12.29%,-5.51%,-7.31%,22.84%,16.45%,-6.40%,-
Enterprise Value,"30,007","32,619","30,935","32,412","32,787","34,220","30,773","30,754","34,679","35,136","35,937","35,397","37,408","40,265","42,706","38,884","40,531","39,867","43,862","40,823","49,092","55,176","53,745","56,379","47,092","53,313","56,093","56,165","59,834","61,517","73,289","75,533","80,782","68,115","68,201","73,052","75,895","81,712","76,867","69,353","73,008"
PE Ratio,19.69,22.12,20.73,14.82,20.82,39.83,21.09,10.87,22.52,27.04,24.50,14.75,27.00,11.34,50.46,-443.08,14.68,175.75,64.26,25.53,15.94,42.37,51.64,32.68,12.46,28.15,43.62,23.10,14.31,35.75,-17.89,19.09,17.13,28.70,34.62,23.70,15.47,31.55,36.07,29.26,24.94
PS Ratio,2.16,2.27,2.14,2.26,2.29,2.40,2.13,2.17,2.44,2.54,2.60,2.55,2.80,3.22,3.59,3.37,3.26,3.10,3.46,3.27,3.88,4.32,4.21,4.44,3.47,4.08,4.37,4.38,4.60,4.61,5.33,5.41,5.68,4.63,4.55,4.99,5.12,5.49,5.01,4.36,4.66
PB Ratio,3.22,3.49,3.55,4.14,4.29,4.43,4.23,4.16,5.37,5.35,5.54,5.41,5.46,6.36,7.22,7.35,6.58,7.42,8.87,8.49,8.80,12.24,13.13,14.48,12.14,12.45,13.55,13.85,12.27,12.15,29.16,62.12,59.57,84.10,-72.15,-117.73,-928.30,1087.11,-112.26,-70.57,-70.57
P/FCF Ratio,19.05,19.82,19.74,19.63,17.90,20.39,16.25,14.78,15.21,13.64,13.73,14.08,15.05,18.74,36.97,61.11,79.25,77.57,33.77,24.37,30.71,33.56,27.86,30.36,20.56,18.04,19.06,18.33,18.05,19.45,34.13,32.23,35.90,31.38,19.17,20.60,22.03,23.99,22.35,-,31.62
P/OCF Ratio,16.33,17.03,16.73,16.57,15.27,16.94,13.57,12.64,13.22,12.22,12.49,12.74,13.71,16.92,31.02,45.88,55.00,52.15,27.86,20.90,25.93,28.73,24.47,26.64,18.34,16.64,17.81,17.40,17.38,18.63,32.03,30.21,33.64,29.23,18.18,19.35,20.31,21.95,20.46,-,28.66
Debt / Equity Ratio,0.60,0.80,0.79,0.85,0.92,0.97,1.07,0.94,1.28,1.12,1.16,1.13,1.11,1.10,1.18,1.30,1.18,1.45,1.54,1.50,1.61,2.30,2.43,2.45,2.93,2.57,2.52,2.47,1.97,1.88,4.29,9.58,9.57,16.57,-14.95,-21.67,-171.90,184.65,-20.29,-14.33,-14.33
Quick Ratio,0.23,0.23,0.25,0.24,0.26,0.25,0.26,0.26,0.29,0.25,0.31,0.26,0.22,0.44,0.38,0.30,0.28,0.28,0.28,0.27,0.28,0.27,0.26,0.26,0.26,0.28,0.26,0.24,0.27,0.26,0.23,0.21,0.25,0.22,0.60,0.21,0.24,0.21,0.21,0.20,0.20
