,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-10-28,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"138,331","138,999","138,371","131,873","128,306","139,623","149,522","160,228","182,568","201,519","189,173","197,891","193,489","175,703","182,272","181,007","165,916","154,012","184,212","157,302","176,463","184,906","209,406","215,850","158,258","163,120","153,875","155,298","163,700","155,832","146,288","133,256","128,234","150,262","109,727","131,760","141,303","116,017","107,919","120,648","121,336"
Market Cap Growth,-10.80%,-3.11%,1.93%,-5.73%,-7.25%,0.45%,8.06%,21.50%,42.29%,44.33%,26.52%,23.51%,5.98%,-12.81%,-3.65%,-8.53%,-14.25%,-12.35%,1.06%,-13.10%,6.36%,20.06%,13.68%,37.22%,-10.32%,-11.78%,-26.52%,-28.05%,3.44%,-4.47%,-4.93%,-14.19%,-21.67%,-3.57%,-24.99%,-1.12%,10.19%,-22.79%,-1.65%,-8.43%,-
Enterprise Value,"214,596","211,746","211,538","205,337","220,315","232,337","270,250","281,258","303,063","321,147","308,499","315,616","311,854","293,741","297,052","294,855","280,090","330,656","358,973","328,603","363,680","367,613","390,282","388,671","334,156","337,373","325,051","325,005","354,323","345,383","327,127","312,043","319,191","301,569","259,796","282,738","294,379","268,080","256,112","268,825","269,513"
PE Ratio,9.47,9.80,11.52,-8.29,10.02,11.47,12.49,10.00,12.00,14.78,14.21,20.30,13.94,11.22,15.04,2.38,8.90,7.50,9.76,8.09,10.77,12.45,14.15,22.54,8.58,31.83,13.66,-2.80,5.42,24.81,6.18,6.61,6.66,9.04,4.55,-1.42,8.36,6.46,7.72,14.13,8.66
PS Ratio,1.07,1.07,1.05,1.00,0.97,1.05,1.07,1.09,1.18,1.24,1.15,1.21,1.19,1.09,1.13,1.13,1.04,0.97,1.12,0.92,0.99,1.01,1.15,1.19,0.88,0.93,0.89,0.90,0.95,0.89,0.84,0.79,0.79,1.01,0.79,1.02,1.17,0.96,0.89,0.99,0.99
PB Ratio,1.52,1.51,1.49,1.53,1.48,1.61,1.23,1.31,1.48,1.63,1.53,1.61,1.56,1.41,1.46,1.29,1.14,0.84,1.00,0.85,0.95,1.00,1.14,1.17,0.89,0.93,0.88,0.96,0.99,0.96,0.89,0.80,0.76,1.26,0.90,1.35,1.42,1.14,1.04,1.03,1.03
P/FCF Ratio,10.65,12.61,12.24,13.01,12.90,11.18,10.16,9.62,10.60,11.45,10.97,11.10,10.86,10.50,10.46,10.42,9.81,8.48,9.87,6.89,6.84,6.28,7.21,7.38,5.81,6.28,5.50,5.66,5.56,5.42,5.69,5.24,6.25,10.19,7.99,10.63,10.27,6.36,5.46,5.90,5.93
P/OCF Ratio,3.91,4.09,4.13,4.21,4.38,4.60,4.61,4.47,4.93,5.28,4.93,5.03,4.76,4.47,4.62,4.76,4.40,3.95,4.58,3.61,3.86,3.72,4.29,4.44,3.40,3.69,3.42,3.60,3.70,3.62,3.59,3.18,3.40,4.59,3.33,4.11,4.29,3.14,2.90,3.15,3.17
Debt / Equity Ratio,0.88,0.91,0.82,0.95,1.12,1.31,1.04,1.03,1.06,1.03,1.01,1.00,1.08,1.15,1.31,1.17,1.12,1.04,1.00,0.96,1.05,1.04,1.02,1.00,1.05,1.09,1.03,1.11,1.22,1.24,1.23,1.20,1.36,1.31,1.25,1.59,1.57,1.59,1.50,1.32,1.32
Quick Ratio,0.42,0.56,0.40,0.62,0.48,0.86,0.47,0.45,0.59,0.50,0.48,0.45,0.59,0.85,1.35,0.82,0.92,0.57,0.53,0.49,0.47,0.47,0.43,0.51,0.43,0.52,0.49,0.47,0.37,0.34,0.46,0.45,0.68,0.32,0.26,0.27,0.22,0.35,0.32,0.33,0.33
Current Ratio,0.60,0.76,0.65,0.86,0.73,1.07,0.73,0.75,0.85,0.77,0.79,0.76,0.90,1.12,1.60,0.97,1.11,0.81,0.81,0.80,0.72,0.71,0.74,0.80,0.76,0.81,0.84,0.82,0.82,0.77,0.70,0.70,0.93,0.72,0.62,0.59,0.51,0.68,0.69,0.71,0.71
Asset Turnover,Upgrade,0.11,0.11,0.11,0.12,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.07,0.08
Interest Coverage,7.30,6.37,5.32,-6.48,6.07,6.13,5.17,6.59,5.91,5.21,5.24,3.48,5.31,5.25,3.80,0.19,3.50,3.20,3.54,2.92,3.38,3.49,3.79,2.60,3.71,1.73,3.11,-5.67,4.10,1.94,4.26,3.19,4.84,6.30,6.19,3.28,3.98,4.53,4.34,0,0
