,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,317","1,626","1,709","1,721","1,684","1,774","1,838","1,832","1,749","1,921","2,305","2,207","2,150","2,343","2,458","2,466","2,470","2,721","3,031","3,122","3,003","3,100","3,248","3,148","3,010","3,001","2,626","3,048","2,954","3,171","3,435","3,297","3,186","3,348","3,341","3,104","3,001","3,349","3,448","3,568"
Revenue Growth (YoY),23.30%,35.93%,36.54%,32.58%,27.91%,9.11%,7.54%,6.43%,3.85%,8.32%,25.39%,20.51%,22.96%,21.93%,6.66%,11.71%,14.86%,16.13%,23.28%,26.63%,21.58%,13.95%,7.17%,0.81%,0.24%,-3.21%,-19.14%,-3.18%,-1.85%,5.67%,30.79%,8.18%,7.85%,5.58%,-2.74%,-5.85%,-5.81%,0.03%,3.20%,14.95%
Cost of Revenue,771.02,973.89,"1,038","1,057","1,020","1,074","1,114","1,119","1,052","1,161","1,399","1,352","1,320","1,413","1,493","1,509","1,522","1,667","1,869","1,925","1,841","1,892","2,001","1,947","1,814","1,787","1,615","1,849","1,784","1,877","2,020","1,953","1,917","1,991","1,974","1,828","1,778","1,977","2,034","2,178"
Gross Profit,545.67,651.88,671.06,664.41,664.56,699.48,723.94,712.78,697.33,760.44,905.82,855.44,830.01,930.09,965.01,956.88,947.65,"1,054","1,162","1,197","1,162","1,208","1,247","1,200","1,196","1,214","1,011","1,199","1,170","1,294","1,415","1,344","1,269","1,357","1,367","1,276","1,223","1,372","1,414","1,390"
"Selling, General & Admin",272.35,321.86,333.13,340.8,344.44,344.96,355.84,366.66,363.79,370.66,434.41,430.9,"1,123",642.82,664.27,695.98,712.34,766.89,826.04,879.15,880.65,896.53,898.37,892.12,893.28,899.81,737.37,813.89,814.93,849,901,898,920,924,898,861,861,931,938,979
Other Operating Expenses,139.5,156.19,164.33,167.42,173.87,168.6,167.82,179.38,181.87,204.1,238.96,241.15,-455.01,51.58,56.17,61.8,69.67,60.51,79.04,83.32,117.02,89.33,112.71,76.84,95.97,72.22,93.18,88.65,86.96,74,70,68,69,62,65,61,69,76,69,103
Operating Expenses,411.85,478.05,497.46,508.22,518.31,513.55,523.66,546.03,545.66,574.77,673.37,672.04,668.13,694.4,720.44,757.78,782.01,827.4,905.09,962.47,997.66,985.86,"1,011",968.97,989.25,972.03,830.55,902.54,901.88,923,971,966,989,986,963,922,930,"1,007","1,007","1,082"
Operating Income,133.82,173.83,173.6,156.19,146.25,185.93,200.29,166.75,151.67,185.67,232.45,183.4,161.88,235.69,244.57,199.1,165.63,226.57,256.79,234.73,164.15,222.4,236.11,231.36,206.77,241.85,180.45,296,267.7,371,444,378,280,371,404,354,293,365,407,308
Interest Expense / Income,14.9,16.12,15.63,16.39,16.4,14.91,14.62,14.72,13.61,14.59,24.65,24.76,24.26,23.99,24.6,25.22,27.83,28.52,38.27,40.86,38.73,36.09,35.88,32.1,34.43,25.93,25.62,25.18,27.27,24,16,16,16,16,16,19,32,36,52,62
Other Expense / Income,0.35,-0.96,-1.26,0.72,1.04,3.83,1.26,-1.8,0.55,5.78,-5.25,-13.88,3.95,3.27,-6.8,-6.69,-15.73,-4.49,0.74,13.7,54.4,36.71,-6.16,-10.75,-18.26,10.37,-5.82,-1.17,-9.37,-12,15,-11,-13,-7,-159,-15,-14,-35,-35,-22
