,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"4,352","4,682","5,971","5,843","6,276","6,547","8,244","9,168","9,636","9,903"
Revenue Growth (YoY),151.56%,7.58%,27.53%,-2.14%,7.41%,4.32%,25.92%,11.21%,5.10%,2.77%
Cost of Revenue,"1,260","1,344","1,459","1,205","1,297","1,345","2,208","2,022","2,344","1,915"
Gross Profit,"3,092","3,338","4,512","4,638","4,979","5,202","6,036","7,146","7,292","7,988"
"Selling, General & Admin","1,311","1,214","1,730","1,724","1,810","1,867","2,252","2,688","2,623","3,079"
Other Operating Expenses,333,374,610,535,586,662,751,"1,009","1,031","1,215"
Operating Expenses,"1,644","1,588","2,340","2,259","2,396","2,529","3,003","3,697","3,654","4,294"
Operating Income,"1,448","1,750","2,172","2,379","2,583","2,673","3,033","3,449","3,638","3,694"
Interest Expense / Income,96,97,178,187,244,285,357,423,616,808
Other Expense / Income,-31,21,-22,-306,-149,-66,-71,"-2,661","1,266",62
Pretax Income,"1,383","1,632","2,016","2,498","2,488","2,454","2,747","5,687","1,756","2,824"
Income Tax,402,358,586,-28,500,521,658,"1,629",310,456
Net Income,981,"1,274","1,430","2,526","1,988","1,933","2,089","4,058","1,446","2,368"
Net Income Growth,286.22%,29.87%,12.24%,76.64%,-21.30%,-2.77%,8.07%,94.26%,-64.37%,63.76%
Shares Outstanding (Basic),570,556,595,589,575,561,552,562,559,564
Shares Outstanding (Diluted),573,559,599,594,579,565,555,565,561,565
Shares Change,45.06%,-2.44%,7.16%,-0.83%,-2.53%,-2.42%,-1.77%,1.80%,-0.71%,0.71%
EPS (Basic),1.72,2.29,2.40,4.29,3.46,3.44,3.79,7.22,2.59,4.20
EPS (Diluted),1.71,2.28,2.39,4.25,3.43,3.42,3.77,7.18,2.58,4.19
EPS Growth,166.36%,33.33%,4.82%,77.82%,-19.29%,-0.29%,10.23%,90.45%,-64.07%,62.40%
Free Cash Flow,"1,264","1,034","1,784","1,728","2,253","2,354","2,471","2,671","3,072","3,053"
Free Cash Flow Per Share,2.22,1.86,3.00,2.93,3.92,4.20,4.48,4.75,5.50,5.41
Dividend Per Share,0.520,0.580,0.680,0.800,0.960,1.100,1.200,1.320,1.520,1.680
Dividend Growth,300.00%,11.54%,17.24%,17.65%,20.00%,14.58%,9.09%,10.00%,15.15%,10.53%
Gross Margin,71.05%,71.29%,75.57%,79.38%,79.33%,79.46%,73.22%,77.95%,75.67%,80.66%
Operating Margin,33.27%,37.38%,36.38%,40.72%,41.16%,40.83%,36.79%,37.62%,37.75%,37.30%
Profit Margin,22.54%,27.21%,23.95%,43.23%,31.68%,29.52%,25.34%,44.26%,15.01%,23.91%
Free Cash Flow Margin,29.04%,22.08%,29.88%,29.57%,35.90%,35.96%,29.97%,29.13%,31.88%,30.83%
Effective Tax Rate,29.07%,21.94%,29.07%,-1.12%,20.10%,21.23%,23.95%,28.64%,17.65%,16.15%
EBITDA,"1,812","2,103","2,804","3,220","3,318","3,401","3,855","7,119","3,403","4,847"
EBITDA Margin,41.64%,44.92%,46.96%,55.11%,52.87%,51.95%,46.76%,77.65%,35.32%,48.94%
Depreciation & Amortization,333,374,610,535,586,662,751,"1,009","1,031","1,215"
EBIT,"1,479","1,729","2,194","2,685","2,732","2,739","3,104","6,110","2,372","3,632"
EBIT Margin,33.98%,36.93%,36.74%,45.95%,43.53%,41.84%,37.65%,66.64%,24.62%,36.68%
