,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"24,716","28,123","33,608","41,279","42,907","51,536","64,710","77,057","57,302","73,509","76,828"
Market Cap Growth,50.73%,13.79%,19.50%,22.83%,3.94%,20.11%,25.56%,19.08%,-25.64%,28.28%,-
Enterprise Value,"26,812","34,118","38,599","45,811","48,476","57,448","79,576","89,187","67,325","93,971","97,290"
PE Ratio,25.19,22.07,23.50,16.34,21.58,26.66,30.98,18.99,39.63,31.04,32.73
PS Ratio,5.68,6.01,5.63,7.07,6.84,7.87,7.85,8.40,5.95,7.42,7.76
PB Ratio,2.00,1.90,2.14,2.43,2.49,2.99,3.32,3.39,2.52,2.86,2.99
P/FCF Ratio,19.55,27.20,18.84,23.89,19.04,21.89,26.19,28.85,18.65,24.08,25.16
P/OCF Ratio,16.32,21.45,15.64,19.80,16.94,19.38,22.46,24.67,16.12,20.75,21.69
EV/Sales Ratio,6.16,7.29,6.46,7.84,7.72,8.77,9.65,9.73,6.99,9.49,9.82
EV/EBITDA Ratio,14.80,16.22,13.77,14.23,14.61,16.89,20.64,12.53,19.78,19.39,20.07
EV/EBIT Ratio,18.13,19.73,17.59,17.06,17.74,20.97,25.64,14.60,28.38,25.87,26.79
EV/FCF Ratio,21.21,33.00,21.64,26.51,21.52,24.40,32.20,33.39,21.92,30.78,31.87
Debt / Equity Ratio,0.35,0.49,0.40,0.36,0.43,0.47,0.86,0.62,0.81,0.89,0.89
Debt / EBITDA Ratio,2.36,3.48,2.27,1.89,2.24,2.38,4.37,1.99,5.40,4.73,4.73
Debt / FCF Ratio,3.38,7.07,3.57,3.53,3.30,3.44,6.82,5.31,5.98,7.50,7.50
Quick Ratio,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.02,0.06,0.05,0.05
Current Ratio,1.00,0.97,0.98,0.99,1.01,0.99,0.99,1.01,1.05,1.00,1.00
Asset Turnover,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.07,0.07
Interest Coverage,15.41,17.82,12.33,14.36,11.20,9.61,8.69,14.44,3.85,4.50,4.50
Return on Equity (ROE),7.70%,9.80%,9.30%,15.60%,11.70%,11.30%,11.50%,17.90%,6.40%,9.60%,9.60%
Return on Assets (ROA),1.50%,1.90%,1.80%,3.20%,2.30%,2.10%,1.60%,2.10%,0.70%,1.70%,1.70%
Return on Capital (ROIC),6.17%,6.18%,6.98%,10.43%,8.38%,8.30%,6.34%,6.67%,7.29%,6.37%,6.37%
Earnings Yield,3.97%,4.53%,4.25%,6.12%,4.63%,3.75%,3.23%,5.27%,2.52%,3.22%,3.08%
FCF Yield,5.11%,3.68%,5.31%,4.19%,5.25%,4.57%,3.82%,3.47%,5.36%,4.15%,3.97%
Dividend Yield,1.20%,1.10%,1.20%,1.10%,1.30%,1.20%,1.00%,1.00%,1.50%,1.30%,1.31%
Payout Ratio,30.20%,25.30%,28.30%,18.60%,27.70%,32.00%,31.70%,18.30%,58.70%,40.00%,42.96%
Buyback Yield / Dilution,-45.06%,2.44%,-7.16%,0.83%,2.53%,2.42%,1.77%,-1.80%,0.71%,-0.71%,-0.71%
Total Shareholder Return,-43.86%,3.54%,-5.96%,1.93%,3.83%,3.62%,2.77%,-0.80%,2.21%,0.59%,0.60%
