,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"4,338","4,746","4,327","8,675","10,220","6,896","7,334","7,756","12,318","17,153","19,958"
Market Cap Growth,44.10%,9.41%,-8.83%,100.50%,17.81%,-32.53%,6.36%,5.76%,58.81%,39.26%,-
Enterprise Value,"6,026","7,347","6,175","10,172","11,573","8,215","8,425","9,490","14,180","17,967","20,787"
PE Ratio,22.91,30.22,-33.20,22.70,12.57,5.48,10.93,14.08,3.83,4.44,7.86
PS Ratio,0.59,0.54,0.57,1.12,1.07,0.58,0.70,0.81,0.67,0.77,1.03
PB Ratio,1.70,1.63,1.62,2.96,3.05,1.75,1.80,1.79,1.95,2.11,2.24
P/FCF Ratio,34.61,9.19,4.61,13.25,17.79,5.86,7.77,-36.76,10.28,4.83,8.63
P/OCF Ratio,13.89,7.55,4.11,10.17,13.82,4.87,5.25,7.86,5.59,3.85,5.25
EV/Sales Ratio,0.82,0.84,0.81,1.31,1.21,0.69,0.81,0.99,0.77,0.81,1.07
EV/EBITDA Ratio,9.31,11.65,27.90,9.89,8.41,3.98,6.40,8.58,3.10,3.28,5.29
EV/EBIT Ratio,14.47,20.00,-84.23,13.89,10.75,4.70,8.46,12.16,3.35,3.53,5.93
EV/FCF Ratio,48.08,14.23,6.58,15.54,20.15,6.99,8.92,-44.97,11.84,5.06,8.99
Debt / Equity Ratio,0.83,1.02,0.97,0.81,0.71,0.60,0.67,0.71,0.49,0.38,0.35
Debt / EBITDA Ratio,3.26,4.73,11.73,2.29,1.73,1.15,2.08,2.80,0.68,0.56,0.79
Debt / FCF Ratio,16.82,5.77,2.76,3.60,4.15,2.02,2.90,-14.70,2.59,0.86,1.34
Quick Ratio,1.17,1.51,2.54,2.23,2.18,2.06,2.47,1.86,1.42,2.12,2.16
Current Ratio,2.54,3.45,4.74,4.11,4.04,3.96,4.22,3.38,3.10,3.76,3.77
Asset Turnover,1.25,1.31,1.14,1.19,1.40,1.58,1.31,1.11,1.64,1.62,1.34
Interest Coverage,3.26,2.68,-0.48,5.01,8.01,13.81,7.83,8.22,74.00,55.67,40.95
Return on Equity (ROE),7.60%,5.50%,-4.50%,13.40%,25.90%,33.10%,16.60%,13.10%,59.40%,50.40%,31.20%
Return on Assets (ROA),3.20%,2.40%,-2.00%,5.80%,12.00%,16.80%,8.40%,6.40%,28.60%,28.10%,18.40%
Return on Capital (ROIC),5.45%,3.71%,-1.38%,8.98%,16.05%,21.17%,11.20%,9.14%,35.17%,35.09%,22.03%
Earnings Yield,4.36%,3.31%,-3.01%,4.40%,7.95%,18.25%,9.15%,7.10%,26.09%,22.52%,13.34%
FCF Yield,2.89%,10.88%,21.71%,7.55%,5.62%,17.06%,12.88%,-2.72%,9.72%,20.70%,11.58%
Dividend Yield,2.30%,2.30%,3.10%,1.60%,1.40%,2.50%,2.80%,2.70%,1.70%,1.40%,1.38%
Payout Ratio,51.20%,67.60%,-102.20%,35.70%,18.30%,13.90%,31.40%,38.30%,6.60%,6.50%,10.83%
Buyback Yield / Dilution,-1.00%,-1.29%,0.03%,-1.36%,1.43%,2.72%,6.14%,3.81%,2.70%,10.64%,8.54%
Total Shareholder Return,1.30%,1.01%,3.13%,0.24%,2.83%,5.22%,8.94%,6.51%,4.40%,12.04%,9.92%
