,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,025","11,796","15,198","14,755","12,959","13,949","13,104","14,355","14,851","16,466","13,171"
Market Cap Growth,-9.46%,17.67%,28.83%,-2.91%,-12.17%,7.63%,-6.06%,9.54%,3.46%,10.87%,-
Enterprise Value,"12,087","17,842","20,518","19,987","17,599","19,758","18,491","18,926","19,288","19,747","17,053"
PE Ratio,17.74,34.20,22.07,24.91,9.68,27.12,16.81,16.38,23.51,-180.35,12409.00
PS Ratio,1.79,2.07,1.95,2.00,1.76,1.78,1.68,1.79,1.86,1.93,1.61
PB Ratio,1.99,1.67,2.17,2.15,1.64,1.75,1.60,1.77,1.82,2.26,1.86
P/FCF Ratio,17.07,23.88,12.03,17.02,14.25,17.85,13.30,11.41,20.66,22.96,15.73
P/OCF Ratio,11.71,15.96,10.40,13.93,10.64,12.22,10.44,9.17,13.07,13.79,9.25
EV/Sales Ratio,2.15,3.13,2.63,2.70,2.39,2.52,2.37,2.36,2.41,2.32,2.08
EV/EBITDA Ratio,10.20,20.51,12.99,13.69,12.15,14.57,11.12,10.51,13.18,34.41,27.72
EV/EBIT Ratio,13.01,29.59,17.86,19.19,17.00,21.72,15.21,14.03,19.20,138.28,75.79
EV/FCF Ratio,20.58,36.12,16.24,23.05,19.35,25.29,18.76,15.04,26.83,27.54,20.37
Debt / Equity Ratio,0.44,0.87,0.77,0.79,0.61,0.74,0.71,0.60,0.57,0.61,1.12
Debt / EBITDA Ratio,1.87,7.09,3.44,3.70,3.34,4.36,3.48,2.72,3.15,7.71,12.90
Debt / FCF Ratio,3.77,12.49,4.30,6.23,5.31,7.56,5.86,3.90,6.41,6.17,9.48
Quick Ratio,0.52,0.54,0.46,0.33,0.56,0.26,0.59,0.30,0.36,0.88,2.53
Current Ratio,1.74,1.94,1.30,0.90,1.50,0.69,1.24,0.68,1.03,1.44,3.20
Asset Turnover,0.62,0.51,0.48,0.47,0.48,0.46,0.46,0.48,0.50,0.54,0.51
Interest Coverage,11.70,7.55,6.72,6.39,5.95,4.37,6.43,7.62,6.24,0.94,1.60
Return on Equity (ROE),11.00%,6.10%,9.60%,8.40%,18.10%,6.40%,9.60%,10.60%,7.70%,-1.10%,-0.20%
Return on Assets (ROA),6.20%,3.10%,4.20%,3.70%,8.60%,3.00%,4.60%,5.30%,3.90%,-0.60%,-0.10%
Return on Capital (ROIC),8.44%,3.84%,6.48%,5.74%,12.76%,4.90%,6.65%,7.96%,6.01%,1.34%,-0.31%
Earnings Yield,5.64%,2.92%,4.53%,4.01%,10.33%,3.69%,5.95%,6.10%,4.25%,-0.55%,-0.10%
FCF Yield,5.86%,4.19%,8.31%,5.88%,7.02%,5.60%,7.52%,8.77%,4.84%,4.35%,6.36%
Dividend Yield,2.30%,2.20%,2.10%,2.30%,2.70%,2.70%,3.00%,2.70%,2.80%,2.60%,3.42%
Payout Ratio,41.70%,75.10%,45.90%,57.10%,26.20%,73.70%,51.00%,46.00%,66.30%,-470.90%,42400.00%
Buyback Yield / Dilution,3.33%,1.86%,-17.61%,2.71%,2.44%,-0.13%,-0.26%,3.90%,1.03%,1.68%,4.15%
Total Shareholder Return,5.63%,4.06%,-15.51%,5.01%,5.14%,2.57%,2.74%,6.60%,3.83%,4.28%,7.57%
