,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,889","5,487","6,086","6,689","6,645","5,882","5,200","4,996","5,846","5,027","5,677","7,067","7,047","7,840","9,061","10,824","12,089","12,225","13,232","10,064","12,095","12,076","13,577","15,123","15,627","19,945","21,202","22,858","28,007","29,395","33,005","41,176","34,175","28,980","27,755","31,315","37,477","40,495","44,675","44,506","46,204"
Market Cap Growth,51.44%,48.84%,53.59%,46.40%,35.91%,7.20%,-14.55%,-25.30%,-12.02%,-14.52%,9.16%,41.44%,20.53%,55.94%,59.61%,53.16%,71.54%,55.94%,46.04%,-7.02%,0.06%,-1.22%,2.60%,50.26%,29.19%,65.17%,56.16%,51.15%,79.23%,47.38%,55.67%,80.14%,22.02%,-1.41%,-15.91%,-23.95%,9.66%,39.74%,60.96%,42.12%,-
Enterprise Value,"5,029","5,666","6,262","6,810","6,681","6,015","5,374","5,119","5,965","5,235","5,855","7,162","7,094","7,901","9,078","10,792","11,974","12,130","13,100","9,919","11,860","11,892","13,300","14,765","15,315","19,572","20,926","22,557","27,755","29,011","32,765","40,814","34,012","28,884","27,638","31,229","37,370","40,520","44,549","44,132","45,831"
PE Ratio,26.64,18.57,19.53,23.93,26.57,17.18,15.41,17.29,24.25,15.44,16.58,25.79,26.78,19.91,22.14,13.72,27.64,18.70,19.07,15.78,22.68,17.34,20.68,26.25,29.33,33.74,26.26,30.10,35.12,27.26,28.79,36.92,28.50,19.26,18.39,24.17,32.87,34.63,32.92,34.47,37.61
PS Ratio,2.02,2.17,2.29,2.40,2.32,2.01,1.76,1.68,1.96,1.69,1.90,2.36,2.32,2.51,2.82,3.22,3.43,3.28,3.39,2.49,2.94,2.92,3.29,3.68,3.81,5.06,5.37,5.69,6.74,6.42,6.71,7.83,6.07,4.85,4.49,5.00,6.04,6.81,7.62,7.59,7.88
PB Ratio,3.83,4.06,4.26,4.48,4.31,3.68,3.16,2.97,3.44,2.89,3.17,3.82,3.69,3.93,4.34,4.75,5.13,4.93,5.06,3.75,4.37,4.32,4.67,4.91,5.18,6.69,6.69,6.87,8.77,8.64,9.65,11.19,9.75,8.15,7.80,8.57,10.00,10.57,11.00,10.45,10.85
P/FCF Ratio,127.91,265.63,-1960.15,278.78,63.48,70.14,76.22,54.41,148.09,76.70,40.39,47.87,45.95,38.98,48.25,70.21,57.28,51.72,50.79,32.28,35.94,29.36,28.08,29.97,30.00,29.83,32.75,32.29,34.34,47.87,48.83,62.15,48.95,33.96,27.75,34.17,46.73,62.56,78.10,55.36,57.48
P/OCF Ratio,12.64,14.50,16.22,17.08,14.30,12.67,10.70,9.02,10.64,8.49,9.59,12.50,13.87,15.32,16.67,20.18,18.99,16.92,16.06,11.18,13.51,12.88,13.96,15.37,15.92,19.21,22.97,24.50,26.95,31.78,29.49,33.96,26.47,19.06,16.62,18.51,21.81,25.65,29.91,30.58,31.75
Debt / Equity Ratio,0.14,0.15,0.13,0.10,0.10,0.09,0.11,0.08,0.07,0.13,0.11,-0.14,0.05,0.05,0.05,0.04,0.02,0.02,0.02,-0.10,0.02,0.02,0.02,-0.09,0.01,0.05,0.05,-0.03,0.03,0.03,0.03,-0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01
Quick Ratio,1.12,1.10,1.18,1.50,1.36,1.18,1.01,1.25,1.00,1.16,1.33,1.19,1.15,1.17,1.34,1.55,1.68,1.65,1.82,1.85,2.05,1.78,1.92,2.22,1.83,1.85,2.42,3.18,2.27,2.59,2.28,2.83,2.11,1.79,1.61,1.59,1.43,1.24,0.37,0.80,0.80
