,2014-03-28,2014-06-27,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2019-12-27,2020-03-27,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Revenue,481,587,718.3,805.5,762.1,810,880.8,926.8,775.1,751.7,835.4,914.3,851.7,900.8,984.6,"1,052",913.4,894.3,"1,008",972,810.4,767,827.4,896.1,766.1,736.8,956.8,"1,510","1,172","1,116","1,311","1,510","1,336","1,233","1,407","1,329","1,153","1,071","1,219","1,202"
Revenue Growth (YoY),13.12%,34.60%,50.59%,59.44%,58.44%,37.99%,22.62%,15.06%,1.71%,-7.20%,-5.15%,-1.35%,9.88%,19.84%,17.86%,15.05%,7.24%,-0.72%,2.42%,-7.60%,-11.28%,-14.23%,-17.95%,-7.81%,-5.47%,-3.94%,15.64%,68.51%,52.96%,51.52%,37.01%,0.03%,13.98%,10.41%,7.32%,-11.99%,-13.66%,-13.09%,-13.37%,-9.61%
Cost of Revenue,268.6,322.8,394.2,432.5,409.9,416.9,444.6,454.7,384.7,373.4,411,450.4,426.3,447.2,485.7,515.1,454.7,442.7,504.8,486.9,410.2,454.5,421.4,451.8,390.5,402.7,497.9,748.3,593.4,557.8,697.2,795.7,698,649.3,738.3,691.6,625.7,607.1,740.7,694.9
Gross Profit,212.4,264.2,324.1,373,352.2,393.1,436.2,472.1,390.4,378.3,424.4,463.9,425.4,453.6,498.9,536.8,458.7,451.6,503.6,485.1,400.2,312.5,406,444.3,375.6,334.1,458.9,761.7,578.4,558.6,613.7,714.7,637.6,583.3,668.6,637.7,527.4,464.1,478.1,506.6
"Selling, General & Admin",41.9,45.8,50.3,47.9,47.4,48.6,47.4,51.7,44,46.9,53.3,50.9,47.8,49.5,56.4,51.3,57.5,44.6,54.4,47.8,47.9,46.8,55.8,55.4,58.6,55,62.3,66.6,70.2,85.1,100.5,82,83,77,87.7,84.5,79,77.2,73.3,78.8
Research & Development,61.6,64.2,68,68.5,75.5,76.8,82.4,81.5,79.8,77.9,73.2,82,89.4,92,91.8,98,106.7,96.8,103,109.2,107.5,100.6,106.8,107.7,113.2,117,126.2,121.6,130.7,130.8,149.2,151.1,160.7,156.5,149.5,163.9,148.2,148,146.8,153.1
Other Operating Expenses,6.3,5.7,7.7,9.8,9.4,8.9,8.8,-80.1,8.9,14.9,6,9.1,7,7.3,4.8,4,5.1,3.9,6.1,7.2,7.2,5.5,9.5,3.9,4.3,14.6,2.8,2.8,2.8,2.9,36.5,35.7,26.6,24,43.3,22.3,26.9,8.2,4,16.4
Operating Expenses,109.8,115.7,126,126.2,132.3,134.3,138.6,53.1,132.7,139.7,132.5,142,144.2,148.8,153,153.3,169.3,145.3,163.5,164.2,162.6,152.9,172.1,167,176.1,186.6,191.3,191,203.7,218.8,286.2,268.8,270.3,257.5,280.5,270.7,254.1,233.4,224.1,248.3
Operating Income,102.6,148.5,198.1,246.8,219.9,258.8,297.6,419,257.7,238.6,291.9,321.9,281.2,304.8,345.9,383.5,289.4,306.3,340.1,320.9,237.6,159.6,233.9,277.3,199.5,147.5,267.6,570.7,374.7,339.8,327.5,445.9,367.3,325.8,388.1,367,273.3,230.7,254,258.3
Interest Expense / Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,10.8,11,11.4,11.3,14.3,16.9,18.9,16.2,12.4,10
