,2014-03-28,2014-06-27,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2019-12-27,2020-03-27,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29,Current
Market Capitalization,"6,979","8,733","10,471","13,979","18,416","20,037","16,033","14,686","14,985","11,909","14,276","13,873","18,118","17,705","18,723","17,394","18,296","17,598","16,235","11,934","14,357","13,344","13,302","20,835","14,819","20,996","24,526","25,391","30,952","31,586","27,071","25,658","21,654","14,664","13,681","14,595","18,756","17,617","15,715","17,982","16,623"
Market Cap Growth,65.05%,108.65%,125.18%,166.40%,163.87%,129.45%,53.12%,5.06%,-18.63%,-40.56%,-10.96%,-5.54%,20.91%,48.67%,31.15%,25.38%,0.98%,-0.61%,-13.29%,-31.39%,-21.53%,-24.17%,-18.07%,74.59%,3.22%,57.35%,84.38%,21.86%,108.87%,50.43%,10.38%,1.05%,-30.04%,-53.57%,-49.46%,-43.12%,-13.38%,20.14%,14.86%,23.20%,-
Enterprise Value,"6,181","7,839","9,666","12,929","17,362","18,931","14,990","13,453","13,807","10,935","13,192","12,522","16,711","16,261","17,106","15,712","16,414","16,055","15,208","10,835","13,399","12,409","12,247","19,796","13,897","20,014","23,702","24,527","29,680","30,241","28,431","26,998","23,265","16,382","15,491","15,995","19,885","18,565","16,461","18,121","16,762"
PE Ratio,21.72,23.80,22.88,25.03,28.42,26.93,20.08,15.32,14.99,12.18,14.35,15.45,19.81,18.15,18.53,21.14,20.94,19.25,17.68,10.53,13.41,14.37,15.58,25.23,18.69,26.97,30.10,23.80,25.56,22.26,18.07,18.47,15.81,11.29,10.73,12.32,16.87,16.94,15.99,19.88,18.40
PS Ratio,3.68,4.26,4.57,5.39,6.41,6.47,4.92,4.35,4.42,3.57,4.34,4.23,5.40,5.06,5.13,4.59,4.75,4.58,4.20,3.15,3.90,3.75,3.94,6.31,4.55,6.51,7.31,6.40,7.07,6.64,5.30,5.02,4.11,2.72,2.49,2.75,3.66,3.55,3.29,3.87,3.58
PB Ratio,3.05,3.66,4.14,5.16,6.43,6.59,5.08,4.22,4.23,3.39,4.03,3.79,4.78,4.54,4.61,4.46,4.50,4.31,3.96,2.96,3.52,3.26,3.23,4.88,3.58,5.02,5.89,5.75,6.57,6.31,5.11,4.81,4.17,2.77,2.50,2.63,3.27,3.00,2.58,2.89,2.67
P/FCF Ratio,15.02,15.45,18.57,19.49,29.90,33.49,28.49,27.58,25.90,21.71,16.07,12.98,16.10,14.25,16.24,16.73,15.12,16.37,19.37,12.90,21.22,18.24,13.73,24.90,15.42,20.45,30.09,28.40,26.93,28.20,23.87,20.46,20.72,15.03,14.63,12.59,14.89,12.19,9.55,10.65,9.84
P/OCF Ratio,11.73,11.97,13.56,14.02,19.64,20.86,16.15,15.38,15.70,13.64,13.25,11.29,13.91,12.00,12.86,13.17,11.98,11.97,12.88,8.24,11.90,11.52,9.73,17.12,11.35,15.50,20.36,19.66,19.03,19.25,15.28,13.73,13.16,9.24,9.60,9.03,11.47,10.20,8.47,9.68,8.95
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.04,0.04,0.04,0.04,0.03,0.33,0.45,0.44,0.46,0.45,0.44,0.43,0.38,0.29,0.24,0.19,0.19
Quick Ratio,5.55,4.88,3.77,3.88,4.46,4.66,3.41,4.79,5.28,4.45,7.14,5.67,6.65,6.12,5.34,6.66,7.06,5.61,4.32,4.54,4.44,3.76,4.06,4.85,3.98,3.70,2.97,3.37,3.56,6.13,2.70,2.62,2.26,1.18,1.37,1.43,1.49,1.79,1.67,2.77,2.77
Current Ratio,6.94,5.91,4.80,4.78,5.62,5.70,4.13,5.75,6.55,5.99,9.53,7.25,8.65,8.02,6.79,8.36,8.82,7.34,5.81,6.18,6.39,5.56,5.98,7.04,6.13,5.83,5.17,5.07,5.21,7.82,4.35,4.20,3.98,2.37,2.63,2.79,2.91,3.83,3.33,5.02,5.02
Interest Coverage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130.31,30.28,40.65,32.06,28.80,27.03,21.75,14.75,14.71,20.85,26.17,18.04
Return on Capital (ROIC),Upgrade,14.01%,15.36%,18.07%,20.58%,22.59%,24.41%,25.26%,27.54%,28.32%,27.98%,28.25%,24.67%,24.20%,25.02%,24.78%,21.00%,21.32%,22.18%,22.17%,27.75%,25.93%,22.39%,20.51%,18.54%,18.31%,17.91%,18.89%,23.38%,24.99%,21.46%,19.71%,18.37%,18.55%,17.48%,16.76%,15.53%,14.65%,14.38%,13.55%,12.66%
