,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"30,736","29,759","27,217","32,066","38,034","37,297","38,144","36,496","38,192","34,680","28,957","33,994","36,226","39,109","42,844","41,877","47,338","46,280","44,765","36,757","41,666","36,087","33,284","33,960","25,495","30,716","37,642","43,814","41,452","36,529","39,005","46,600","47,035","35,174","29,742","29,391","31,031","33,128","34,212","37,872","38,346"
Market Cap Growth,32.92%,57.51%,9.97%,4.97%,23.75%,25.33%,40.15%,13.82%,0.42%,-7.02%,-24.09%,-6.86%,-5.15%,12.77%,47.96%,23.19%,30.67%,18.34%,4.48%,-12.23%,-11.98%,-22.03%,-25.65%,-7.61%,-38.81%,-14.88%,13.10%,29.02%,62.59%,18.92%,3.62%,6.36%,13.47%,-3.71%,-23.75%,-36.93%,-34.03%,-5.82%,15.03%,28.85%,-
Enterprise Value,"26,871","25,630","22,598","29,928","35,759","34,793","35,044","32,830","34,761","31,108","24,995","29,703","33,161","35,722","38,954","37,694","43,122","42,782","40,726","32,991","39,579","34,710","31,883","32,221","24,612","29,601","36,550","42,848","41,009","36,408","38,270","45,523","46,323","34,425","28,531","28,424","30,057","32,514","33,289","36,552","37,026"
PE Ratio,23.77,21.81,19.43,22.28,25.82,24.52,24.41,22.47,22.71,22.91,18.55,21.89,21.71,20.73,22.11,27.84,32.27,31.85,31.20,17.50,20.61,17.39,15.89,18.44,14.42,18.96,25.59,31.48,27.09,21.73,20.78,21.81,21.43,15.56,12.68,12.84,13.45,15.11,16.38,17.81,18.29
PS Ratio,3.33,3.10,2.76,3.12,3.54,3.30,3.20,2.94,3.01,2.67,2.18,2.52,2.62,2.77,2.97,2.83,3.12,2.98,2.83,2.28,2.55,2.19,2.00,2.02,1.51,1.83,2.25,2.63,2.46,2.10,2.18,2.52,2.48,1.83,1.54,1.51,1.60,1.71,1.76,1.96,1.98
PB Ratio,4.64,4.26,3.69,4.14,4.65,4.37,4.32,3.93,3.97,3.52,2.81,3.17,3.63,3.73,3.90,3.93,4.31,4.35,4.08,3.22,3.74,3.42,3.11,3.08,2.40,2.80,3.38,4.04,3.76,3.26,3.38,3.89,3.93,2.94,2.49,2.39,2.45,2.57,2.66,2.86,2.90
P/FCF Ratio,24.11,22.39,19.30,25.43,29.75,28.93,25.19,19.07,21.33,20.39,19.60,25.27,23.40,22.76,22.74,19.73,21.48,20.19,18.93,16.59,19.97,17.90,17.82,16.12,10.95,11.23,12.82,15.10,15.89,16.69,17.22,21.03,20.37,15.11,12.48,13.14,11.57,15.31,17.40,18.81,19.05
P/OCF Ratio,20.39,19.20,16.45,21.77,25.27,24.02,21.34,16.69,18.45,17.52,16.41,20.66,19.58,19.51,19.70,17.40,18.80,17.55,16.42,14.18,16.85,14.99,14.71,13.59,9.35,9.81,11.27,13.28,13.90,14.35,15.19,18.68,17.95,13.49,11.05,11.45,10.37,13.26,14.91,16.25,16.46
Debt / Equity Ratio,-,-,-,0.21,0.13,0.12,0.11,0.14,0.11,0.09,0.09,0.08,0.12,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.14,0.15,0.16,0.15,0.32,0.32,0.31,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.10,0.10
Quick Ratio,3.88,3.99,3.89,2.34,3.08,3.13,3.10,2.79,3.51,3.47,3.38,3.34,2.83,3.09,3.08,2.92,3.29,2.94,2.95,2.84,2.59,2.26,2.23,2.24,2.61,2.43,2.33,1.64,1.71,1.66,1.78,1.78,1.88,1.94,1.99,1.88,1.87,1.91,1.94,1.95,1.95
Current Ratio,4.19,4.30,4.17,2.48,3.40,3.46,3.40,2.91,3.69,3.66,3.56,3.56,3.03,3.35,3.29,3.21,3.64,3.27,3.24,3.18,2.90,2.55,2.53,2.55,2.90,2.66,2.62,1.94,2.09,2.03,2.11,2.08,2.22,2.23,2.27,2.17,2.18,2.28,2.23,2.25,2.25
Interest Coverage,-,-,1546.67,180.70,103.12,134.85,127.28,123.09,118.80,120.00,123.80,141.00,109.17,106.83,110.83,143.80,117.17,90.14,111.33,103.00,84.29,113.67,94.86,95.83,85.83,56.00,105.00,157.00,333.50,349.00,244.67,370.00,367.50,254.67,136.33,90.25,83.00,59.70,66.09,69.45,69.15
