,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,"4,512","5,665","5,593","3,471","2,567",571,"2,037",-588,-725,"-1,470","1,283",415,"2,682","1,450","1,952","3,111","3,638","3,409","4,047","3,730","2,649","4,305","2,580","-6,610","3,599","-8,270",-207,-665,"1,377","3,082","6,111","5,055","6,259","11,622","11,231","6,353","6,574","6,010","6,526","2,243"
Depreciation & Amortization,"4,130","3,842","3,948","4,811","4,411","6,958","4,268","6,231","4,293","6,721","4,130","4,245","4,194","5,311","5,109","3,753","4,289","4,498","5,380","4,850","4,094","4,334","4,361","5,757","4,288","6,717","4,017","2,361","4,286","4,522","4,304","4,433","3,654","3,700","4,201","3,887","3,526","3,521",4,6.3
Share-Based Compensation,0,0,0,358,0,0,0,344,0,0,0,642,0,0,0,368,0,0,0,165,0,0,0,394,0,0,0,190,0,0,0,761,0,0,"-3,216","1,073",-473.8,218.3,0.1,0
Other Operating Activities,-225,"-1,626",-861,"-2,143","-4,659",-309,-945,"-1,430","-2,427","-2,720",-102,"-1,439","-3,099","-1,790","-1,564","-1,139","-2,884","-1,052",142,406,"-1,686",144,876,"6,116","-3,165","1,633",-273,352,"-1,467",-650,"-1,836",-791,"-1,858","-1,540","3,051","1,185","-2,421.2","-3,452.3","-6,520.4","-2,236.9"
Operating Cash Flow,"8,417","7,881","8,680","6,497","2,319","7,220","5,360","4,557","1,141","2,531","5,311","3,863","3,777","4,971","5,497","6,093","5,043","6,855","9,569","9,151","5,057","8,783","7,817","5,657","4,722",80,"3,537","2,238","4,196","6,954","8,579","9,458","8,055","13,782","15,267","12,498","7,205","6,297",9.7,12.4
Operating Cash Flow Growth,47.30%,-7.50%,-15.86%,-37.84%,-72.45%,-8.39%,-38.25%,-29.86%,-50.80%,-64.94%,-0.91%,-15.23%,231.03%,96.40%,3.50%,57.73%,33.52%,37.90%,74.08%,50.19%,0.28%,28.13%,-18.31%,-38.18%,-6.62%,-99.09%,-54.75%,-60.44%,-11.14%,8592.50%,142.55%,322.61%,91.97%,98.19%,77.96%,32.14%,-10.55%,-54.31%,-99.94%,-99.90%
Capital Expenditures,"-8,544","-8,931","-8,264","-9,668","-7,602","-7,643","-6,810","-7,449","-5,566","-4,469","-4,065","-4,009","-3,315","-3,224","-3,224","-3,641","-2,997","-3,226","-3,578","-3,991","-2,953","-3,584","-3,369","-4,210","-3,133","-2,092","-1,630","-2,067","-1,746","-1,797","-1,907","-2,606","-1,960","-3,184","-2,995","-3,835","-3,038","-3,757",-4.7,0
Acquisitions,0,"8,931","8,264","9,668",-80,0,0,"7,449",0,"4,469",0,"4,009",0,"3,224",0,"3,641",0,0,0,"3,991",-999,0,0,75,11,20,36,383,11,6,6,416,536,"-2,900",-7,121,88,186,0.1,0
Change in Investments,-336,-314,-74,-293,-8,-55,-57,186,-79,-96,-,166,-9,-11,-5,-17,-29,-20,-2,-,-954,1,-1,5,-,"-2,101",-38,39,-138,"2,016","1,901",-2,-4,-9,-87,-31,-,-388,-179,-
Other Investing Activities,300,"-6,884","-7,299","-6,449","1,084","3,983",588,"-7,394",136,"-3,061","-1,198","-3,089","1,851","-2,617","2,296","-3,269",137,704,"1,353","-4,632","2,878",343,-198,"1,508",-36,"2,883",-195,955,310,"-1,797.2","-1,341",803,763,"1,129",322,33,143,15,179.2,-4.1
