,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"225,338","246,419","224,431","209,926","195,961","180,164","147,383","168,142","178,377","196,241","192,836","220,769","201,788","196,247","221,211","236,384","216,219","240,264","236,430","205,984","235,887","235,856","223,040","225,633","134,940","165,371","133,454","161,361","200,455","200,843","194,582","224,777","315,185","281,988","277,605","342,934","308,649","293,798","315,482","277,657","291,021"
Market Cap Growth,-2.34%,7.70%,-3.49%,-11.73%,-13.04%,-26.89%,-34.33%,-19.90%,-8.97%,8.92%,30.84%,31.30%,13.12%,0.00%,14.71%,7.07%,7.15%,22.43%,6.88%,-12.86%,9.10%,-1.83%,-5.66%,9.54%,-42.79%,-29.88%,-40.17%,-28.49%,48.55%,21.45%,45.80%,39.30%,57.23%,40.40%,42.67%,52.57%,-2.07%,4.19%,13.64%,-19.03%,-
Enterprise Value,"232,780","256,008","235,925","224,959","217,219","199,918","170,326","195,712","212,154","232,562","231,070","259,907","240,061","234,349","256,542","270,334","249,498","271,153","262,854","231,101","260,275","257,992","244,194","246,920","158,799","192,569","161,398","200,080","238,819","236,334","225,931","250,506","332,847","296,194","288,303","348,595","316,187","306,020","330,244","290,315","303,634"
PE Ratio,12.49,10.87,10.03,15.12,19.08,78.88,18.09,-71.49,-61.51,-33.37,37.58,132.99,18.81,33.84,28.33,19.00,14.86,17.62,14.61,13.81,22.26,13.70,21.61,-8.53,9.37,-5.00,-161.18,-60.66,36.39,16.29,7.96,11.12,12.59,6.07,6.18,13.49,11.74,12.22,12.09,30.95,13.61
PS Ratio,1.04,1.13,1.06,1.05,1.08,1.10,1.02,1.29,1.48,1.76,1.78,2.00,1.70,1.59,1.72,1.76,1.55,1.64,1.53,1.30,1.50,1.54,1.53,1.61,1.00,1.44,1.28,1.71,2.09,1.73,1.45,1.44,1.78,1.37,1.22,1.45,1.33,1.37,1.56,1.42,1.49
PB Ratio,1.27,1.36,1.21,1.12,1.05,0.97,0.79,0.92,0.99,1.11,1.09,1.26,1.15,1.12,1.27,1.34,1.22,1.34,1.31,1.13,1.29,1.27,1.20,1.28,0.76,0.98,0.81,0.99,1.24,1.24,1.18,1.34,1.84,1.57,1.47,1.79,1.58,1.48,1.91,1.73,1.81
P/FCF Ratio,-356.55,-151.27,-116.77,-53.39,-21.56,-21.29,-14.27,-16.73,-19.41,-18.33,-24.08,-41.95,-536.67,59.31,51.02,34.09,25.38,23.10,16.75,12.24,13.97,12.78,13.19,17.10,10.64,30.22,45.53,97.50,79.67,20.74,13.47,10.64,12.72,9.33,7.75,9.11,8.65,10.63,20.52,41.29,43.28
P/OCF Ratio,5.98,6.65,6.33,6.67,7.72,7.29,6.89,8.64,9.76,14.44,14.24,17.19,13.03,10.95,12.22,11.62,10.01,10.23,8.58,6.73,7.70,7.24,7.24,8.26,5.00,9.05,9.54,15.26,19.94,11.87,8.86,7.70,9.54,7.07,5.96,6.91,6.33,7.12,12.13,20.53,21.52
Debt / Equity Ratio,0.13,0.13,0.14,0.15,0.18,0.17,0.19,0.21,0.23,0.25,0.26,0.26,0.26,0.24,0.24,0.22,0.22,0.21,0.20,0.19,0.18,0.16,0.18,0.15,0.18,0.20,0.21,0.27,0.28,0.27,0.23,0.18,0.17,0.15,0.13,0.12,0.12,0.11,0.13,0.13,0.13
Quick Ratio,1.02,0.99,0.93,0.94,0.96,1.01,0.91,0.91,0.73,0.91,0.82,0.66,0.73,0.64,0.74,0.73,0.73,0.76,0.91,0.93,0.79,0.80,0.82,0.72,0.66,0.74,0.84,0.77,0.77,0.83,0.90,0.90,1.12,1.00,1.03,1.12,1.03,0.97,0.84,0,0
