,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"5,273","5,196","4,819","4,783","4,004","6,026","3,755","5,008","5,314","4,390","4,237","4,238","5,451","4,374","4,131","3,761","3,981","3,185","4,286","3,495","3,538","3,807","4,488","5,067","4,114","5,255","13,198","13,473","17,956","24,920","25,594","27,507","29,411","27,945","20,500","15,666","11,227","8,833","9,886","9,016"
Cash & Cash Equivalents,"5,273","5,196","4,819","4,783","4,004","6,026","3,755","5,008","5,314","4,390","4,237","4,238","5,451","4,374","4,131","3,761","3,981","3,185","4,286","3,495","3,538","3,807","4,488","5,067","4,114","5,255","13,198","13,473","17,956","24,920","25,594","27,507","29,411","27,945","20,500","15,666","11,227","8,833","9,886","9,016"
Cash Growth,-3.94%,5.33%,12.59%,23.94%,-24.07%,15.97%,-22.08%,4.70%,32.72%,-27.15%,12.84%,-15.38%,2.58%,-0.36%,-2.50%,-11.26%,-26.97%,-27.18%,3.75%,-7.07%,-11.13%,19.53%,4.71%,44.98%,16.28%,38.04%,194.07%,165.90%,336.46%,374.22%,93.92%,104.16%,63.79%,12.14%,-19.90%,-43.05%,-61.83%,-68.39%,-51.78%,-42.45%
"Property, Plant & Equipment","2,216","2,194","2,194","2,192","2,193","2,174","2,147","2,122","2,152","2,134","2,091","2,075","2,096","2,088","2,060","2,057","2,064","2,065","2,050","2,051","2,045","2,026","1,950","1,944","1,960","1,935","1,929","1,896","1,897","1,852","1,825","1,805","1,814","1,794","1,768","1,744","1,718","1,705","1,622","1,616"
Goodwill and Intangibles,"5,111","5,110","5,097","5,103","5,091","5,088","5,084","5,094","5,137","5,124","5,122","5,110","5,125","5,113","5,102","5,091","5,081","5,071","5,060","4,951","4,944","4,937","4,930","4,956","4,950","4,943","5,330","5,316","5,312","5,295","5,289","5,282","6,049","6,040","6,028","6,005","5,982","5,971","5,959","5,949"
Total Assets,"117,396","117,933","118,719","119,226","119,563","122,447","121,855","124,789","126,050","125,539","126,212","125,177","125,968","124,545","124,643","123,271","124,294","122,913","124,557","124,578","125,688","128,802","127,518","128,147","126,240","133,542","144,070","145,180","147,389","153,331","155,610","156,153","162,938","164,082","160,908","157,798","155,220","154,135","155,656","153,624"
Total Liabilities,"101,628","101,801","101,690","102,066","102,690","105,396","104,956","107,837","109,206","108,328","108,827","107,812","109,304","107,823","107,750","106,647","108,102","107,047","108,780","109,808","110,598","113,279","110,910","111,566","109,945","116,210","126,442","127,276","129,278","135,469","137,358","137,530","144,612","147,100","144,401","142,625","139,269","137,233","138,995","137,499"
Total Debt,"7,012","6,207","5,642","5,706","5,715","5,293","5,448","7,364","8,359","7,851","8,970","6,054","7,763","6,010","7,365","6,702","8,632","7,949","11,290","14,428","14,024","14,557","13,463","14,529","9,929","13,255","6,408","4,919","3,569","2,916","2,870","2,451","2,407","2,343","2,319","2,274","2,284","4,307","7,293","6,290"
Debt Growth,-5.69%,-19.15%,-35.39%,-13.69%,-18.50%,-14.73%,-3.44%,29.06%,46.26%,48.33%,64.65%,-17.79%,-7.13%,-23.45%,-17.89%,10.70%,11.19%,32.26%,53.29%,115.28%,62.47%,83.13%,19.25%,0.70%,-29.20%,-8.94%,-52.40%,-66.14%,-64.05%,-78.00%,-55.21%,-50.17%,-32.56%,-19.65%,-19.20%,-7.22%,-5.11%,83.82%,214.49%,176.61%
Common Stock,"18,303","18,258","18,678","18,606","18,288","18,109","17,844","17,491","17,339","17,172","16,995","16,795","16,548","16,414","16,283","15,799","15,313","15,094","14,850","13,582","13,226","13,044","13,330","12,752","12,634","12,644","12,998","13,009","13,026","13,035","12,765","12,777","12,487","12,281","12,260","12,274","12,286","12,294","12,277","12,294"
Retained Earnings,"-2,216","-1,897","-1,597","-1,272","-1,177",-943,-658,-400,-115,62,242,465,666,873,"1,089","1,279","1,628","1,923","2,182","2,582","2,828","3,066","3,299","3,534","3,751","3,364","2,978","3,330","3,770","4,235","4,836","5,296","5,550","5,915","6,314","6,531","7,004","7,433","7,802","8,042"
Comprehensive Income,-319,-229,-52,-174,-238,-115,-287,-139,-380,-23,148,105,-550,-565,-479,-454,-749,"-1,151","-1,255","-1,394",-964,-598,-21,295,-90,"1,324","1,626","1,565","1,315",592,651,532,289,"-1,214","-2,067","-3,632","-3,343","-2,844","-3,440","-4,236"
