,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"8,838","8,230","6,617","6,603","6,632","6,094","3,935","4,538","4,684","5,377","5,619","6,568","8,088","8,503","10,411","11,042","8,939","10,429","10,265","8,577","10,412","11,147","11,433","12,947","10,581","12,923","13,756","14,918","14,322","13,968","11,748","13,912","16,586","13,505","13,342","15,675","15,303","13,053","8,365","7,875","6,530"
Market Cap Growth,32.39%,13.01%,-20.67%,-24.32%,-24.96%,-25.95%,-40.53%,-31.28%,-29.37%,-11.76%,42.78%,44.74%,72.67%,58.12%,85.29%,68.13%,10.52%,22.66%,-1.40%,-22.33%,16.48%,6.88%,11.38%,50.95%,1.62%,15.93%,20.33%,15.23%,35.36%,8.08%,-14.60%,-6.74%,15.81%,-3.31%,13.56%,12.67%,-7.74%,-3.35%,-37.31%,-49.76%,-
Enterprise Value,"10,558","9,813","8,225","8,206","8,585","7,936","5,931","6,608","6,720","7,326","7,464","8,397","10,000","10,175","12,024","13,945","11,901","13,170","12,831","11,159","13,441","14,303","14,599","15,866","13,927","16,114","16,682","17,617","17,511","17,056","14,801","16,568","19,994","16,800","16,537","18,377","19,021","16,794","12,156","11,530","10,185"
PE Ratio,33.68,18.86,29.38,21.58,-35.43,2.05,-409.90,-5.56,24.25,20.62,17.62,103.27,-16.28,28.46,47.15,5.21,8.36,20.10,35.25,66.18,12.07,15.97,31.62,-1011.46,12.83,17.52,30.87,75.34,19.61,17.21,18.60,18.01,19.99,25.16,27.57,14.31,19.52,106.99,-597.47,1.79,4.97
PS Ratio,2.22,2.05,1.62,1.72,1.87,1.77,1.21,1.38,1.37,1.61,1.69,2.00,2.63,2.91,3.77,3.84,2.56,2.54,2.29,1.86,2.27,2.46,2.53,2.81,2.27,2.80,2.93,3.21,3.12,2.99,2.46,2.76,3.19,2.50,2.39,2.70,2.64,2.44,1.69,1.76,1.46
PB Ratio,5.24,4.65,3.71,4.31,4.62,2.76,1.83,2.38,2.34,2.63,2.65,3.30,4.28,4.20,4.88,4.08,2.97,3.45,3.33,2.75,3.73,3.99,4.32,5.05,3.91,4.53,4.63,5.00,4.72,4.46,3.84,4.56,5.38,4.32,4.16,4.61,4.38,3.86,2.52,1.43,1.18
P/FCF Ratio,329.77,-233.14,-123.21,44.31,-510.16,-73.16,-14.15,-9.73,-63.65,-90.99,25.92,17.90,30.53,19.46,28.59,44.21,46.87,69.21,35.03,40.50,572.10,-58.89,-81.20,32.81,30.48,23.99,21.70,25.69,24.01,24.13,21.90,19.32,42.65,40.74,32.73,35.62,81.23,104.59,-41.12,-9.34,-9.34
P/OCF Ratio,31.97,39.06,36.52,17.67,38.27,70.86,-28.41,-12.69,117.70,136.48,16.50,13.19,22.31,15.94,24.24,32.91,30.61,38.80,23.87,23.28,61.39,-220.74,-714.54,26.50,24.19,20.83,19.48,23.03,21.28,20.86,18.22,16.96,32.25,29.46,24.72,26.91,46.75,48.49,-137.80,-10.73,-10.73
Debt / Equity Ratio,1.07,0.96,0.97,1.12,1.43,1.05,1.01,1.13,1.05,1.00,0.93,0.95,1.06,0.88,0.80,1.18,1.10,1.01,0.89,0.88,1.12,1.16,1.35,1.27,1.40,1.24,1.09,1.10,1.19,1.22,1.11,1.04,1.22,1.24,1.11,0.96,1.21,1.39,1.24,0.72,0.72
Quick Ratio,0.96,0.95,0.97,1.02,0.81,1.18,1.28,1.33,1.26,1.27,1.32,1.32,1.16,1.01,0.95,1.05,1.03,1.03,0.91,0.90,0.79,0.76,0.96,0.94,1.18,1.00,1.03,1.02,0.87,0.87,0.83,0.74,0.84,0.87,0.82,0.91,0.79,0.86,0.84,0.89,0.89
