,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Revenue,837.7,878.2,859.9,916.8,885.2,910.5,882.6,914.8,900.5,941.6,905.7,964,963.9,999.1,982.8,"1,055","1,019","1,037",980.1,"1,035","1,007","1,035",985.9,"1,039",938.1,808.9,"1,027","1,168","1,113","1,168","1,125","1,195","1,186","1,223","1,190","1,244","1,276","1,285","1,254","1,294"
Revenue Growth (YoY),6.62%,8.61%,7.72%,8.51%,5.67%,3.68%,2.64%,-0.22%,1.73%,3.42%,2.62%,5.38%,7.04%,6.11%,8.51%,9.39%,5.66%,3.75%,-0.27%,-1.83%,-1.10%,-0.12%,0.59%,0.38%,-6.87%,-21.88%,4.21%,12.39%,18.67%,44.43%,9.50%,2.35%,6.49%,4.68%,5.76%,4.10%,7.60%,5.04%,5.41%,3.99%
Cost of Revenue,424.6,443,428.3,463.3,434.8,450.1,432.2,457.5,438.2,460.8,436,467.7,463.1,481.3,478,534.5,490,491.7,466.9,521.7,473.6,501,476.8,526.4,459.6,410.1,492.3,583.1,534.3,556.3,533.7,594.6,580.8,604.2,590.8,619.6,619.7,614.1,606.6,648.3
Gross Profit,413.1,435.2,431.6,453.5,450.4,460.4,450.4,457.3,462.3,480.8,469.7,496.3,500.8,517.8,504.8,520,528.5,544.9,513.2,513.5,533.7,534.4,509.1,512.7,478.5,398.8,535.1,584.7,578.9,612,591.3,600.6,604.7,618.8,599,624.6,655.9,670.6,647.6,645.5
"Selling, General & Admin",257,262.3,263.3,266.1,272.2,268.2,263.3,250,259.9,264.9,261.5,261.7,278.1,279.5,296.1,307.6,293.9,294,280.8,275.3,284.2,283.9,280.4,279.1,282.7,250.1,283.8,300,312.7,326,319.4,301.2,311.2,306.9,309.1,312.7,329.8,326.7,333,319.7
Operating Expenses,257,262.3,263.3,266.1,272.2,268.2,263.3,250,259.9,264.9,261.5,261.7,278.1,279.5,296.1,307.6,293.9,294,280.8,275.3,284.2,283.9,280.4,279.1,282.7,250.1,283.8,300,312.7,326,319.4,301.2,311.2,306.9,309.1,312.7,329.8,326.7,333,319.7
Operating Income,156.1,172.9,168.3,187.4,178.2,192.2,187.1,207.3,202.4,215.9,208.2,234.6,222.7,238.3,208.7,212.4,234.6,250.9,232.4,238.2,249.5,250.5,228.7,233.6,195.8,148.7,251.3,284.7,266.2,286,271.9,299.4,293.5,311.9,289.9,311.9,326.1,343.9,314.6,325.8
Interest Expense / Income,13.7,12.7,12.7,13.8,13,12.9,13,13,13.1,12.9,13.1,13.1,12.7,13,13.1,13.6,13.6,12,12.4,12.4,12.5,12.4,12,12.1,11.4,13.4,13.8,15.4,14.3,14.3,13.2,11.3,11.6,11.7,11.8,12,12.4,12.6,12.4,12.5
Other Expense / Income,2.2,2.2,3.5,2.5,2.9,3.1,3.4,3.6,3.4,0.7,3.8,10.3,5.8,4.8,5,5.5,0.4,4.4,5.3,1.3,2.2,2.1,1.7,2,3.3,2.2,2.7,2.2,0.2,0.8,1.6,0.3,-3,-3.6,-7.5,-6.2,-9.6,-10.9,-12,-11.5
Pretax Income,140.2,158,152.1,171.1,162.3,176.2,170.7,190.7,185.9,202.3,191.3,211.2,204.2,220.5,190.6,193.3,220.6,234.5,214.7,224.5,234.8,236,215,219.5,181.1,133.1,234.8,267.1,251.7,270.9,257.1,287.8,284.9,303.8,285.6,306.1,323.3,342.2,314.2,324.8
Income Tax,44.3,51.9,48.4,54.9,51.8,56.2,53.9,59.3,57.6,62.2,59.6,64.9,62.6,67.3,57.2,63.8,57.6,55.8,51.5,49.5,56.9,55.6,50.4,48.9,43.9,31.9,55.1,58.2,59.1,62.9,60.9,64.1,67.5,72.3,61.7,67.2,74.6,78.2,71.1,69.5
Net Income,95.9,106.1,103.7,116.2,110.5,120,116.8,131.4,128.3,140.1,131.7,146.3,141.6,153.2,133.4,129.5,163,178.7,163.2,175,177.9,180.4,164.6,170.6,137.2,101.2,179.7,208.9,192.6,208,196.2,223.7,217.4,231.5,223.9,238.9,248.7,264,243.1,255.3
Net Income Growth,15.82%,20.02%,22.58%,22.96%,15.22%,13.10%,12.63%,13.08%,16.11%,16.75%,12.76%,11.34%,10.37%,9.35%,1.29%,-11.48%,15.11%,16.64%,22.34%,35.14%,9.14%,0.95%,0.86%,-2.51%,-22.88%,-43.90%,9.17%,22.45%,40.38%,105.53%,9.18%,7.08%,12.88%,11.30%,14.12%,6.79%,14.40%,14.04%,8.58%,6.86%
Shares Outstanding (Basic),58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,56,56,56,56,55,55,55,55,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53
Shares Outstanding (Diluted),59,59,59,59,59,59,59,59,60,59,59,59,59,59,58,58,58,57,57,57,56,56,56,56,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54
Shares Change,-0.17%,-,-,0.51%,-,0.17%,0.17%,-0.51%,0.68%,0.51%,0.34%,0.51%,-0.34%,-0.67%,-1.69%,-2.86%,-2.53%,-2.88%,-1.72%,-1.73%,-2.60%,-2.27%,-2.79%,-1.94%,-2.31%,-2.14%,-1.62%,-1.98%,0.18%,0.91%,0.18%,0.37%,-1.45%,-1.99%,-1.46%,-0.91%,-0.37%,-0.37%,-0.37%,-1.11%
EPS (Basic),1.65,1.83,1.78,2.00,1.90,2.07,2.01,2.26,2.21,2.41,2.27,2.51,2.45,2.65,2.33,2.29,2.87,3.17,2.90,3.13,3.21,3.27,2.99,3.12,2.52,1.86,3.31,3.86,3.55,3.85,3.65,4.17,4.07,4.34,4.21,4.52,4.69,4.98,4.60,4.82
EPS (Diluted),1.62,1.80,1.76,1.96,1.87,2.03,1.98,2.22,2.16,2.36,2.22,2.46,2.39,2.60,2.29,2.25,2.82,3.12,2.85,3.09,3.16,3.22,2.96,3.07,2.49,1.85,3.28,3.82,3.50,3.76,3.57,4.09,4.00,4.27,4.14,4.41,4.60,4.89,4.51,4.76
EPS Growth,15.71%,20.00%,23.08%,22.50%,15.43%,12.78%,12.50%,13.27%,15.51%,16.26%,12.12%,10.81%,10.65%,10.17%,3.15%,-8.54%,17.99%,20.00%,24.45%,37.33%,12.06%,3.21%,3.86%,-0.65%,-21.20%,-42.55%,10.81%,24.43%,40.56%,103.24%,8.84%,7.07%,14.29%,13.56%,15.97%,7.82%,15.00%,14.52%,8.94%,7.94%
Free Cash Flow,70.2,102,65.8,85.3,60,133,95.3,142,122.3,142.7,95.9,143.1,174.8,111.2,73.1,168.9,214.3,166.4,99.7,193.9,181.3,117.7,101.4,176.5,196.2,242.7,214.4,291.5,300,221.3,170.4,206.9,177.5,119.9,110.1,188.6,279.1,245,260.8,277
Free Cash Flow Per Share,1.21,1.76,1.13,1.47,1.03,2.29,1.64,2.44,2.10,2.46,1.65,2.46,3.02,1.92,1.28,2.97,3.78,2.95,1.77,3.46,3.27,2.13,1.84,3.22,3.60,4.46,3.95,5.40,5.54,4.10,3.17,3.86,3.32,2.25,2.07,3.56,5.27,4.62,4.94,5.24
Dividend Per Share,0.440,0.440,0.440,0.530,0.530,0.530,0.530,0.610,0.610,0.610,0.610,0.710,0.710,0.710,0.710,0.820,0.820,0.820,0.820,0.950,0.950,0.950,0.950,1.080,1.080,1.080,1.080,1.230,1.230,1.230,1.230,1.420,1.420,1.420,1.420,1.620,1.620,1.620,1.620,1.860
Dividend Growth,15.79%,15.79%,15.79%,20.45%,20.45%,20.45%,20.45%,15.09%,15.09%,15.09%,15.09%,16.39%,16.39%,16.39%,16.39%,15.49%,15.49%,15.49%,15.49%,15.85%,15.85%,15.85%,15.85%,13.68%,13.68%,13.68%,13.68%,13.89%,13.89%,13.89%,13.89%,15.45%,15.45%,15.45%,15.45%,14.08%,14.08%,14.08%,14.08%,14.81%
Gross Margin,49.31%,49.56%,50.19%,49.47%,50.88%,50.57%,51.03%,49.99%,51.34%,51.06%,51.86%,51.48%,51.96%,51.83%,51.36%,49.31%,51.89%,52.57%,52.36%,49.60%,52.98%,51.61%,51.64%,49.34%,51.01%,49.30%,52.08%,50.07%,52.00%,52.38%,52.56%,50.25%,51.01%,50.60%,50.34%,50.20%,51.42%,52.20%,51.63%,49.89%
Operating Margin,18.63%,19.69%,19.57%,20.44%,20.13%,21.11%,21.20%,22.66%,22.48%,22.93%,22.99%,24.34%,23.10%,23.85%,21.24%,20.14%,23.03%,24.20%,23.71%,23.01%,24.77%,24.19%,23.20%,22.48%,20.87%,18.38%,24.46%,24.38%,23.91%,24.48%,24.17%,25.05%,24.76%,25.50%,24.37%,25.07%,25.56%,26.77%,25.08%,25.18%
Profit Margin,11.45%,12.08%,12.06%,12.67%,12.48%,13.18%,13.23%,14.36%,14.25%,14.88%,14.54%,15.18%,14.69%,15.33%,13.57%,12.28%,16.00%,17.24%,16.65%,16.90%,17.66%,17.42%,16.70%,16.42%,14.63%,12.51%,17.49%,17.89%,17.30%,17.80%,17.44%,18.72%,18.34%,18.93%,18.82%,19.20%,19.50%,20.55%,19.38%,19.73%
Free Cash Flow Margin,8.38%,11.61%,7.65%,9.30%,6.78%,14.61%,10.80%,15.52%,13.58%,15.16%,10.59%,14.84%,18.13%,11.13%,7.44%,16.02%,21.04%,16.05%,10.17%,18.73%,18.00%,11.37%,10.29%,16.99%,20.91%,30.00%,20.87%,24.96%,26.95%,18.94%,15.15%,17.31%,14.97%,9.80%,9.25%,15.16%,21.88%,19.07%,20.79%,21.41%
Effective Tax Rate,31.60%,32.85%,31.82%,32.09%,31.92%,31.90%,31.58%,31.10%,30.98%,30.75%,31.16%,30.73%,30.66%,30.52%,30.01%,33.01%,26.11%,23.80%,23.99%,22.05%,24.23%,23.56%,23.44%,22.28%,24.24%,23.97%,23.47%,21.79%,23.48%,23.22%,23.69%,22.27%,23.69%,23.80%,21.60%,21.95%,23.07%,22.85%,22.63%,21.40%
EBITDA,173.5,190.4,184.5,205.4,195.3,209.7,204.2,225.1,220,236.9,225.6,246,240,256.3,227.2,230.7,258.2,270.5,250.3,259.8,269.9,271.4,249.9,255.5,216.3,170.3,272.5,307.7,290.7,310.7,295.2,328.8,322.2,340.9,321.8,342.8,360.6,379.6,351.2,362.3
EBITDA Margin,20.71%,21.68%,21.46%,22.40%,22.06%,23.03%,23.14%,24.61%,24.43%,25.16%,24.91%,25.52%,24.90%,25.65%,23.12%,21.88%,25.35%,26.09%,25.54%,25.10%,26.79%,26.21%,25.35%,24.59%,23.06%,21.05%,26.52%,26.35%,26.11%,26.59%,26.24%,27.51%,27.18%,27.87%,27.05%,27.55%,28.27%,29.55%,28.00%,28.00%
Depreciation & Amortization,19.6,19.7,19.7,20.5,20,20.6,20.5,21.4,21,21.7,21.2,21.7,23.1,22.8,23.5,23.8,24,24,23.2,22.9,22.6,23,22.9,23.9,23.8,23.8,23.9,25.2,24.7,25.5,24.9,29.7,25.7,25.4,24.4,24.7,24.9,24.8,24.6,25
EBIT,153.9,170.7,164.8,184.9,175.3,189.1,183.7,203.7,199,215.2,204.4,224.3,216.9,233.5,203.7,206.9,234.2,246.5,227.1,236.9,247.3,248.4,227,231.6,192.5,146.5,248.6,282.5,266,285.2,270.3,299.1,296.5,315.5,297.4,318.1,335.7,354.8,326.6,337.3
EBIT Margin,18.37%,19.44%,19.17%,20.17%,19.80%,20.77%,20.81%,22.27%,22.10%,22.85%,22.57%,23.27%,22.50%,23.37%,20.73%,19.62%,22.99%,23.78%,23.17%,22.88%,24.55%,23.99%,23.02%,22.29%,20.52%,18.11%,24.20%,24.19%,23.90%,24.41%,24.03%,25.03%,25.01%,25.80%,25.00%,25.57%,26.32%,27.62%,26.04%,26.07%
