,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"143,464","148,142","95,886","93,633","81,190","82,525","73,233","91,198","107,742","101,100","89,192"
Market Cap Growth,24.97%,3.26%,-35.27%,-2.35%,-13.29%,1.64%,-11.26%,24.53%,18.14%,-6.16%,-
Enterprise Value,"133,452","135,293","114,003","119,587","90,572","95,487","98,638","112,555","127,560",-,"80,764"
PE Ratio,11.86,8.18,7.10,20.23,14.88,15.32,822.84,14.65,23.46,17.85,15.91
PS Ratio,5.76,4.54,3.16,3.59,3.67,3.68,2.97,3.34,3.95,3.73,3.29
PB Ratio,9.07,7.75,4.95,4.57,3.77,3.64,4.02,4.33,5.08,0,0
P/FCF Ratio,11.70,7.57,6.02,8.28,10.86,9.92,9.74,8.44,12.91,12.63,11.68
P/OCF Ratio,11.19,7.29,5.75,7.87,9.67,9.03,8.97,8.01,11.88,12.63,11.14
EV/Sales Ratio,5.36,4.15,3.75,4.58,4.09,4.25,4.00,4.12,4.68,-,2.98
EV/EBITDA Ratio,8.74,6.05,6.31,8.16,10.20,15.51,11.59,11.90,12.27,-,9.71
EV/EBIT Ratio,9.39,6.37,6.74,8.95,12.16,20.10,14.03,15.20,15.39,-,11.77
EV/FCF Ratio,10.88,6.91,7.16,10.58,12.12,11.48,13.12,10.42,15.29,-,10.58
Debt / Equity Ratio,0.75,1.11,1.29,1.64,1.27,1.09,1.72,1.27,1.19,0,0
Debt / EBITDA Ratio,0.00,0.00,0.00,1.80,3.78,4.44,2.89,3.32,2.57,3.32,-
Debt / FCF Ratio,0.01,0.00,0.00,2.33,4.49,3.28,3.27,2.91,3.20,3.15,-
Quick Ratio,2.63,2.07,1.78,2.52,3.15,2.86,1.08,0.95,0.99,0,1.16
Current Ratio,3.16,3.44,4.17,3.55,3.36,3.23,1.39,1.30,1.36,0,1.46
Asset Turnover,0.72,0.63,0.53,0.37,0.35,0.36,0.36,0.40,0.43,0,0.44
Interest Coverage,37.05,32.26,18.29,12.63,7.61,4.31,7.14,7.40,7.84,-8.06,-6.40
Return on Equity (ROE),103.04%,114.47%,70.64%,23.90%,26.61%,25.01%,0.39%,34.16%,21.80%,26.71%,-
Return on Assets (ROA),53.79%,52.24%,26.04%,8.12%,7.76%,8.46%,0.14%,9.10%,6.76%,8.97%,9.12%
Return on Capital (ROIC),104.93%,117.17%,72.77%,10.61%,10.62%,9.12%,0.79%,11.18%,12.05%,19.35%,-
Earnings Yield,8.43%,12.22%,14.08%,4.94%,6.72%,6.53%,0.12%,6.83%,4.26%,5.60%,6.35%
FCF Yield,8.55%,13.22%,16.60%,12.08%,9.21%,10.08%,10.27%,11.85%,7.74%,7.92%,8.56%
Dividend Yield,4.45%,1.27%,2.56%,2.92%,3.66%,3.90%,4.71%,3.95%,3.44%,0.00%,4.30%
Payout Ratio,52.74%,10.35%,18.18%,59.01%,54.46%,59.82%,3875.28%,57.91%,80.77%,0.00%,68.44%
Buyback Yield / Dilution,2.82%,7.65%,10.72%,2.87%,0.83%,2.37%,1.10%,0.08%,0.08%,0.32%,0.63%
Total Shareholder Return,7.27%,8.92%,13.28%,5.79%,4.49%,6.27%,5.81%,4.03%,3.52%,0.32%,4.94%
