,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"9,097","8,031","8,716","7,917","8,611","9,239","8,819","8,900","8,407","8,888","8,928","9,328","9,553","10,175","10,176","10,819","11,496","11,175","12,769","12,819","11,752","13,030","13,048","12,683","13,287","11,327","12,655","15,177","16,099","18,240","21,381","20,239","22,749","17,269","16,349","14,447","16,537","17,002","18,508","16,953","18,051"
Market Cap Growth,10.06%,8.85%,10.90%,-12.94%,-5.34%,15.04%,1.18%,12.41%,-2.37%,-3.79%,1.24%,4.81%,13.62%,14.48%,13.97%,15.99%,20.34%,9.83%,25.49%,18.49%,2.23%,16.60%,2.18%,-1.06%,13.06%,-13.07%,-3.01%,19.66%,21.16%,61.03%,68.95%,33.36%,41.31%,-5.32%,-23.53%,-28.62%,-27.31%,-1.54%,13.20%,17.35%,-
Enterprise Value,"7,823","6,813","7,659","6,887","7,644","8,205","7,786","7,923","7,599","7,874","7,948","8,285","8,578","9,019","9,061","9,786","10,444","10,042","11,748","11,828","10,828","12,188","12,342","11,842","12,448","10,592","11,905","14,139","15,009","16,892","20,157","18,875","21,488","15,599","14,875","12,791","15,022","15,172","17,336","15,834","16,932"
PE Ratio,26.10,22.81,24.83,21.93,22.85,23.11,20.69,20.13,18.39,19.88,20.05,21.46,22.17,23.80,24.21,24.99,23.49,21.02,22.66,21.16,19.01,20.94,20.56,20.06,22.51,19.77,20.96,23.91,23.13,21.18,21.52,17.43,16.07,11.71,10.65,9.08,12.18,13.74,17.52,20.84,23.29
PS Ratio,1.50,1.30,1.39,1.23,1.31,1.37,1.29,1.31,1.27,1.40,1.45,1.54,1.57,1.64,1.59,1.62,1.66,1.55,1.70,1.64,1.44,1.57,1.56,1.52,1.67,1.45,1.54,1.79,1.68,1.67,1.76,1.44,1.38,0.96,0.86,0.76,0.97,1.13,1.47,1.62,1.73
PB Ratio,4.36,4.10,4.60,4.16,4.61,4.80,4.67,4.84,4.97,5.00,5.03,5.04,5.18,5.22,5.15,5.47,5.77,5.65,6.76,6.55,5.92,6.13,6.36,5.75,6.05,5.57,5.86,6.07,6.05,6.35,6.94,5.92,6.51,4.49,4.64,4.15,5.32,5.40,7.24,6.81,7.25
P/FCF Ratio,25.69,22.06,28.55,26.14,26.06,31.83,19.56,17.96,16.09,14.35,16.46,17.85,20.31,23.59,25.42,31.08,24.05,21.62,21.55,20.79,22.37,22.32,22.12,19.19,18.34,18.77,20.24,24.02,26.50,22.91,32.64,30.20,27.33,19.53,11.84,7.73,8.10,7.80,10.24,12.70,13.53
P/OCF Ratio,22.32,19.30,23.12,21.55,21.80,25.99,17.91,16.53,14.84,13.30,15.09,16.23,18.04,20.80,21.87,24.88,23.53,21.15,21.43,21.47,20.52,20.79,20.58,17.89,17.22,17.50,18.66,22.37,24.58,21.57,31.02,28.70,26.19,18.64,11.24,7.42,7.77,7.52,9.94,12.27,13.07
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.18,0.17,0.18,0.19,0.20,0.17,0.16,0.15,0.15,0.13,0.13,0.12,0.14,0.14,0.17,0.17,0.21,0.21,0.21
Quick Ratio,2.70,2.53,2.29,2.30,2.24,2.34,2.24,2.24,2.23,2.37,2.27,2.32,2.33,2.46,2.31,2.21,2.26,2.05,1.90,1.83,1.89,2.07,1.93,2.14,2.18,2.05,2.05,2.04,1.86,1.83,1.74,1.57,1.49,1.63,1.60,1.81,2.02,2.25,1.98,1.86,1.86
