,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,83.5,83.82,91.3,102.38,99.38,106.7,117.76,118.31,114.45,96.58,116.05,107.58,110.59,93.26,108.85,120.26,166.97,135.69,140.61,162.69,179.21,139.7,153.15,160.22,137.33,122.34,183.87,191.31,198.62,287.22,316.37,359.07,452.83,346.11,377.81,414.21,219.28,226.01,196.8,171.35
Depreciation & Amortization,12.49,12.38,12.42,12.74,11.75,11.53,11.42,11.48,11.59,11.33,11.64,11.88,11.94,11.93,12.04,12.27,13.07,13.92,13.58,13.34,13.19,13.39,12.68,12.39,12.49,12.66,14.11,15.85,14.34,12.99,12.68,12.75,12.9,12.98,14.25,15.19,14.92,15.26,15.51,15.61
Share-Based Compensation,10.1,9.81,11.38,10,10.23,8.43,11.3,10.92,12.77,10.83,12.96,10.48,10.95,10.62,17.2,11.21,11.87,11.27,18,13.9,12.98,13.38,23.82,12.16,12.18,11.16,21.64,12.3,17.41,11.19,30.91,15.2,12.09,11.6,25.52,14.18,13.1,12.49,18.6,15.88
Other Operating Activities,-44.13,67.85,-70.22,-38.43,-31.83,7.73,41.25,-8.03,-21.05,117.21,-35.47,-14.15,-60.93,79.87,-56.88,-58.39,-65.52,74.6,-23.63,-103.21,-103.32,123.01,-33.94,-23.26,3,18.84,-32.9,-57.89,-88.71,44.44,-329.66,-209.65,-172.82,43.26,141.07,226.81,239.4,292.65,-72.46,-12.86
Operating Cash Flow,61.95,173.86,44.89,86.69,89.53,134.39,181.73,132.68,117.76,235.95,105.18,115.79,72.56,195.68,81.21,85.36,126.39,235.48,148.56,86.72,102.05,289.48,155.71,161.5,165,165,186.72,161.57,141.66,355.83,30.3,177.37,305,413.95,558.65,670.38,486.7,546.41,158.45,189.98
Operating Cash Flow Growth,1.98%,5.20%,-46.58%,-9.97%,44.52%,-22.70%,304.87%,53.04%,31.53%,75.57%,-42.12%,-12.72%,-38.39%,-17.07%,-22.79%,-26.28%,74.19%,20.34%,82.92%,1.59%,-19.26%,22.93%,4.81%,86.23%,61.69%,-43.00%,19.92%,0.04%,-14.15%,115.65%,-83.77%,9.78%,115.30%,16.33%,1743.90%,277.96%,59.58%,32.00%,-71.64%,-71.66%
Capital Expenditures,-10.72,-8.76,-36.74,-8.26,-10.82,-9.45,-12.91,-9.55,-12.22,-14.04,-13.28,-12.66,-19.11,-12.76,-20.38,-34.46,56.99,-13.8,-12.11,-11.73,-9.83,-9.44,-12.99,-15.52,-9.08,-6.13,-22.11,-9.18,-10.12,-8.39,-6.54,-9.87,-11.45,-14.41,-38.16,-15.93,-18.33,-10.13,-10.48,-7.99
Change in Investments,73.49,-60.15,0.34,45.83,-0.02,40.27,-46.99,38.79,8.22,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,1.68,1.67,-1.54,0.37,-0.84,0.2,-0.01,-2.67,-1.11,-0.56,4.41,1.62,0.46,-0.67,0.04,-0.26,-0.18,-0.43,-1.56,1.11,-0.04,0.26,1.04,0.23,-0.52,-0.14,-0.07,1.17,0.55,-0.03,0.14,-0.16,-0.35,0.08,-0.13,-0.59,-0.25,0.58,-0.79,0.01
Investing Cash Flow,64.45,-67.24,-37.93,37.95,-11.68,31.03,-59.91,26.58,-5.12,-14.59,-8.87,-11.04,-18.7,-13.43,-20.34,-34.72,56.81,-14.23,-13.68,-10.62,-9.87,-9.18,-11.95,-15.29,-9.6,-6.27,-22.18,-8,-9.57,-8.43,-6.4,-10.03,-11.79,-14.33,-38.29,-16.52,-18.57,-9.55,-11.28,-7.98
Dividends Paid,-61.39,0,-62.81,0,-61.83,0,-68.78,0,-66.89,0,-73,0,-72.12,0,-75.73,0,-74.77,0,-79.18,0,-77.66,0,-85.18,0,-85.37,0,-86.82,0,-88.11,0,-98.39,0,-97.38,0,-109.83,0,-103.97,0,-102.26,0
Share Issuance / Repurchase,-129.07,-218.83,-109.27,-88.59,-64.82,-42.32,-103.09,-155.36,-198.25,-28.66,-47.63,-44.17,-31.89,-8.54,-32.55,-136.86,-95.21,-145.96,-140.21,-100.02,-78.97,-17.14,-158.3,-1.29,-64.08,-259.84,-1.8,121.43,-5.83,-66.24,-39.76,-19.63,-282.86,5.75,-543.38,-407.16,-556.14,-204.21,-678.51,-236.26
Debt Issued / Paid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.03,0.03,-0.09,0.17,7.48,-0.06,19.49,28.57,-21.12,24.52,-14.91,1.31,6.91
Other Financing Activities,0.66,0.4,0.5,0.05,-0.33,0.62,0.37,-,-3.11,-,-,-,-1.34,-,-,-,-0.9,-,-3.22,-1.25,-1.27,-,-6.67,-,-,-1.4,-9.17,-,-,-1.28,-13.89,-1.64,-,-7.48,-11.85,-0.54,-1.4,-7.45,-12.06,-
Financing Cash Flow,-189.81,-218.43,-171.58,-88.55,-126.98,-41.7,-171.51,-155.36,-268.26,-28.66,-120.63,-44.17,-105.35,-8.54,-108.28,-136.86,-170.88,-145.96,-222.6,-101.27,-157.9,-17.14,-250.16,-1.29,-149.21,-261.24,-97.78,121.46,-93.92,-67.6,-151.87,-13.79,-380.29,17.76,-636.49,-428.82,-636.99,-226.57,-791.52,-229.35
Exchange Rate Effect,0.73,-4.79,4.14,-16.17,-14.24,-17.69,2.27,-20.93,-5.28,13.42,-9.35,1.85,-16.77,7.9,6.27,4.76,5.34,6.52,-24.32,-5.07,-1.15,2.54,-0.38,-11.6,8.32,-16.01,1.73,10.03,24.11,-14.2,8.7,-7.57,-4.33,-6.44,-46.52,-47.49,48.46,6.37,-7.86,-11.81
Net Cash Flow,-62.68,-116.61,-160.49,19.92,-63.37,106.04,-47.42,-17.04,-160.89,206.12,-33.65,62.44,-68.27,181.61,-41.13,-81.47,17.66,81.8,-112.05,-30.24,-66.88,265.69,-106.78,133.32,14.52,-118.52,68.48,285.06,62.28,265.6,-119.27,145.99,-91.41,410.93,-162.66,177.56,-120.4,316.66,-652.21,-59.16
Free Cash Flow,51.23,165.1,8.15,78.44,78.71,124.95,168.82,123.13,105.54,221.92,91.91,103.13,53.44,182.92,60.83,50.9,183.38,221.68,136.44,74.99,92.22,280.05,142.72,145.98,155.92,158.87,164.61,152.39,131.54,347.44,23.76,167.5,293.55,399.53,520.49,654.46,468.37,536.29,147.97,181.99
Free Cash Flow Growth,2.07%,6.38%,-87.81%,-2.94%,53.63%,-24.32%,1971.36%,56.98%,34.09%,77.61%,-45.56%,-16.24%,-49.37%,-17.57%,-33.81%,-50.65%,243.14%,21.19%,124.29%,47.33%,-49.71%,26.33%,4.60%,94.67%,69.08%,-43.27%,15.34%,4.39%,-15.64%,118.69%,-85.57%,9.92%,123.17%,14.99%,2090.79%,290.72%,59.55%,34.23%,-71.57%,-72.19%
Free Cash Flow Margin,3.15%,11.07%,0.51%,4.60%,4.45%,7.45%,9.98%,7.46%,6.61%,15.64%,6.23%,6.60%,3.25%,11.84%,3.64%,2.82%,9.64%,11.96%,6.97%,3.59%,4.12%,13.86%,7.01%,7.04%,8.61%,8.35%,6.83%,6.49%,4.41%,10.86%,0.66%,3.88%,5.44%,8.57%,11.31%,15.00%,13.61%,20.69%,6.61%,8.31%
Free Cash Flow Per Share,0.25,0.82,0.04,0.40,0.41,0.65,0.89,0.65,0.57,1.22,0.51,0.57,0.30,1.02,0.34,0.28,1.03,1.26,0.78,0.43,0.54,1.63,0.83,0.86,0.92,0.94,0.99,0.91,0.78,2.05,0.14,0.99,1.74,2.38,3.15,4.04,2.98,3.48,0.98,1.24
