,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"56,475","55,600","72,932","102,932","90,771","119,922","150,662","174,057","149,949","154,812","145,832"
Market Cap Growth,17.50%,-1.55%,31.17%,41.13%,-11.81%,32.11%,25.63%,15.53%,-13.85%,3.24%,-
Enterprise Value,"57,565","56,502","73,051","102,540","91,606","120,338","150,892","172,059","149,617","157,460","148,480"
PE Ratio,20.02,18.62,20.29,27.96,16.27,23.90,26.93,22.40,17.14,23.78,22.68
PS Ratio,4.33,4.28,5.46,6.88,5.75,8.34,10.42,9.49,7.49,8.84,8.32
PB Ratio,5.44,5.59,6.96,9.96,10.09,13.46,16.40,13.06,10.29,9.16,8.63
P/FCF Ratio,15.39,14.46,17.86,22.05,14.98,20.67,27.44,27.65,25.32,114.76,108.10
P/OCF Ratio,13.93,12.64,15.81,19.19,12.63,18.04,24.54,19.88,17.20,24.11,22.72
EV/Sales Ratio,4.41,4.35,5.46,6.85,5.80,8.37,10.43,9.38,7.47,8.99,8.48
EV/EBITDA Ratio,11.07,10.39,12.25,14.52,11.80,17.32,20.96,17.11,13.33,17.48,16.48
EV/EBIT Ratio,14.51,13.12,14.58,16.65,13.45,20.40,24.31,18.90,14.60,20.26,19.11
EV/FCF Ratio,15.69,14.69,17.89,21.97,15.12,20.74,27.48,27.34,25.26,116.72,110.07
Debt / Equity Ratio,0.45,0.41,0.34,0.39,0.56,0.65,0.74,0.58,0.60,0.66,0.66
Debt / EBITDA Ratio,0.89,0.76,0.61,0.58,0.65,0.84,0.94,0.77,0.78,1.25,1.25
Debt / FCF Ratio,1.26,1.07,0.88,0.87,0.84,1.00,1.24,1.23,1.47,8.32,8.32
Quick Ratio,1.80,1.72,2.10,2.55,2.20,3.04,3.34,4.45,3.67,3.12,3.12
Current Ratio,2.79,2.77,3.29,3.87,3.27,4.13,4.28,5.33,4.70,4.56,4.56
Asset Turnover,0.73,0.77,0.84,0.89,0.88,0.81,0.80,0.83,0.78,0.56,0.56
Interest Coverage,42.21,47.84,62.63,78.95,54.49,34.69,32.67,49.47,47.88,22.01,22.01
Return on Equity (ROE),26.90%,29.50%,35.50%,34.50%,54.70%,57.50%,68.00%,66.40%,61.20%,40.20%,40.20%
Return on Assets (ROA),15.70%,17.70%,22.50%,22.00%,31.10%,28.30%,31.00%,35.20%,33.90%,21.00%,21.00%
Return on Capital (ROIC),19.13%,21.76%,25.14%,25.56%,39.84%,34.08%,34.29%,37.03%,37.93%,22.88%,22.88%
Earnings Yield,5.00%,5.37%,4.93%,3.58%,6.15%,4.18%,3.71%,4.46%,5.83%,4.21%,4.46%
FCF Yield,6.50%,6.92%,5.60%,4.54%,6.67%,4.84%,3.64%,3.62%,3.95%,0.87%,0.93%
Dividend Yield,2.30%,2.60%,2.20%,2.00%,2.80%,2.50%,2.30%,2.20%,2.80%,2.90%,3.24%
Payout Ratio,47.50%,49.00%,46.30%,57.60%,46.10%,60.20%,61.50%,50.20%,49.30%,70.40%,73.55%
Buyback Yield / Dilution,2.96%,3.43%,2.11%,0.88%,2.17%,3.84%,2.00%,-0.32%,1.07%,1.08%,1.08%
Total Shareholder Return,5.26%,6.03%,4.31%,2.88%,4.97%,6.34%,4.30%,1.88%,3.87%,3.98%,4.32%
