,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"11,906","17,258","30,940","25,549","38,467","36,769","27,667","26,087","26,694","24,730","16,368","19,400","24,191","21,326","24,787","23,128","24,896","24,584","17,771","19,033","14,789","14,262","14,506","12,009","12,564","5,194","5,527","6,250","8,021","15,288","13,604","13,286","11,629","11,847","8,236","7,824","8,267","9,609","11,712","8,370","9,568"
Market Cap Growth,-,-,-,-,223.09%,113.06%,-10.58%,2.10%,-30.60%,-32.74%,-40.84%,-25.63%,-9.38%,-13.76%,51.44%,19.22%,2.91%,15.28%,-28.31%,-17.71%,-40.60%,-41.99%,-18.37%,-36.90%,-15.05%,-63.58%,-61.90%,-47.95%,-36.16%,194.36%,146.12%,112.57%,44.98%,-22.51%,-39.46%,-41.11%,-28.91%,-18.90%,42.21%,6.97%,-
Enterprise Value,"18,419","23,332","37,327","33,865","48,110","45,761","36,795","37,065","40,306","38,853","31,456","35,353","41,538","38,650","42,206","41,651","44,577","43,738","36,990","38,791","43,904","43,201","43,690","41,123","42,024","35,534","35,224","38,663","41,569","48,467","42,952","44,482","44,385","44,273","39,582","40,321","41,994","40,090","41,250","38,068","39,266"
PE Ratio,-6.49,-17.05,-84.07,89.65,13.35,11.03,6.63,5.30,3.51,3.35,2.47,3.42,9.36,9.59,11.59,11.22,19.42,22.33,22.41,37.76,10.47,9.93,9.40,7.52,7.45,-7.02,-1.59,-0.99,-0.90,-1.94,-2.34,-4.10,-5.83,-4.98,-4.28,-4.87,65.09,5.42,4.45,5.21,6.37
PS Ratio,0.45,0.56,0.87,0.64,0.90,0.87,0.66,0.63,0.65,0.61,0.41,0.49,0.60,0.53,0.60,0.55,0.58,0.57,0.41,0.43,0.33,0.32,0.32,0.27,0.28,0.12,0.17,0.25,0.46,1.19,0.73,0.54,0.39,0.34,0.20,0.17,0.17,0.18,0.22,0.16,0.18
PB Ratio,-4.36,15.76,7.57,5.14,19.03,13.30,7.61,6.93,4.74,5.25,3.80,4.42,6.39,6.17,6.67,5.86,-31.92,-24.15,-20.45,-33.51,-87.51,-22.42,-659.37,75.06,-106.47,-1.97,-1.74,-1.13,-1.17,-1.92,-1.77,-1.79,-1.58,-1.32,-0.98,-0.99,-1.43,-1.66,-2.67,-1.63,-1.63
P/FCF Ratio,-5.15,-8.90,-12.71,-7.24,-17.50,-27.83,-62.59,28.02,200.71,222.79,77.57,48.99,26.35,50.90,143.28,-119.83,-21.97,-37.36,-23.11,-24.81,-146.43,-18.03,-10.08,-13.14,-25.28,-2.84,-2.02,-1.07,-0.96,-2.16,-5.87,-11.72,23.98,19.61,-4.52,-8.59,-23.49,4.58,5.76,3.08,3.53
P/OCF Ratio,17.64,14.02,21.46,24.01,12.49,8.52,5.24,3.82,4.27,3.88,2.62,3.17,3.71,3.47,4.40,4.69,5.25,5.73,4.80,5.85,4.19,4.21,4.79,3.05,3.29,2.60,15.70,-2.03,-1.23,-2.47,-7.46,-13.85,16.52,6.91,-514.74,6.92,3.80,2.22,2.70,1.68,1.92
Debt / Equity Ratio,-6.15,15.24,4.09,3.44,8.77,6.85,5.17,5.47,3.65,4.62,5.30,5.32,6.43,7.10,6.69,6.25,-32.13,-24.30,-27.71,-43.60,-201.36,-52.58,-1579.45,215.25,-283.42,-12.93,-12.64,-7.45,-5.97,-6.04,-6.30,-6.27,-6.29,-5.13,-5.33,-5.66,-7.53,-7.44,-9.71,-8.02,-8.02
Quick Ratio,0.86,0.84,0.82,0.77,0.73,0.83,0.77,0.81,0.62,0.59,0.63,0.63,0.62,0.56,0.56,0.51,0.46,0.43,0.41,0.44,0.37,0.32,0.37,0.37,0.31,0.25,0.62,0.60,0.53,0.91,0.94,0.89,0.79,0.68,0.67,0.65,0.56,0.59,0.62,0.55,0.55
Current Ratio,1.04,1.01,0.99,0.97,0.88,0.99,0.94,0.97,0.73,0.71,0.75,0.76,0.74,0.70,0.68,0.65,0.60,0.57,0.55,0.58,0.48,0.44,0.49,0.49,0.45,0.37,0.77,0.74,0.67,1.04,1.05,1.01,0.91,0.81,0.81,0.79,0.71,0.72,0.75,0.69,0.69
Interest Coverage,-9.86,3.03,6.63,5.52,3.58,5.49,8.71,8.80,2.07,5.67,7.00,5.76,2.40,3.08,6.28,5.00,2.53,1.91,3.87,2.89,2.47,1.90,4.21,2.96,3.15,-10.25,-9.47,-8.10,-6.47,-3.24,1.02,1.43,-1.54,-3.51,2.29,2.32,2.90,1.03,4.22,-0.28,1.97
Return on Capital (ROIC),Upgrade,9.94%,11.47%,12.16%,13.96%,19.61%,20.11%,23.46%,24.63%,74.01%,71.91%,67.14%,61.80%,11.17%,9.90%,9.28%,8.90%,5.48%,4.75%,3.75%,2.49%,5.86%,6.11%,6.14%,6.46%,6.88%,-1.71%,-10.55%,-20.68%,-30.51%,-22.92%,-14.20%,-6.15%,-1.74%,-2.94%,-3.33%,-2.77%,2.27%,7.65%,9.64%,7.69%
Dividend Yield,0.00%,0.00%,0.00%,0.30%,0.40%,0.60%,1.00%,1.00%,0.90%,1.00%,1.40%,1.10%,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,1.10%,1.00%,1.20%,1.30%,1.20%,1.50%,1.40%,3.30%,2.30%,1.60%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,0.00%,0.00%,0.00%,7.60%,11.80%,7.50%,4.00%,3.90%,2.00%,8.70%,5.90%,7.10%,22.20%,14.90%,5.70%,7.40%,-8.60%,29.40%,8.30%,12.30%,14.30%,24.40%,6.70%,10.40%,10.50%,-1.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,-,-,-,-,-52.12%,-47.75%,3.80%,6.70%,12.12%,13.44%,16.55%,21.12%,17.80%,16.39%,14.80%,8.10%,7.65%,6.15%,4.96%,5.44%,3.74%,5.09%,4.98%,3.31%,4.89%,5.20%,4.93%,-14.21%,-16.11%,-49.07%,-51.67%,-27.31%,-27.31%,-2.35%,-1.27%,-0.37%,-0.37%,-0.30%,-0.52%,-0.54%,-0.54%
Total Shareholder Return,-,-,-,0.30%,-51.72%,-47.15%,4.80%,7.70%,13.02%,14.44%,17.95%,22.22%,18.70%,17.29%,15.60%,8.90%,8.45%,6.95%,6.06%,6.44%,4.94%,6.39%,6.18%,4.81%,6.29%,8.50%,7.23%,-12.61%,-15.51%,-49.07%,-51.67%,-27.31%,-27.31%,-2.35%,-1.27%,-0.37%,-0.37%,-0.30%,-0.52%,-0.54%,-0.54%
