,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,-,-,-,-,"11,771","12,016","6,723","7,194","6,968","6,950","7,129","6,735","8,670","8,048","8,995","8,468","8,911","10,141","9,661","7,593","8,808","7,937","8,625","13,574","9,335","12,319","14,916","18,964","21,848","22,030","18,812","17,238","13,176","9,804","8,195","9,190","10,146","10,074","9,348","10,962","10,830"
Market Cap Growth,-,-,-,-,-,-,-,-,-40.80%,-42.16%,6.04%,-6.38%,24.43%,15.79%,26.18%,25.73%,2.79%,26.01%,7.40%,-10.33%,-1.17%,-21.74%,-10.72%,78.77%,5.98%,55.22%,72.93%,39.71%,134.06%,78.83%,26.12%,-9.10%,-39.70%,-55.50%,-56.43%,-46.69%,-23.00%,2.75%,14.06%,19.28%,-
Enterprise Value,-157,-,-,-297,"11,226","11,458","6,602","7,157","7,343","7,492","7,648","7,228","9,113","8,525","9,410","8,715","8,969","10,307","9,838","7,658","9,018","8,327","9,059","14,050","10,194","13,059","15,585","19,478","22,193","22,576","19,405","18,296","14,250","10,993","9,331","10,319","11,385","11,378","10,689","11,921","11,788"
PE Ratio,-,-,-,-,59.96,75.25,66.68,3912.05,-241.55,-190.13,-244.50,-69.67,-523.59,-193.89,-515.93,301.13,-221.19,-255.71,-222.13,128.46,66.16,39.16,34.01,39.29,27.92,31.45,33.48,39.08,29.78,23.89,17.03,15.39,12.75,12.01,11.95,20.25,98.36,-1081.84,-93.04,-51.84,-51.84
PS Ratio,-,-,-,-,6.88,5.81,2.79,2.73,2.67,2.64,2.55,2.25,2.86,2.71,3.07,2.87,3.00,3.35,3.13,2.47,2.85,2.50,2.79,4.33,2.88,3.79,4.26,5.08,5.44,5.08,4.15,3.79,2.84,2.15,1.83,2.24,2.84,3.16,2.99,3.17,3.13
PB Ratio,-,-,-,-,1.91,1.95,1.18,1.31,1.39,1.38,1.43,1.39,1.77,1.64,1.83,1.76,1.87,2.17,2.09,1.66,2.02,1.83,2.02,3.13,2.17,2.83,3.38,4.21,4.72,4.74,3.98,3.69,2.89,2.28,1.90,2.21,2.60,2.64,2.45,3.01,2.98
P/FCF Ratio,-,-,-,-,86.70,77.98,33.11,23.34,18.72,27.90,24.52,30.89,38.68,29.33,30.35,19.37,15.29,15.97,15.39,11.43,14.94,10.38,11.42,18.00,11.94,16.23,17.32,19.58,19.60,18.26,16.12,19.91,15.76,12.42,10.09,9.68,14.81,20.05,26.58,17.82,17.61
P/OCF Ratio,-,-,-,-,38.51,29.25,12.91,10.79,10.13,11.47,10.38,9.77,11.16,9.80,11.37,10.07,10.45,12.30,11.80,8.61,10.87,8.00,9.07,14.78,9.87,13.65,14.76,17.03,16.78,15.41,13.50,15.58,12.56,10.00,8.17,8.18,12.03,16.38,21.21,15.74,15.55
Debt / Equity Ratio,0.13,-,-,-,-,-,0.01,0.18,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.21,0.12,0.16,0.16,0.21,0.24,0.24,0.36,0.37,0.43,0.61,0.39,0.38,0.38,0.37,0.44,0.45,0.48,0.47,0.49,0.52,0.54,0.54,0.56,0.56
Quick Ratio,1.79,-,-,2.49,2.84,2.96,1.86,4.50,2.61,2.18,1.86,1.82,2.31,2.56,2.57,3.47,2.98,2.00,2.35,2.64,2.55,2.15,2.24,3.10,2.04,2.89,1.69,2.86,2.76,2.44,2.05,2.42,2.33,1.97,2.07,2.15,2.05,1.68,1.98,1.24,1.24
