,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-10-03,2021-01-02,2021-04-03,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Net Income,-1.05,38.65,63.31,87.86,6.48,2.04,4.45,-11.13,-24.2,-5.68,11.85,-78.64,55.91,-30.62,35.92,-33.08,-12.5,-29.99,32.08,69.52,61.52,39.54,83.04,161.36,50.39,96.92,136.92,201.04,298.74,285.63,319.19,216.26,212.28,68.88,188.62,-15.93,-138.42,-43.58,97.46,-126.94
Depreciation & Amortization,40.31,11.84,12.24,12.95,179.96,42.74,46.07,48.52,537.62,46.35,50.83,56.11,551.29,42.83,313.99,182.44,174.96,176.77,180.15,185.29,120.89,122.27,111.19,116.79,118.69,122.12,123.15,124.85,85.99,89.83,89.4,92.33,89.85,85.72,84.7,84.19,84.24,81.01,79.27,78.86
Share-Based Compensation,5.1,8.84,7.19,2.16,32.76,48.17,35.73,29.97,24.71,30.59,25.99,16.7,15.57,21.13,23.46,13.72,9.86,19.35,20.91,18.62,12.71,24.95,20.88,16.38,13.77,21.86,30.05,19.25,18.17,25.24,28.69,19.31,10.27,35.41,31.79,19.71,18.67,38.45,39.05,21.76
Other Operating Activities,-12.65,-23.06,-24.04,-30.84,-80.68,48.49,82.55,150.64,-378.44,-11.88,161.34,226.19,-375.69,70.31,-153.51,106.99,86.64,-90.87,-18.6,59.8,-7.77,70.35,-41.69,6.2,31.55,-26.62,-9.15,58.54,0.04,-59.13,-192.45,-210.94,33.48,82.99,-37.69,149.4,100.95,-30.99,-122.78,519.27
Operating Cash Flow,31.72,36.26,58.7,72.14,138.53,141.43,168.8,218.01,159.69,59.39,250,220.36,247.07,103.64,219.86,270.07,258.96,75.26,214.54,333.22,187.35,257.12,173.41,300.72,214.4,214.28,280.97,403.68,402.93,341.57,244.83,116.97,345.88,273.01,267.42,237.36,65.44,44.89,93.01,492.95
Operating Cash Flow Growth,-,-,-,-,336.70%,290.04%,187.56%,202.21%,15.28%,-58.01%,48.11%,1.08%,54.72%,74.50%,-12.06%,22.56%,4.81%,-27.38%,-2.42%,23.38%,-27.65%,241.64%,-19.17%,-9.75%,14.44%,-16.66%,62.02%,34.24%,87.94%,59.40%,-12.86%,-71.02%,-14.16%,-20.07%,9.23%,102.94%,-81.08%,-83.56%,-65.22%,107.68%
Capital Expenditures,-7.17,-2.42,-19.29,-20.75,-127.4,-89.26,-80.43,-61.47,-84.47,-130.44,-119.98,-136.54,-165.75,-124.43,-67.79,-45.44,-32.18,-43.56,-70.1,-71.96,-35.31,-50.3,-38.04,-40.67,-35.1,-29.83,-43.55,-36.12,-77.46,-65.25,-47.31,-50.43,-50.47,-43.34,-46.78,-34.15,-34.1,2.24,-23.01,-26.29
Acquisitions,0,0,0,1.5,222.82,0,0,0,0,-117.5,-0.52,0.02,0.01,0,0,0,0,0,0,0,0,-291.55,-8.12,-195.11,-451.26,0.16,-47.68,0.45,0,-166.82,0,-222.37,0.06,0,0,0,0,0,0,0
Change in Investments,18.59,-26.99,-24.69,-48.47,-26.4,14.12,205.85,-171.91,1.43,172.92,13.87,0,-0.47,0,0,0,0,-57.73,58.13,0,-0,1.95,0,0,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,-0.66,-,-,-1.1,9.25,-,-24.75,25.41,-13.24,0.02,-5.2,0.09,-0.89,7.04,-30.06,14.32,1.14,-8.67,-10.83,-0.75,-6.78,-2.24,0.99,-0.02,5.67,6.33,3.25,5.7,0.09,4.1,7.68,-11.77,6.64,4.45,1.39,1.07,-1.95,-6.18,2.76,27.2
Investing Cash Flow,10.76,-29.41,-43.97,-68.82,78.26,-75.14,100.67,-207.96,-96.28,-75,-111.82,-136.43,-167.09,-117.39,-97.86,-31.12,-31.04,-109.96,-22.8,-72.71,-42.09,-342.13,-45.17,-235.8,-482.64,-23.35,-87.98,-29.97,-77.36,-227.96,-39.64,-284.58,-43.78,-38.89,-45.39,-33.08,-36.05,-3.94,-20.25,0.9
Share Issuance / Repurchase,12.15,10.63,5.83,2.88,-24.14,-31.62,-488.61,-239.3,-488.6,25.96,-90.29,-55.75,-30.14,-11.4,-44.66,-70.76,-35.68,-90.12,-78.16,-144.95,-283.56,-90.69,-154.21,-107.69,-112.35,-64.58,-93.68,-153.16,-161.07,-290.46,-212.48,-295.8,-315.24,-341.03,-149.53,-200.35,-138.34,-90.01,-88.98,-94.7
Debt Issued / Paid,0.05,-87.5,0,-0.01,-0.03,-1.34,75,913.45,-0.7,0,0,0,0,0,0,100,-107.73,-458.17,134.73,-22.75,200.87,100,0,559,0,305.5,801.25,-986.74,-1.25,0,0,301.57,0,0,0,0,0,0,0,-17.91
Other Financing Activities,0.01,-4.35,-7.3,1.33,-10.24,-7.52,-11.83,-1.53,-0.39,-2.81,-11.9,-0.29,-0.44,-8.4,-15.6,-2.24,-0.38,-7.02,-24.22,-0.87,-2.44,-5.44,-15.94,-5.89,-1.24,-11.08,-36.98,-1.42,1.29,-20.92,-38.9,-1.52,-1.75,-4.92,-17.48,-0.71,-1,-15.18,-20.15,-0.93
