,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"125,802","83,619","92,471","76,888","105,820","93,156","129,186","151,017","136,096","120,171","170,402"
Market Cap Growth,8.84%,-33.53%,10.59%,-16.85%,37.63%,-11.97%,38.68%,16.90%,-9.88%,-11.70%,-
Enterprise Value,"108,237","77,267","85,580","61,473","110,102","96,829","133,698","154,348","145,196","124,245","173,828"
PE Ratio,15.79,15.86,16.21,31.45,-21.32,21.24,24.85,16.70,10.52,16.62,22.13
PS Ratio,4.75,3.31,3.93,3.45,4.68,3.84,5.49,4.50,3.08,3.36,4.70
PB Ratio,3.21,2.66,2.91,2.50,131.13,18.98,21.26,15.18,7.56,5.57,7.39
P/FCF Ratio,16.26,17.50,13.04,17.84,33.87,14.56,29.31,17.46,19.90,12.05,17.20
P/OCF Ratio,14.16,15.19,12.12,15.37,27.08,12.79,22.22,14.33,14.96,10.64,15.28
EV/Sales Ratio,4.09,3.06,3.63,2.76,4.87,3.99,5.68,4.60,3.28,3.47,4.79
EV/EBITDA Ratio,10.44,9.90,10.00,12.44,40.46,10.18,17.33,12.43,8.44,12.63,16.60
EV/EBIT Ratio,11.74,11.72,12.00,17.65,94.92,11.94,21.15,14.25,9.41,15.47,20.16
EV/FCF Ratio,13.99,16.17,12.07,14.26,35.24,15.13,30.34,17.84,21.23,12.45,17.54
Debt / Equity Ratio,-,0.35,0.37,0.71,20.29,3.25,2.59,1.58,0.86,0.71,0.67
Debt / EBITDA Ratio,-,1.40,1.37,4.43,6.02,1.68,2.04,1.27,0.90,1.56,1.48
Debt / FCF Ratio,-,2.30,1.66,5.08,5.24,2.49,3.57,1.82,2.26,1.54,1.56
Quick Ratio,3.32,3.16,2.85,3.75,1.32,1.65,1.75,1.34,1.01,1.51,1.70
Current Ratio,3.73,3.62,3.14,4.00,1.53,1.88,2.13,1.68,1.75,2.33,2.56
Asset Turnover,0.55,0.51,0.46,0.37,0.41,0.72,0.71,0.87,0.97,0.72,0.72
Interest Coverage,1843.20,63.40,24.02,7.05,1.51,12.93,10.50,19.38,31.51,11.57,12.28
Return on Equity (ROE),20.80%,14.90%,18.70%,7.80%,-27.70%,98.30%,122.70%,109.80%,88.10%,35.80%,36.50%
Return on Assets (ROA),16.70%,10.60%,11.20%,4.10%,-8.90%,13.00%,15.60%,23.40%,28.30%,14.60%,15.50%
Return on Capital (ROIC),16.67%,11.07%,12.45%,4.01%,-45.78%,21.57%,26.08%,33.53%,40.98%,20.76%,20.99%
Earnings Yield,6.33%,6.30%,6.17%,3.18%,-4.69%,4.71%,4.02%,5.99%,9.51%,6.02%,4.56%
FCF Yield,6.15%,5.71%,7.67%,5.61%,2.95%,6.87%,3.41%,5.73%,5.03%,8.30%,5.81%
Dividend Yield,2.10%,3.40%,3.20%,4.20%,3.30%,3.20%,2.20%,2.00%,2.40%,2.90%,2.10%
Payout Ratio,32.60%,55.20%,52.60%,132.50%,-70.20%,68.30%,55.50%,33.30%,24.80%,47.90%,46.38%
Buyback Yield / Dilution,2.28%,4.38%,8.60%,0.53%,1.81%,16.61%,5.82%,0.35%,1.04%,0.97%,0.35%
Total Shareholder Return,4.38%,7.78%,11.80%,4.73%,5.11%,19.81%,8.02%,2.35%,3.44%,3.87%,2.45%
