,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"28,008","25,905","29,884","34,639","35,642","49,698","48,994","67,536","63,540","59,223","62,315"
Market Cap Growth,7.09%,-7.51%,15.36%,15.91%,2.90%,39.44%,-1.42%,37.85%,-5.92%,-6.79%,-
Enterprise Value,"33,216","31,258","35,658","39,849","41,230","57,191","56,736","77,156","74,313",-,"73,008"
PE Ratio,20.05,18.70,21.41,28.25,31.43,32.44,24.88,53.81,24.54,23.10,24.94
PS Ratio,2.33,2.22,2.57,3.46,3.31,4.51,4.43,5.54,5.09,4.43,4.66
PB Ratio,4.26,4.24,5.46,7.56,8.59,14.73,14.02,63.65,-120.11,0,-70.57
P/FCF Ratio,20.21,15.07,14.20,62.87,24.65,30.87,18.54,33.02,21.02,18.61,31.62
P/OCF Ratio,17.06,12.89,12.85,47.19,21.14,27.08,17.60,30.95,19.74,17.24,28.66
EV/Sales Ratio,2.76,2.68,3.07,3.99,3.83,5.19,5.13,6.33,5.96,-,5.46
EV/EBITDA Ratio,12.71,12.48,14.50,21.45,17.98,20.86,17.66,29.92,19.42,-,18.75
EV/EBIT Ratio,16.44,15.93,18.28,41.21,27.05,26.26,20.27,34.25,20.86,-,19.71
EV/FCF Ratio,23.97,18.18,16.95,72.32,28.51,35.52,21.47,37.73,24.58,-,37.04
Debt / Equity Ratio,0.85,0.94,1.13,1.30,1.50,2.45,2.47,9.58,-21.67,0,-14.33
Debt / EBITDA Ratio,1.68,2.23,2.33,3.34,2.60,2.28,2.58,3.34,2.66,3.03,3.04
Debt / FCF Ratio,3.17,3.25,2.73,11.26,4.13,3.88,3.14,4.22,3.36,3.60,6.01
Quick Ratio,0.24,0.26,0.26,0.30,0.27,0.26,0.24,0.21,0.21,0,0.20
Current Ratio,1.05,1.07,1.05,1.07,1.08,1.06,1.07,1.00,1.02,0,1.00
Asset Turnover,0.40,0.43,0.44,0.38,0.41,0.37,0.34,0.38,0.38,0,0.39
Interest Coverage,7.71,6.77,6.76,3.47,5.55,7.07,8.33,6.49,9.04,-7.82,-6.28
Return on Equity (ROE),17.15%,21.08%,22.86%,22.39%,24.74%,36.91%,58.34%,35.91%,244.02%,-484.69%,-310.41%
Return on Assets (ROA),4.62%,4.65%,5.14%,4.61%,4.35%,5.80%,6.70%,3.91%,8.11%,7.84%,7.56%
Return on Capital (ROIC),12.72%,12.80%,13.79%,5.32%,12.92%,17.55%,19.52%,11.68%,27.40%,28.71%,28.50%
Earnings Yield,4.99%,5.35%,4.67%,3.54%,3.18%,3.08%,4.02%,1.86%,4.07%,4.33%,4.11%
FCF Yield,4.95%,6.64%,7.04%,1.59%,4.06%,3.24%,5.39%,3.03%,4.76%,5.37%,3.16%
Dividend Yield,0.97%,1.25%,1.15%,1.05%,1.07%,0.82%,0.84%,0.66%,0.73%,0.83%,0.79%
Payout Ratio,19.54%,23.32%,24.71%,29.69%,33.69%,26.76%,20.92%,35.62%,17.88%,19.07%,19.71%
Buyback Yield / Dilution,5.01%,5.27%,4.76%,3.55%,5.26%,2.59%,3.12%,3.00%,5.71%,3.85%,3.49%
Total Shareholder Return,5.98%,6.52%,5.91%,4.60%,6.33%,3.42%,3.96%,3.66%,6.43%,4.67%,4.28%
