,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"11,562","12,287","10,550","18,103","25,467","32,238","43,313","61,004","54,947","46,425","55,254"
Market Cap Growth,32.34%,6.27%,-14.14%,71.60%,40.68%,26.59%,34.35%,40.84%,-9.93%,-15.51%,-
Enterprise Value,"10,041","11,004","9,786","17,694","25,730","33,372","44,014","61,332","56,244","47,019","55,948"
PE Ratio,50.53,150.21,-31.92,-31.10,-44.92,-398.99,201.93,50.50,110.56,56.41,60.78
PS Ratio,5.09,4.89,4.21,8.91,12.38,12.55,13.23,16.10,12.53,9.28,10.34
PB Ratio,5.11,5.54,6.51,24.68,-99.48,-152.86,-311.38,63.18,64.72,40.55,37.28
P/FCF Ratio,23.16,19.41,30.88,193.20,-511.39,103.96,31.80,45.32,37.25,22.86,31.32
P/OCF Ratio,20.52,17.34,25.48,106.67,28296.94,85.49,30.61,42.45,35.89,22.42,30.92
EV/Sales Ratio,4.42,4.38,3.91,8.71,12.51,12.99,13.44,16.18,12.82,9.39,10.47
EV/EBITDA Ratio,24.27,41.28,66.53,-49.09,-64.21,475.39,93.59,81.45,73.43,41.28,45.52
EV/EBIT Ratio,35.26,91.17,7528.02,-35.42,-50.54,-1334.89,128.32,97.51,91.01,47.54,51.33
EV/FCF Ratio,20.11,17.38,28.65,188.83,-516.67,107.62,32.32,45.57,38.13,23.15,31.72
Debt / Equity Ratio,0.33,0.33,0.92,2.03,-6.20,-9.90,-18.29,2.18,3.61,2.33,1.79
Debt / EBITDA Ratio,1.80,2.79,10.11,-4.14,-3.96,29.74,5.41,2.79,4.00,2.34,2.15
Debt / FCF Ratio,1.49,1.17,4.36,15.91,-31.85,6.73,1.87,1.56,2.08,1.31,1.50
Quick Ratio,2.51,1.78,1.83,1.08,0.83,0.62,0.78,0.74,0.62,0.76,0.65
Current Ratio,2.65,1.91,1.88,1.13,0.88,0.70,0.83,0.81,0.69,0.84,0.75
Asset Turnover,0.52,0.53,0.48,0.41,0.48,0.63,0.63,0.62,0.55,0.58,0.58
Interest Coverage,58.12,3.20,0.06,-20.64,-10.56,-1.41,7.12,7.67,11.66,23.00,77.86
Return on Equity (ROE),10.70%,3.60%,-17.70%,-51.00%,-336.00%,35.20%,-114.40%,501.80%,43.40%,94.80%,77.50%
Return on Assets (ROA),5.30%,1.70%,-6.30%,-11.70%,-13.30%,-2.00%,4.10%,19.70%,6.20%,9.50%,10.00%
Return on Capital (ROIC),7.74%,4.02%,0.04%,-22.46%,-38.28%,-1.33%,10.38%,45.25%,13.90%,22.58%,22.49%
Earnings Yield,1.98%,0.67%,-3.13%,-3.22%,-2.23%,-0.25%,0.50%,1.98%,0.90%,1.77%,1.66%
FCF Yield,4.32%,5.15%,3.24%,0.52%,-0.20%,0.96%,3.14%,2.21%,2.68%,4.37%,3.19%
Buyback Yield / Dilution,0.91%,-1.22%,2.75%,1.46%,1.44%,0.27%,-1.64%,0.22%,-0.46%,1.80%,0.46%
Total Shareholder Return,0.91%,-1.22%,2.75%,1.46%,1.44%,0.27%,-1.64%,0.22%,-0.46%,1.80%,0.46%
