,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,381","1,319","1,356","1,795","1,674","3,626","3,163","3,379","6,976","3,490","2,953","3,316","3,213","3,649","2,592","2,542","2,179","1,641","1,918","3,616","1,674","1,754","1,948","4,337","3,964","6,539","7,083","2,943","2,238","2,241","2,563","2,944","1,458","1,044","1,420","1,844","1,671","1,401","1,860","2,971"
Short-Term Investments,"2,666","3,426","3,321","3,205","2,589",651,209,700,507,166,69,68,66,98,97,251,276,279,292,83,84,85,88,88,84,80,78,81,74,84,76,75,72,83,77,84,86,77,76,82
Cash & Cash Equivalents,"4,047","4,745","4,677","5,000","4,263","4,277","3,372","4,079","7,483","3,656","3,022","3,384","3,279","3,747","2,689","2,793","2,455","1,920","2,210","3,699","1,758","1,839","2,036","4,425","4,048","6,619","7,161","3,024","2,312","2,325","2,639","3,019","1,530","1,127","1,497","1,928","1,757","1,478","1,936","3,053"
Cash Growth,-9.81%,2.00%,-8.97%,25.63%,5.34%,-9.86%,-27.90%,-18.42%,75.53%,-14.52%,-10.38%,-17.04%,-56.18%,2.49%,-11.02%,-17.46%,-25.13%,-48.76%,-17.81%,32.44%,-28.39%,-4.22%,-7.87%,19.63%,130.26%,259.92%,251.72%,-31.66%,-42.89%,-64.87%,-63.15%,-0.17%,-33.82%,-51.53%,-43.27%,-36.14%,14.84%,31.14%,29.33%,58.35%
Receivables,"1,430","1,503","1,529","1,572","1,521","1,500","1,496","1,662","1,591","1,758","1,803","1,967","1,875","1,905","1,965","2,198","2,108","2,089","2,076","2,332","2,284","2,408","2,438","2,893","2,646","2,203","2,426","2,701","2,616","2,714","2,817","3,022","2,991","3,145","3,103","3,565","3,215","3,261","3,276","3,765"
Inventory,"1,498","1,587","1,666","1,588","1,582","1,619","1,665","1,639","1,768","1,989","2,092","2,030","2,172","2,279","2,454","2,465","2,664","2,740","2,893","2,955","3,064","3,198","3,269","2,980","3,359","3,442","3,459","3,494","3,473","3,431","3,434","3,314","3,525","3,749","3,883","3,995","4,333","4,593","4,883","4,843"
Other Current Assets,"1,471","1,546","1,454",524,"1,361","1,540","1,500",563,483,421,449,480,563,547,602,537,624,664,739,747,782,740,823,760,683,537,499,488,578,562,570,662,679,804,835,787,850,819,950,857
Total Current Assets,"8,446","9,381","9,326","8,684","8,727","8,936","8,033","7,943","11,325","7,824","7,366","7,861","7,889","8,478","7,710","7,993","7,851","7,413","7,918","9,733","7,888","8,185","8,566","11,058","10,736","12,801","13,545","9,707","8,979","9,032","9,460","10,017","8,725","8,825","9,318","10,275","10,155","10,151","11,045","12,518"
"Property, Plant & Equipment","1,117","1,127","1,104","1,098","1,069","1,102","1,128","1,199","1,224","1,446","1,505","1,569","1,655","1,758","1,852","1,975","2,054","2,101","2,178","2,291","2,297","2,387","2,460","2,567","2,607","2,527","2,529","2,752","2,710","2,738","2,746","2,833","2,793","2,803","2,798","2,970","3,037","3,082","3,106","3,215"
Goodwill and Intangibles,"6,082","6,191","6,365","6,204","6,059","6,050","6,021","5,930","5,945","10,100","10,083","9,864","9,839","9,853","10,496","10,645","11,412","11,203","11,097","12,726","12,950","12,946","12,760","13,296","13,132","13,086","13,045","18,332","18,181","18,063","17,951","17,758","20,658","20,360","20,046","19,765","19,628","20,089","19,869","19,836"
Other Long-Term Assets,514,530,720,"1,293",725,731,735,"1,151","1,174","1,150","1,233","1,141","1,134","1,203","1,427","1,584",816,853,891,"2,479","2,802","2,836","2,873","3,246","2,965","3,069","3,167","3,539","3,585","3,865","3,988","4,023","3,961","4,044","3,821","3,874","4,010","4,087","4,022","4,343"
Total Long-Term Assets,"7,713","7,848","8,189","8,595","7,853","7,883","7,884","8,280","8,343","12,696","12,821","12,574","12,628","12,814","13,775","14,204","14,282","14,157","14,166","17,496","18,049","18,169","18,093","19,109","18,704","18,682","18,741","24,623","24,476","24,666","24,685","24,614","27,412","27,207","26,665","26,609","26,675","27,258","26,997","27,394"
Total Assets,"16,159","17,229","17,515","17,279","16,580","16,819","15,917","16,223","19,668","20,520","20,187","20,435","20,517","21,292","21,485","22,197","22,133","21,570","22,084","27,229","25,937","26,354","26,659","30,167","29,440","31,483","32,286","34,330","33,455","33,698","34,145","34,631","36,137","36,032","35,983","36,884","36,830","37,409","38,042","39,912"
Accounts Payable,350,337,335,329,333,342,340,410,394,425,420,437,456,427,458,487,529,561,563,646,619,616,659,675,736,635,647,810,767,864,934,"1,129","1,084","1,160","1,213","1,413","1,366","1,326","1,296","1,517"
