,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,305","2,363","2,389","2,618","2,379","2,432","2,420","2,715","2,495","2,840","2,833","3,157","2,955","3,012","3,006","3,471","3,241","3,322","3,242","3,796","3,516","3,650","3,587","4,131","3,588","2,764","3,737","4,262","3,953","4,294","4,160","4,701","4,275","4,493","4,479","5,202","4,778","4,996","4,909","5,815"
Revenue Growth (YoY),5.25%,6.83%,11.06%,6.08%,3.21%,2.92%,1.30%,3.71%,4.88%,16.78%,17.07%,16.28%,18.44%,6.06%,6.11%,9.95%,9.68%,10.29%,7.85%,9.36%,8.49%,9.87%,10.64%,8.83%,2.05%,-24.27%,4.18%,3.17%,10.17%,55.35%,11.32%,10.30%,8.15%,4.63%,7.67%,10.66%,11.77%,11.20%,9.60%,11.78%
Cost of Revenue,776,815,829,899,826,827,796,895,801,998,960,"1,062",991,"1,021","1,022","1,230","1,104","1,132","1,087","1,340","1,233","1,270","1,257","1,428","1,257","1,216","1,276","1,545","1,444","1,522","1,518","1,656","1,541","1,667","1,697","1,966","1,762","1,815","1,751","2,112"
Gross Profit,"1,529","1,548","1,560","1,719","1,553","1,605","1,624","1,820","1,694","1,842","1,873","2,095","1,964","1,991","1,984","2,241","2,137","2,190","2,155","2,456","2,283","2,380","2,330","2,703","2,331","1,548","2,461","2,717","2,509","2,772","2,642","3,045","2,734","2,826","2,782","3,236","3,016","3,181","3,158","3,703"
"Selling, General & Admin",859,870,878,940,892,861,887,970,944,"1,043","1,057","1,093","1,102","1,130","1,103","1,217","1,236","1,190","1,242","1,431","1,403","1,282","1,291","1,380","1,330","1,225","1,244","1,562","1,575","1,505","1,602","1,745","1,710","1,539","1,455","1,751","1,781","1,706","1,701","1,941"
Research & Development,150,158,153,153,152,154,155,164,159,183,184,189,192,192,198,205,204,216,221,221,225,246,246,254,254,233,242,255,288,310,306,331,413,351,364,326,339,346,353,350
Other Operating Expenses,389,323,79,158,103,161,204,38,72,116,146,143,114,167,158,105,106,112,116,106,127,239,165,125,112,110,116,151,187,225,160,150,164,164,155,345,161,164,173,155
Operating Expenses,"1,398","1,351","1,110","1,251","1,147","1,176","1,246","1,172","1,175","1,342","1,387","1,425","1,408","1,489","1,459","1,527","1,546","1,518","1,579","1,758","1,755","1,767","1,702","1,759","1,696","1,568","1,602","1,968","2,050","2,040","2,068","2,226","2,287","2,054","1,974","2,422","2,281","2,216","2,227","2,446"
Operating Income,131,197,450,468,406,429,378,648,519,500,486,670,556,502,525,714,591,672,576,698,528,613,628,944,635,-20,859,749,459,732,574,819,447,772,808,814,735,965,931,"1,257"
Other Expense / Income,24,30,25,7,29,28,33,36,38,67,67,82,57,58,54,65,49,49,42,41,48,48,47,8,45,67,79,78,92,70,79,62,61,52,-8,53,56,66,62,31
