,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,848","7,778","9,468","9,759","10,955","10,714","9,099","9,604","8,908","10,633","10,600","10,055","10,374","10,926","9,679","10,683","12,420","13,096","11,649","13,566","11,563","11,905","11,519","11,477","10,577","8,930","10,642","13,778","12,761","12,770","12,457","11,459","13,991","13,873","12,901","11,931","10,777","11,578","10,986","10,028","8,428"
Market Cap Growth,-13.18%,-18.78%,4.73%,2.78%,23.82%,37.76%,-3.90%,-1.59%,-18.69%,-0.76%,16.50%,4.70%,16.47%,2.75%,-8.69%,6.25%,19.72%,19.86%,20.35%,26.98%,-6.90%,-9.09%,-1.11%,-15.40%,-8.53%,-24.99%,-7.61%,20.04%,20.66%,43.00%,17.05%,-16.83%,9.63%,8.64%,3.56%,4.12%,-22.97%,-16.54%,-14.84%,-15.95%,-
Enterprise Value,"9,630","8,605","10,285","10,532","11,651","11,775","10,119","10,552","9,776","11,494","11,437","11,133","11,449","12,010","10,825","11,925","13,647","14,222","12,819","14,685","12,623","13,129","12,746","12,676","11,763","10,457","11,759","15,096","14,034","14,301","14,033","13,361","16,065","16,174","15,338","14,400","13,025","13,658","12,964","11,874","10,274"
PE Ratio,21.27,19.17,22.96,22.71,24.36,23.14,18.89,19.36,17.48,20.36,20.07,19.42,20.21,21.15,19.98,22.51,24.60,24.94,20.32,21.54,17.40,17.41,16.60,17.26,18.33,18.10,22.74,30.10,25.20,21.23,19.12,15.04,16.57,14.74,11.77,11.11,11.46,14.75,20.57,25.69,21.57
PS Ratio,0.69,0.60,0.72,0.74,0.81,0.79,0.67,0.71,0.66,0.80,0.82,0.78,0.79,0.81,0.70,0.75,0.84,0.85,0.73,0.83,0.70,0.72,0.72,0.73,0.69,0.58,0.71,0.89,0.79,0.74,0.65,0.54,0.61,0.55,0.49,0.46,0.44,0.52,0.55,0.54,0.46
PB Ratio,9.41,7.92,9.37,9.58,10.46,10.13,8.18,8.49,7.74,8.92,8.39,7.92,8.25,8.30,7.24,7.89,8.71,8.82,7.67,8.66,7.25,7.20,6.94,6.86,6.33,5.63,6.24,7.35,6.79,6.84,6.54,5.87,6.92,6.62,6.29,7.11,7.96,8.38,7.91,7.14,6.00
P/FCF Ratio,29.54,21.04,25.36,22.64,22.64,18.61,15.02,15.12,13.22,15.96,16.42,18.36,23.69,25.55,27.52,35.12,38.09,30.09,23.90,21.42,15.86,15.13,13.16,13.95,13.83,15.79,12.97,28.19,28.31,37.93,379.05,95.13,582.14,246.31,62.50,13.30,6.80,6.26,6.21,7.35,6.18
P/OCF Ratio,25.44,18.51,22.66,20.76,21.34,17.88,14.30,14.28,12.40,14.73,14.84,15.94,19.60,21.09,22.40,28.80,32.34,26.62,21.47,19.53,14.58,14.02,12.24,12.93,12.66,14.02,12.03,25.11,25.56,33.26,144.60,63.22,147.34,100.73,50.85,12.52,6.53,6.03,5.85,6.88,5.78
Debt / Equity Ratio,1.00,0.99,0.95,0.88,1.13,1.13,1.07,0.96,0.90,0.87,0.83,1.03,1.05,1.00,1.06,1.14,1.10,0.99,0.98,0.90,0.90,1.01,0.95,0.95,0.98,1.15,0.87,0.84,0.81,0.94,0.92,1.08,1.15,1.21,1.30,1.58,1.82,1.68,1.58,1.44,1.44
Quick Ratio,1.27,1.27,1.29,1.33,1.31,1.08,1.11,1.14,1.16,1.20,1.21,1.06,1.06,1.08,1.24,1.21,1.23,1.19,1.65,1.68,1.77,1.75,1.64,1.71,1.64,1.39,1.51,1.58,1.57,1.45,1.40,1.34,1.41,1.45,1.45,1.30,1.04,1.06,1.05,1.07,1.07
Current Ratio,1.31,1.32,1.33,1.37,1.34,1.12,1.15,1.17,1.20,1.24,1.26,1.09,1.09,1.12,1.27,1.24,1.26,1.30,1.81,1.85,1.92,1.91,1.81,1.87,1.70,1.44,1.56,1.62,1.60,1.48,1.44,1.36,1.44,1.49,1.48,1.32,1.08,1.10,1.11,1.12,1.12
Interest Coverage,25.83,25.60,32.05,32.78,29.33,18.94,38.87,35.48,15.93,22.68,37.31,28.45,62.08,20.21,19.41,18.55,12.05,17.91,42.71,37.69,27.02,13.10,34.40,15.26,12.69,7.19,18.49,22.54,17.19,19.83,19.31,18.65,15.62,24.37,17.14,18.01,3.86,5.70,7.26,5.47,5.20
Return on Capital (ROIC),Upgrade,22.38%,21.28%,21.59%,23.19%,20.86%,21.32%,21.67%,23.11%,24.32%,24.36%,23.84%,21.01%,20.52%,20.29%,18.27%,17.13%,18.01%,18.92%,20.21%,22.15%,22.70%,21.47%,22.35%,21.53%,18.58%,15.54%,15.95%,14.32%,15.98%,17.54%,18.79%,19.84%,20.53%,21.41%,24.50%,26.23%,26.73%,23.73%,17.37%,14.08%
Dividend Yield,2.40%,2.70%,2.20%,2.10%,1.90%,2.00%,2.40%,2.20%,2.50%,2.20%,2.20%,2.40%,2.40%,2.30%,2.60%,2.40%,2.00%,1.90%,2.20%,1.90%,2.20%,2.20%,2.30%,2.40%,2.60%,3.10%,2.60%,2.00%,2.20%,2.10%,2.20%,2.30%,1.90%,2.00%,2.10%,2.30%,2.50%,2.30%,2.50%,2.80%,3.38%
Payout Ratio,56.50%,55.60%,43.80%,41.20%,48.70%,52.10%,40.40%,39.60%,48.30%,51.80%,43.00%,47.80%,51.70%,52.30%,57.00%,52.90%,42.20%,45.10%,40.40%,36.20%,36.80%,42.70%,40.70%,46.30%,69.90%,87.90%,47.70%,50.50%,46.80%,39.50%,35.20%,27.30%,31.20%,26.60%,20.30%,30.40%,69.30%,62.90%,74.40%,88.40%,72.84%
Buyback Yield / Dilution,6.18%,7.27%,7.47%,6.49%,3.27%,1.76%,1.55%,1.41%,1.44%,1.86%,1.69%,1.31%,1.63%,1.25%,1.14%,1.30%,0.64%,0.41%,0.69%,0.61%,1.32%,1.64%,1.67%,1.91%,2.61%,2.15%,1.91%,0.25%,-0.34%,0.16%,0.56%,2.69%,3.62%,2.64%,3.35%,4.68%,9.34%,9.27%,8.08%,5.85%,5.85%
Total Shareholder Return,8.58%,9.97%,9.67%,8.59%,5.17%,3.76%,3.95%,3.61%,3.94%,4.06%,3.89%,3.71%,4.03%,3.55%,3.74%,3.70%,2.64%,2.31%,2.89%,2.51%,3.52%,3.84%,3.97%,4.31%,5.21%,5.25%,4.51%,2.25%,1.86%,2.26%,2.76%,4.99%,5.52%,4.64%,5.45%,6.98%,11.84%,11.57%,10.58%,8.65%,9.23%
