,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,89.79,99.58,198.15,123.97,159.28,162.98,187.61,243.88,263.46,246.29,269.47,326.5,384.08,326.44,381.53,444.16,382.28,521.52,449.68,528.4,497.86,529.93,551.58,579.39,568.51,688.04,620.64,789.51,604.72,705.71,812.99,862.85,733.24,911.4,823.3,926.7,808.67,954.61,919.03,"1,013"
Revenue Growth (YoY),26.33%,-2.06%,132.78%,27.71%,77.38%,63.67%,-5.32%,96.72%,65.41%,51.11%,43.63%,33.88%,45.78%,32.55%,41.59%,36.04%,-0.47%,59.76%,17.86%,18.97%,30.23%,1.61%,22.66%,9.65%,14.19%,29.84%,12.52%,36.27%,6.37%,2.57%,30.99%,9.29%,21.25%,29.15%,1.27%,7.40%,10.29%,4.74%,11.63%,9.35%
Cost of Revenue,0.17,0.19,0.22,2.43,2.97,6.25,8.04,9.7,6.01,12.37,20.21,19.61,14.82,20.26,22.04,22.36,18.11,24.86,24.8,26.37,22.59,29.41,30.04,32.22,27.32,33.36,34.32,36.32,29.22,38.03,39.87,43.87,42.61,50.64,54.58,59.16,56.82,68.33,60.09,69.75
Gross Profit,89.62,99.4,197.93,121.55,156.3,156.73,179.57,234.18,257.46,233.92,249.26,306.89,369.26,306.18,359.5,421.8,364.18,496.66,424.89,502.04,475.27,500.53,521.54,547.17,541.19,654.68,586.32,753.19,575.5,667.68,773.12,818.98,690.62,860.76,768.72,867.54,751.85,886.28,858.93,943.59
"Selling, General & Admin",36.97,40.9,39.45,48.45,44.87,51.68,47.6,52.47,64.6,66.79,75.78,96.09,87.23,90.07,91.27,97.73,121.5,108.03,96.52,108.36,123.98,105.94,102.61,136.18,111.15,118,120.79,166.99,153.8,168.86,190.7,226.2,209.58,253.28,266.46,272.82,315.61,283.93,267.89,293.87
Research & Development,75.59,84.68,88.54,98.72,118.37,112.45,132.07,116.63,156.82,120.27,143.18,161.59,407.92,201.79,269.56,446.87,303.1,298.09,292.53,304.24,270.55,289.36,281.34,312.87,"1,085",286.6,438.11,405.95,306.9,343.51,334.95,472.83,353.37,347.2,384.01,501.36,406.64,400.75,375.71,444.49
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,13.25,14.99,35.81,10.48,9.84,12.06,9.22,11.12,5.86,-20.12,23.27,4.83,7.83,0.63,17.96
Operating Expenses,112.56,125.58,127.98,147.17,163.24,164.12,179.67,169.1,221.42,187.06,218.96,257.67,495.15,291.85,360.82,544.6,424.6,406.12,389.05,412.6,394.53,395.31,383.94,449.04,"1,199",417.85,573.89,608.75,471.18,522.21,537.71,708.25,574.08,606.33,630.34,797.44,727.08,692.5,644.23,756.32
Operating Income,-22.94,-26.19,69.94,-25.62,-6.94,-7.39,-0.1,65.08,36.04,46.86,30.3,49.22,-125.89,14.33,-1.32,-122.8,-60.43,90.54,35.84,89.44,80.74,105.22,137.6,98.13,-657.38,236.83,12.44,144.44,104.32,145.47,235.41,110.73,116.54,254.43,138.38,70.09,24.77,193.78,214.71,187.27
Interest Expense / Income,11.44,11.41,11.46,12.52,12.69,11.49,11.21,10.21,10.13,9.66,9.48,9.47,5.94,0.38,0.2,0.37,0.39,0.4,0.41,0.36,0.34,0.32,0.6,0.61,0.6,0.6,0.54,0.43,0.36,0.36,0.44,0.75,0.68,0.68,0.64,0.67,0.47,0.66,0.62,0.8
Other Expense / Income,-0.47,-0.79,-0.89,-0.94,-1.63,-28.32,28.26,-0.82,1.46,1.99,-17.48,30.3,66.15,23.33,-44.88,25.1,-20.46,36.14,4.46,18.37,-23.69,-3.77,-11.02,-28.48,46.1,-71.04,15.4,-24.09,34.64,-26.52,25.5,-10.04,45.33,24.38,-10.85,-11.19,-27.56,-84.48,-19.72,-84.49
Pretax Income,-33.91,-36.8,59.37,-37.2,-17.99,9.43,-39.57,55.69,24.45,35.21,38.3,9.45,-197.98,-9.38,43.35,-148.28,-40.35,54.01,30.98,70.72,104.1,108.67,148.02,126,-704.08,307.26,-3.51,168.1,69.32,171.63,209.47,120.02,70.54,229.38,148.59,80.62,51.86,277.6,233.8,270.96
