,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,367","3,043","3,151","2,569","2,450","3,132","3,152","2,605","2,574","3,220","3,279","2,783","2,761","3,736","4,507","3,980","3,965","4,774","4,731","4,064","4,041","4,878","4,868","4,114","4,147","4,604","5,122","4,489","4,656","5,380","5,147","4,762","4,999","5,872","6,047","5,231","5,442","6,241","6,117","5,252"
Revenue Growth (YoY),9.20%,12.13%,10.65%,4.57%,3.54%,2.93%,0.05%,1.37%,5.05%,2.79%,4.03%,6.83%,7.28%,16.04%,37.43%,43.02%,43.59%,27.78%,4.98%,2.13%,1.91%,2.18%,2.88%,1.23%,2.62%,-5.61%,5.23%,9.10%,12.28%,16.85%,0.48%,6.09%,7.36%,9.15%,17.50%,9.84%,8.88%,6.27%,1.15%,0.41%
Cost of Revenue,"1,301","1,633","1,680","1,351","1,318","1,602","1,578","1,282","1,312","1,584","1,643","1,394","1,418","1,999","2,605","2,181","2,278","2,735","2,721","2,382","2,306","2,696","2,642","2,220","2,257","2,395","2,667","2,360","2,544","2,968","3,007","2,882","2,946","3,423","3,458","2,997","3,022","3,368","3,201","2,704"
Gross Profit,"1,066","1,410","1,471","1,218","1,132","1,530","1,575","1,322","1,262","1,636","1,636","1,388","1,343","1,737","1,902","1,799","1,687","2,039","2,010","1,683","1,735","2,181","2,226","1,894","1,890","2,209","2,455","2,129","2,112","2,411","2,140","1,880","2,053","2,449","2,589","2,234","2,421","2,872","2,916","2,549"
Selling & Marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,164.6,0,0,0,0,0,0,-0.8,17.4,-10.5,32.5,0,0
General & Administrative,884.09,969.18,984.37,985.33,929.2,999.22,993.63,991.47,"1,002","1,054","1,058","1,045","1,016","1,145","1,306","1,324","1,215","1,308","1,273","1,238","1,244","1,331","1,345","1,354","1,308",0,0,"1,308",0,0,0,0,0,0,"1,529","1,542","1,704","1,728","1,818",0
Other Operating Expenses,0.07,4.38,2.72,-29.25,1.92,-10.65,2.95,-14.44,-17.78,-2.68,-0.09,12.77,4.09,-0.01,4.56,-12.53,6.28,-25.84,4.13,-176.43,-22.85,-7.71,0.53,17.8,7.9,-2.4,-12.3,10.7,-115.3,6.3,-0.6,27.3,78.6,82.6,87.7,79.3,-7.3,38.3,8,0
Operating Expenses,884.09,969.18,984.37,985.33,929.2,999.22,"1,001",991.47,"1,002","1,054","1,058","1,045","1,016","1,174","1,390","1,412","1,300","1,382","1,355","1,317","1,323","1,409","1,433","1,433","1,388","1,377","1,486","1,551","1,405","1,516","1,445","1,516","1,486","1,602","1,616","1,639","1,693","1,760","1,818","1,856"
Operating Income,182.25,440.21,475.38,207.63,202.2,520.25,573.8,318.38,241.36,579.31,577.48,321.75,326.41,561.54,508.13,377.52,386.47,625.62,654.96,223.32,411.7,765.39,792.23,456.08,501.8,831.7,959.7,561,704.4,893.3,694,393.8,562.2,847.5,977.9,618.7,570,"1,112","1,160",692.8
Interest Income,0.59,0.76,0.76,0.89,0.42,0.55,-0.03,0.46,0.49,0.95,1.65,1.87,1.28,3.09,2.45,1.75,1.62,0.56,0.56,2.55,0.41,0.54,0.64,24.4,0.6,-0.6,-1.4,-4.2,0.6,0.6,0.7,3,0.9,1.3,2.6,3.2,3.5,7.2,5.1,-9.4
Interest Expense,16.39,16.37,16.03,15.41,12.35,12.89,17.03,19.56,25.73,40.88,44.1,43.38,25.7,56.73,91.59,89.45,91.55,93.51,92.28,89.4,90.99,89.2,85.28,83.8,86.2,87.5,81.9,81.8,83.2,83.5,83.1,84.9,88.4,92.9,101.2,108.3,109.3,111.7,101.9,94.6
Other Expense / Income,0.37,-4.64,-13.93,4.24,-2.97,0.14,6.02,2.06,-0.25,0.17,-0.6,-23.79,-4.61,40.44,-8.74,4.93,-7.05,-5.41,147.28,34.45,22.26,1.03,-2.25,99.28,23.9,-3.8,0.8,-28.9,112.8,-8.8,0.1,3,13.6,16,2.1,18.7,-150.6,-4.3,53.9,114.8
Pretax Income,166.08,429.23,474.05,188.87,193.24,507.78,550.72,297.22,216.37,539.21,535.62,304.03,306.61,509,427.72,284.89,303.59,538.09,415.95,102.03,298.85,675.7,709.83,297.4,392.3,747.4,875.6,503.9,509,819.2,611.5,308.9,461.1,739.9,877.2,494.9,614.8,"1,012","1,009",474
Income Tax,50.62,137.78,147.81,56.13,61.84,157.85,176.23,99.2,69.24,161.15,148.89,101,67.45,148.35,111.12,-612.5,53.46,134.48,61.93,1.04,53.62,204.7,133.4,48.8,70.6,151.5,169.8,96.9,99.4,170.6,109.3,4.9,90.3,162,192.1,108.6,137.4,218.4,247.5,117.8
Net Income,115.46,291.45,326.24,132.74,131.4,349.94,374.49,198.02,147.13,378.06,386.73,203.03,239.15,319.11,316.61,897.39,250.13,403.6,354.03,100.99,245.24,471,576.44,248.6,321.7,595.9,705.8,407,409.6,648.6,502.2,304,370.8,577.9,685.1,386.3,477.4,793.7,761.5,356.2
Net Income Growth,-0.63%,13.28%,24.06%,14.31%,13.81%,20.07%,14.79%,49.17%,11.97%,8.04%,3.27%,2.53%,62.55%,-15.59%,-18.13%,342.00%,4.59%,26.48%,11.82%,-88.75%,-1.96%,16.70%,62.82%,146.17%,31.18%,26.52%,22.44%,63.72%,27.32%,8.84%,-28.85%,-25.31%,-9.47%,-10.90%,36.42%,27.07%,28.75%,37.34%,11.15%,-7.79%
Shares Outstanding (Basic),296,290,284,284,278,277,277,275,274,275,276,276,278,279,279,280,280,279,279,278,276,275,275,275,273,271,272,269,266,263,262,260,259,258,258,258,257,256,255,254
Shares Outstanding (Diluted),303,296,290,289,284,282,283,280,281,284,284,284,284,285,286,287,287,285,285,283,281,281,281,281,279,276,276,274,271,268,267,265,263,262,261,260,260,259,258,257
