,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,366.47,267.2,261.35,40.73,64.01,75.07,91.03,205.74,70.55,402.66,702.57,889.79,"1,018",210.05,207.94,204.21,158.61,154.97,181.51,155.51,94.39,145.58,189.65,161.8,238.5,188.1,619.9,226.6,314.7,219.6,313.3,165.7,401.1,312.6,130.5,198.8,151.4,209.4,503.4,276.8
Cash & Cash Equivalents,366.47,267.2,261.35,40.73,64.01,75.07,91.03,205.74,70.55,402.66,702.57,889.79,"1,018",210.05,207.94,204.21,158.61,154.97,181.51,155.51,94.39,145.58,189.65,161.8,238.5,188.1,619.9,226.6,314.7,219.6,313.3,165.7,401.1,312.6,130.5,198.8,151.4,209.4,503.4,276.8
Cash Growth,-40.31%,-63.94%,-74.77%,-94.53%,-82.53%,-71.91%,-65.17%,405.12%,10.21%,436.39%,671.81%,332.48%,1342.72%,-47.83%,-70.40%,-77.05%,-84.42%,-26.22%,-12.71%,-23.85%,-40.49%,-6.06%,4.48%,4.05%,152.67%,29.21%,226.87%,40.05%,31.95%,16.75%,-49.46%,-26.88%,27.45%,42.35%,-58.35%,19.98%,-62.25%,-33.01%,285.75%,39.24%
Receivables,"1,174","1,403","1,409","1,131","1,235","1,454","1,414","1,114","1,291","1,473","1,458","1,231","1,357","2,378","2,426","2,105","2,326","2,625","2,584","2,019","2,340","2,659","2,479","2,089","2,292","2,473","2,455","2,078","2,414","2,591","2,598","2,352","2,784","2,983","2,898","2,564","2,909","3,118","2,941","2,468"
Inventory,"1,097","1,091","1,047","1,034","1,161","1,132","1,053","1,019","1,147","1,152","1,113","1,068","1,248","1,855","1,704","1,801","2,002","1,875","1,861","1,815","1,993","1,895","1,825","1,890","1,955","1,789","1,673","1,804","1,847","1,804","1,816","1,927","2,329","2,412","2,548","2,627","2,708","2,439","2,244","2,330"
Other Current Assets,330.11,346.94,362.78,361.96,305.92,344.04,366.43,320.33,379.97,455.98,435.08,438.19,254.32,411.14,345.53,355.7,400.25,382.52,410.91,354.94,387.76,390.47,414.08,509.4,443.2,434,428.4,482.6,533.5,571.4,651.1,608.4,573.1,552.8,541.3,518.8,524.4,584.4,510.2,438.4
Total Current Assets,"2,967","3,108","3,080","2,567","2,766","3,005","2,924","2,659","2,889","3,484","3,708","3,627","3,877","4,854","4,684","4,466","4,887","5,037","5,038","4,344","4,815","5,090","4,908","4,650","4,928","4,883","5,176","4,591","5,110","5,186","5,378","5,054","6,086","6,260","6,117","5,908","6,293","6,351","6,199","5,513"
"Property, Plant & Equipment","1,004","1,006","1,013","1,021",998.43,"1,005","1,015","1,042","1,057","1,072","1,084","1,096","1,063","1,890","1,896","1,877","1,840","1,776","1,766","1,777","3,417","3,441","3,457","3,521","3,513","3,495","3,519","3,596","3,509","3,571","3,602","3,688","3,745","3,804","3,894","4,074","4,216","4,312","4,455","4,724"
Long-Term Investments,200.59,201.85,202.39,0,142.59,143.78,145.13,0,148.47,90.68,97.5,0,0,"-2,242.65","-2,386.74",0,"-1,196.21","-1,078.71","-1,065.18",0,"-1,092.81","-1,079.93","-1,063.39",0,-949.5,-953.2,-956.7,0,-797.8,-803.4,-801.5,0,-760.2,0,0,0,0,-710.9,-648.4,0
Goodwill,"1,175","1,175","1,167","1,158","1,149","1,152","1,147","1,143","1,147","1,145","1,145","1,127","1,130","7,178","6,915","6,814","6,820","6,994","6,963","6,957","6,956","6,962","6,959","7,005","6,959","6,977","7,006","7,049","7,011","7,018","6,996","7,135","7,059","7,106","7,318","7,583","7,445","7,447","7,412","7,626"
Intangible Assets,312.3,306.99,295.25,289.13,277.92,273.88,265.11,255.37,250.57,247.07,255.16,255.01,252.93,"6,003","6,472","6,002","5,956","5,464","5,290","5,202","5,127","5,044","4,889","4,735","4,585","4,534","4,499","4,471","4,210","4,166","4,069","4,002","4,004","3,955","3,958","4,002","4,104","3,934","3,824","3,881"
Other Long-Term Assets,529.71,543.1,559.3,670.77,525.39,554.83,605.66,692.42,546.57,627.03,628.22,647.43,666.43,"3,035","3,200",798.77,"2,061","1,962","1,988",854.67,"1,729","1,730","1,715",604.4,"1,535","1,559","1,568",694.3,"1,393","1,384","1,493",789,"1,596",927.8,957.9,"1,027","1,072","1,834","1,763","1,211"
Total Long-Term Assets,"3,222","3,233","3,237","3,139","3,093","3,130","3,178","3,133","3,150","3,182","3,210","3,125","3,112","15,863","16,096","15,493","15,481","15,118","14,943","14,790","16,138","16,096","15,957","15,865","15,642","15,611","15,634","15,810","15,325","15,334","15,358","15,613","15,644","15,793","16,129","16,686","16,837","16,816","16,806","17,442"
Total Assets,"6,189","6,341","6,317","5,706","5,859","6,135","6,102","5,792","6,038","6,666","6,918","6,753","6,989","20,717","20,780","19,958","20,368","20,155","19,981","19,134","20,953","21,186","20,864","20,514","20,570","20,495","20,810","20,402","20,435","20,520","20,737","20,667","21,730","22,053","22,246","22,594","23,130","23,166","23,005","22,954"
Accounts Payable,"1,130","1,245","1,266","1,042","1,175","1,254","1,216","1,158","1,153","1,289","1,224","1,035","1,222","1,784","1,832","1,792","1,975","2,049","2,166","1,799","1,894","2,068","2,028","1,894","1,958","1,848","2,056","2,118","2,217","2,503","2,675","2,403","2,861","2,993","2,808","2,437","2,514","2,490","2,425","2,315"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-364.38,969.9,-371.1,255.7,0,846.1,282.6,228.8,181.3,768.2,0,754,691.8,681.6,0,0,0,0
Current Debt,589.6,566.86,557.9,682.7,"1,409","1,162",39.99,42.62,130.85,61.38,52,741.21,742.7,753.01,865.55,634.91,921.19,651.9,960.7,635.59,"1,485","2,608","1,230","1,006","1,852",929.6,403.8,412.5,"1,632","1,842","1,770","1,434","2,416","2,431","1,364","1,404","1,912","1,742","1,878","1,922"
Other Current Liabilities,732.71,913.85,"1,044",955.78,795.69,940.88,"1,038",941.68,978.78,"1,274","1,239","1,053",974.53,"1,615","1,674","1,561","1,431","1,489","1,716","1,863","1,621","1,666","1,972",669.6,"1,781","1,426","1,898","1,218","1,520","1,617","1,852","1,115","1,676","1,021","1,232","1,439","1,880","2,108","2,321","2,390"
Total Current Liabilities,"2,453","2,725","2,868","2,681","3,379","3,357","2,294","2,142","2,263","2,625","2,516","2,829","2,939","4,152","4,372","3,987","4,327","4,190","4,842","4,298","5,001","6,343","4,866","4,540","5,220","4,460","4,358","4,594","5,652","6,190","6,479","5,720","6,953","7,198","6,096","5,961","6,306","6,339","6,623","6,627"
Long-Term Debt,"1,122","1,122","1,123","1,123","1,123","1,123","1,920","1,920","1,909","1,909","1,910","1,211","1,212","10,751","10,084","9,886","9,891","9,723","8,711","8,708","10,054","8,572","9,395","9,421","9,663","9,680","9,688","9,701","9,265","9,033","9,039","10,062","10,074","10,077","11,081","11,104","11,088","10,599","10,002","9,887"
Other Long-Term Liabilities,961.15,968.34,973.99,906.2,888.29,897.33,911.51,861.89,866.15,884.62,894.47,833.58,773.04,"3,423","3,583","2,393","2,459","2,495","2,453","2,398","2,430","2,524","2,580","2,430","2,398","2,485","2,556","2,495","2,439","2,456","2,529","2,448","2,470","2,553","2,471","2,427","2,569","2,597","2,599",0
Total Long-Term Liabilities,"2,084","2,091","2,097","2,029","2,011","2,020","2,832","2,782","2,775","2,794","2,804","2,045","1,985","14,174","13,667","12,279","12,350","12,218","11,164","11,106","12,484","11,096","11,976","11,851","12,061","12,165","12,244","12,196","11,705","11,489","11,568","12,510","12,543","12,630","13,552","13,531","13,657","13,196","12,601","9,887"
Total Liabilities,"4,536","4,816","4,965","4,710","5,390","5,377","5,126","4,924","5,037","5,419","5,320","4,874","4,924","18,326","18,039","16,266","16,678","16,408","16,006","15,404","17,484","17,439","16,841","16,391","17,281","16,625","16,602","16,791","17,356","17,679","18,046","18,230","19,496","19,828","19,648","19,492","19,963","19,535","19,225","16,514"
Total Debt,"1,712","1,689","1,681","1,805","2,531","2,285","1,960","1,963","2,040","1,971","1,962","1,953","1,954","11,504","10,949","10,521","10,812","10,375","9,672","9,344","11,539","11,180","10,625","10,428","11,515","10,610","10,092","10,114","10,898","10,876","10,809","11,495","12,490","12,507","12,445","12,508","13,000","12,341","11,880","11,810"
Debt Growth,0.48%,0.24%,-12.91%,4.85%,47.85%,35.28%,16.63%,8.72%,-19.42%,-13.77%,0.08%,-0.52%,-4.19%,483.80%,458.15%,438.82%,453.28%,-9.82%,-11.67%,-11.19%,6.72%,7.76%,9.86%,11.60%,-0.21%,-5.10%,-5.02%,-3.01%,-5.36%,2.51%,7.11%,13.66%,14.61%,15.01%,15.14%,8.81%,4.08%,-1.33%,-4.54%,-5.58%
Common Stock,113.84,114,114.21,114.53,115.12,115.39,115.61,115.76,116.04,116.26,116.46,116.56,116.78,117.07,117.19,117.56,117.88,117.96,118.28,118.37,118.67,118.94,119.25,119.4,119.7,120,120.4,89.9,90.2,90.6,90.5,90.8,91,91,91.1,91.2,91.3,91.4,91.7,0
Retained Earnings,"1,834","2,072","2,345","2,425","2,493","2,781","3,093","3,229","3,298","3,616","3,925","4,049","4,209","4,449","4,685","5,503","5,675","5,998","6,271","6,247","6,387","6,753","7,224","7,367","7,563","8,036","8,620",844.3,"1,102","1,605","1,962","2,122","2,342","2,763","3,293","3,523","3,844","4,482","5,087",0
Comprehensive Income,-329.25,-315.52,-371.79,-471.96,-528.31,-516.66,-569.42,-587.1,-568.09,-662.09,-658.22,-540.35,-549.41,-519.24,-452.3,-384.87,-335.66,-542.45,-610.6,-629.93,-632.19,-630.78,-767.21,-679.5,-901.1,-867.2,-792.3,-718.3,-763.8,-701.2,-786.7,-698.4,-742,-914.6,"-1,062.5",-700.6,-665.8,-651.3,-756.4,0
Shareholders' Equity,"1,653","1,525","1,352",996.47,469.17,757.34,976.17,867.91,"1,001","1,247","1,598","1,878","2,065","2,391","2,741","3,692","3,690","3,768","3,975","3,731","3,468","3,747","4,023","4,123","3,289","3,870","4,207","3,611","3,079","2,840","2,690","2,437","2,234","2,225","2,598","3,102","3,167","3,631","3,780","22,954"
Total Liabilities and Equity,"6,189","6,341","6,317","5,706","5,859","6,135","6,102","5,792","6,038","6,666","6,918","6,753","6,989","20,717","20,780","19,958","20,368","20,175","19,981","19,134","20,953","21,186","20,864","20,514","20,570","20,495","20,810","20,402","20,435","20,520","20,737","20,667","21,730","22,053","22,246","22,594","23,130","23,166","23,005","22,954"
Net Cash / Debt,"-1,345.53","-1,422.09","-1,419.25","-1,764.68","-2,467.24","-2,210.15","-1,869.11","-1,757.07","-1,969.08","-1,567.94","-1,259.15","-1,062.75",-936.4,"-11,294.24","-10,741.44","-10,316.44","-10,653.59","-10,219.84","-9,490.02","-9,188.15","-11,444.69","-11,034.41","-10,435.28","-10,265.7","-11,276.5","-10,421.6","-9,472.1","-9,886.9","-10,583","-10,655.9","-10,495.8","-11,329.7","-12,088.8","-12,194.8","-12,314.7","-12,309.1","-12,848.7","-12,131.3","-11,376.6","-11,532.9"
Net Cash Per Share,-4.45,-4.81,-4.89,-6.10,-8.68,-7.83,-6.60,-6.28,-7.02,-5.52,-4.43,-3.75,-3.30,-39.64,-37.61,-35.99,-37.17,-35.90,-33.25,-32.44,-40.73,-39.31,-37.16,-36.57,-40.48,-37.77,-34.28,-36.11,-39.11,-39.79,-39.37,-42.82,-45.95,-46.58,-47.16,-47.27,-49.48,-46.86,-44.03,-44.89
Working Capital,514.83,382.83,211.35,-113.89,-613.26,-352.11,630.04,517.02,626.06,858.73,"1,192",798.12,937.66,702.09,312.24,478.66,559.75,847.12,195.97,46.74,-185.41,"-1,252.68",41.95,109.8,-292.2,423.6,817.3,-3,-542,"-1,004.7","-1,100.1",-665.8,-866.7,-938.7,21.2,-53,-13.2,11.5,-424.4,"-1,114"
Book Value Per Share,5.58,5.26,4.75,3.51,1.69,2.74,3.53,3.16,3.65,4.53,5.79,6.80,7.44,8.59,9.83,13.20,13.18,13.51,14.23,13.43,12.57,13.61,14.60,14.99,12.04,14.26,15.49,13.43,11.58,10.81,10.28,9.38,8.63,8.62,10.08,12.05,12.34,14.18,14.82,90.37
