,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"4,687","5,618","6,174","5,983","6,822","7,865","7,598","9,479","10,890","11,688","11,587","9,989","9,717","9,367","9,825","10,070","11,019","11,011","12,587","10,960","11,447","12,973","13,523","15,013","13,679","12,412","11,924","13,809","14,973","17,501","21,907","22,478","30,357","27,582","22,844","23,128","19,711","21,993","20,102","25,687","29,911"
Market Cap Growth,23.47%,29.17%,32.68%,17.58%,45.54%,40.00%,23.06%,58.43%,59.64%,48.61%,52.50%,5.38%,-10.77%,-19.86%,-15.20%,0.81%,13.40%,17.55%,28.11%,8.84%,3.88%,17.82%,7.44%,36.98%,19.50%,-4.33%,-11.83%,-8.02%,9.46%,41.00%,83.73%,62.78%,102.74%,57.60%,4.27%,2.89%,-35.07%,-20.26%,-12.00%,11.06%,-
Enterprise Value,"6,486","7,660","8,263","8,087","9,098","10,216","9,685","11,603","14,319","15,288","15,327","13,946","13,966","13,617","14,066","14,302","15,488","15,471","17,285","15,655","16,186","18,031","18,736","20,038","18,929","17,710","17,215","19,276","20,855","22,982","27,457","28,215","36,477","33,765","29,400","30,261","27,178","29,511","27,773","36,665","40,889"
PE Ratio,27.24,31.56,33.34,28.47,38.25,40.38,36.45,41.96,57.48,53.53,47.10,34.16,26.54,25.61,26.57,29.15,23.00,22.70,25.52,20.69,27.56,30.76,31.34,36.69,32.57,28.64,27.64,31.53,31.08,30.35,34.14,31.43,36.68,33.30,25.60,25.01,22.90,25.77,24.41,32.46,26.02
PS Ratio,9.00,10.14,10.49,9.58,10.54,11.77,10.96,13.13,13.92,13.94,12.92,10.44,9.80,9.13,9.29,9.29,9.97,9.77,10.96,9.36,9.57,10.61,10.82,11.73,10.45,9.34,8.95,10.32,11.04,12.66,15.28,14.95,19.25,16.60,12.99,12.54,10.24,11.09,9.95,11.32,13.18
PB Ratio,2.67,3.21,3.56,3.44,3.93,4.54,3.54,4.49,5.21,5.45,5.48,4.54,4.33,4.19,4.42,4.55,4.69,4.70,5.38,4.58,4.74,5.44,5.54,5.95,5.39,5.18,5.02,5.78,5.88,5.99,7.38,7.51,9.74,8.59,7.13,7.12,6.05,6.76,6.17,1.77,2.06
P/FCF Ratio,-55.32,-18.14,-21.58,-21.25,-35.11,1518.57,-60.21,-91.14,-645.19,-68.87,-72.55,-23.84,-16.88,-25.93,-60.15,79.18,50.83,47.34,142.63,165.76,47.92,135.98,50.02,47.74,46.10,24.84,23.48,30.69,39.75,66.95,177.76,254.58,-89.09,-92.21,-95.97,-34.90,-142.62,3384.08,127.69,30.07,35.01
P/OCF Ratio,17.28,19.73,19.76,18.17,20.21,21.82,21.52,25.81,29.65,31.14,27.35,21.38,18.02,16.82,16.69,16.71,18.45,16.79,19.42,16.19,16.89,19.20,19.28,21.66,19.33,17.06,16.19,18.50,19.41,22.27,25.99,24.51,31.87,26.62,20.23,19.75,15.92,17.85,16.38,19.34,22.52
Debt / Equity Ratio,1.11,1.21,1.25,1.25,1.35,1.40,1.07,1.64,1.69,1.72,1.80,1.82,1.92,1.92,1.93,1.95,1.94,1.93,2.04,1.99,1.99,2.14,2.16,2.02,2.10,2.25,2.25,2.32,2.36,1.90,1.89,1.94,1.99,1.95,2.07,2.22,2.32,2.33,2.37,0.77,0.77
Interest Coverage,5.06,3.05,3.19,3.57,3.32,3.61,3.52,4.62,1.39,3.72,3.65,4.66,3.44,3.37,3.40,3.44,6.22,3.19,3.24,3.90,3.17,3.04,3.27,3.39,3.57,3.49,3.59,3.83,4.90,6.09,5.31,5.92,6.98,5.86,6.01,5.04,3.88,3.50,3.41,2.59,3.25
Return on Capital (ROIC),Upgrade,5.41%,5.51%,5.86%,6.52%,6.53%,6.80%,6.69%,5.56%,4.86%,5.00%,5.39%,5.56%,6.57%,7.04%,7.47%,7.71%,9.38%,9.62%,9.42%,9.99%,8.39%,8.28%,8.22%,8.01%,7.87%,8.04%,7.98%,7.78%,7.57%,8.62%,9.03%,9.49%,10.23%,10.02%,10.44%,10.21%,9.48%,9.72%,9.55%,4.18%
Dividend Yield,3.40%,3.30%,3.10%,3.40%,3.10%,2.80%,3.10%,2.70%,2.50%,2.50%,2.80%,3.50%,3.80%,4.20%,4.00%,3.90%,3.60%,3.60%,3.20%,3.80%,3.70%,3.40%,3.30%,3.00%,3.40%,3.80%,3.90%,3.40%,3.10%,2.80%,2.30%,2.50%,2.00%,2.40%,3.20%,3.30%,4.10%,3.80%,4.20%,5.20%,4.58%
Payout Ratio,58.80%,125.00%,130.60%,100.00%,120.50%,102.20%,125.50%,101.70%,983.30%,89.40%,118.20%,83.00%,118.20%,120.00%,113.00%,105.40%,45.90%,111.40%,114.70%,83.50%,107.50%,116.20%,109.80%,107.10%,103.40%,107.10%,112.50%,101.10%,75.60%,64.90%,80.00%,88.70%,62.20%,98.70%,86.70%,90.90%,98.70%,111.00%,108.00%,168.80%,119.12%
Buyback Yield / Dilution,-6.32%,-5.30%,-6.40%,-5.32%,-13.75%,-1.27%,-2.66%,-7.22%,-8.57%,-7.64%,-6.07%,-2.58%,19.09%,-0.50%,-0.57%,0.54%,-29.37%,-0.05%,0.01%,-0.90%,2.91%,-1.21%,-2.17%,-2.29%,-2.73%,-2.12%,4.84%,5.42%,6.63%,-1.85%,-8.77%,-8.13%,-9.64%,-1.36%,-1.66%,-0.77%,-1.08%,-0.96%,-0.55%,-38.04%,-38.04%
Total Shareholder Return,-2.92%,-2.00%,-3.30%,-1.92%,-10.65%,1.53%,0.44%,-4.52%,-6.07%,-5.14%,-3.27%,0.92%,22.89%,3.70%,3.43%,4.44%,-25.77%,3.55%,3.21%,2.90%,6.61%,2.19%,1.13%,0.71%,0.67%,1.68%,8.74%,8.82%,9.73%,0.95%,-6.47%,-5.63%,-7.64%,1.04%,1.54%,2.53%,3.02%,2.84%,3.65%,-32.84%,-33.46%
