,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"41,631","44,693","40,965","46,394","46,141","43,537","44,103","47,845","54,507","60,173","56,509","55,820","60,023","65,604","68,766","73,471","76,895","78,744","79,041","83,076","92,439","98,115","111,626","118,362","117,655","117,551","135,907","151,143","148,186","143,735","154,037","183,185","166,264","152,170","154,058","166,127","153,196","150,138","115,939","124,621","117,009"
Market Cap Growth,26.44%,29.17%,20.34%,25.81%,10.83%,-2.59%,7.66%,3.13%,18.13%,38.21%,28.13%,16.67%,10.12%,9.03%,21.69%,31.62%,28.11%,20.03%,14.94%,13.07%,20.22%,24.60%,41.23%,42.47%,27.28%,19.81%,21.75%,27.70%,25.95%,22.27%,13.34%,21.20%,12.20%,5.87%,0.01%,-9.31%,-7.86%,-1.34%,-24.74%,-24.98%,-
Enterprise Value,"70,658","74,021","69,903","74,518","75,138","72,760","73,186","76,961","86,287","91,751","87,505","85,368","93,287","99,486","102,344","106,782","108,544","110,832","111,131","120,150","131,680","138,813","152,282","160,345","161,526","163,086","182,242","198,129","199,392","196,173","208,686","237,373","224,480","212,892","216,375","229,492","221,562","220,734","187,693","195,142","188,763"
PE Ratio,20.16,22.96,21.46,18.82,17.18,14.96,14.10,17.39,19.79,23.33,23.04,19.21,15.65,16.04,16.44,13.66,9.35,9.58,9.44,12.52,32.01,29.37,34.72,31.40,33.53,33.11,34.85,51.78,35.58,45.69,65.16,51.27,114.19,58.98,40.24,40.06,22.92,18.54,15.21,17.05,15.05
PS Ratio,2.68,2.84,2.56,2.73,2.64,2.45,2.44,2.74,3.17,3.61,3.42,3.46,3.69,3.89,4.08,4.28,4.51,4.71,4.84,4.97,5.46,5.50,5.87,6.16,5.96,6.19,7.47,8.40,8.66,8.54,9.38,10.73,10.24,8.70,7.77,7.93,6.18,5.57,4.23,4.43,4.27
PB Ratio,2.29,2.42,2.14,2.33,2.28,2.04,1.98,2.12,2.38,2.60,2.36,2.29,2.35,2.53,2.61,2.60,2.35,2.38,2.31,2.43,2.70,2.81,3.05,3.20,3.23,3.17,3.65,4.14,3.97,3.89,4.20,4.92,4.63,4.18,3.99,4.24,3.57,3.35,2.46,2.63,2.48
P/FCF Ratio,24.46,28.07,17.91,22.40,18.09,14.71,18.40,21.58,25.45,30.50,22.74,26.22,47.45,40.35,43.69,69.77,46.89,90.93,182.97,131.04,101.36,93.80,55.23,52.77,57.00,71.50,105.85,674.74,-914.73,622.23,5705.08,-661.32,-502.31,-2454.36,-249.69,-112.25,-86.90,-84.02,-96.54,71.09,71.09
P/OCF Ratio,8.27,8.43,7.21,8.44,8.15,7.27,7.30,7.86,8.45,9.37,8.23,8.76,9.87,10.33,10.74,11.38,11.85,12.82,12.43,12.60,13.40,14.14,14.68,14.51,13.92,13.56,15.91,18.93,20.08,18.70,20.30,24.25,20.22,17.19,17.95,20.11,19.21,18.25,12.31,11.03,12.42
Debt / Equity Ratio,1.63,1.63,1.54,1.44,1.46,1.40,1.36,1.32,1.41,1.39,1.33,1.27,1.33,1.33,1.32,1.24,0.98,0.99,0.95,1.10,1.17,1.19,1.14,1.15,1.30,1.26,1.30,1.32,1.41,1.44,1.51,1.47,1.66,1.74,1.68,1.66,1.65,1.61,1.56,1.54,1.54
Quick Ratio,0.30,0.30,0.30,0.28,0.27,0.29,0.34,0.28,0.27,0.30,0.34,0.34,0.28,0.35,0.36,0.40,0.31,0.33,0.28,0.21,0.22,0.29,0.34,0.25,0.43,0.31,0.33,0.26,0.30,0.25,0.22,0.27,0.26,0.30,0.28,0.25,0.24,0.25,0.23,0.26,0.26
