,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,133.37,45.72,23.71,97.6,137.68,56.28,23.52,102.86,141.81,71.19,34.24,125.03,164.73,70.81,35.85,314.13,178.99,71.19,38.75,157.65,214.89,80.47,58.41,178.67,239.65,117.79,65.33,217.68,296.75,102.41,48.72,249.21,325,128.55,71.64,271.86,357.67,137.81,118.52,311.29
Depreciation & Amortization,61.31,63.96,68.26,67.59,68.02,68.44,70.74,71.24,71.97,73.46,76.43,77.14,77.67,80.02,84.8,88.37,89.38,90.67,92.66,96.07,96.77,97.7,100.92,105.06,105.92,107.1,111.75,115.29,118.64,119.35,124.71,127.86,133.37,134.23,140.19,146.02,148.32,150.73,159.26,164.61
Share-Based Compensation,0,0,14.72,0,0,0,15.98,0,0,0,14.76,0,0,0,14.06,0,0,0,12.86,0,0,0,11.12,0,0,0,9.58,0,0,0,11.26,0,0,0,10.74,0,0,0,10.18,0
Other Operating Activities,262.01,29.55,-4.09,-137.77,307.73,52.01,-15.9,-103.96,169.03,32.34,39.62,-85.21,192.65,42.73,-13.19,-229.27,309.76,122.07,-54.9,-89.03,84.49,69.93,-10.61,-111.29,115.77,36.82,-44.15,-175.89,"-1,974.71",22.02,-110.47,-315.24,120.29,26.05,-174.31,-228.98,"2,198",40.26,-49.73,-230.62
Operating Cash Flow,456.68,139.23,102.6,27.42,513.43,176.73,94.33,70.14,382.81,176.99,165.04,116.96,435.04,193.56,121.53,173.24,578.13,283.93,89.37,164.68,396.15,248.1,159.84,172.45,461.33,261.71,142.51,157.07,"-1,559.32",243.78,74.22,61.82,578.66,288.83,48.27,188.9,"2,704",328.79,238.24,245.28
Operating Cash Flow Growth,31.80%,4.50%,-0.92%,-20.07%,12.43%,26.94%,-8.06%,155.85%,-25.44%,0.15%,74.96%,66.75%,13.64%,9.36%,-26.37%,48.11%,32.89%,46.69%,-26.47%,-4.94%,-31.48%,-12.62%,78.86%,4.71%,16.45%,5.49%,-10.84%,-8.92%,-,-6.85%,-47.92%,-60.64%,-,18.48%,-34.96%,205.54%,367.25%,13.84%,393.57%,29.85%
Capital Expenditures,-178.44,-193.59,-271.84,-261.31,-180.33,-225.84,-296.14,-290.41,-245.59,-253.68,-297.26,-297.96,-261.42,-252.76,-324.94,-383.24,-310.74,-394.49,-379.12,-416.4,-361.18,-421.61,-494.28,-529.19,-465.55,-410.94,-530,-456.81,-388.92,-512.23,-611.58,-684.18,-505.85,-536.01,-718.38,-795.66,-619.69,-668.14,-722.49,-769.65
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,-85.71,133.56,6.28,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change in Investments,0,0,-2.65,0,0,0,1.6,-2.26,0.15,2.68,0.2,-10.26,1.35,-5.41,1.86,-0.14,-1.04,-6.68,-0.47,-0.96,1.74,-4.82,1.26,-1.6,0.47,0.44,1.18,0.51,-6.02,3.14,-3.71,2.37,1.38,-0.16,0.58,-2.47,-2.09,-2.74,-1.01,-0.08
Other Investing Activities,0.96,4.28,2.73,-0.74,-0.61,0.23,6.54,2.38,2.22,1.13,0.73,1.8,1.99,21.21,14.13,2,2.01,2.1,3.25,2.07,2.31,-0.55,4.76,2.55,2.08,1.47,3.57,2.71,2.47,2.84,3.95,2.06,2.24,3.57,2.41,5.62,3.9,3.95,5.54,5.35
Investing Cash Flow,-177.48,-189.31,-271.76,-262.05,-180.94,-225.61,-288,-290.29,-243.23,-249.88,-296.33,-392.14,-124.53,-230.69,-308.95,-381.37,-306.77,-399.08,-376.34,-415.29,-353.13,-426.98,-488.26,-528.24,-463,-409.03,-525.25,-453.59,-392.47,-506.25,-611.34,-679.75,-502.22,-532.6,-715.39,-792.51,-617.88,-666.93,-717.96,-764.38
Dividends Paid,-37.4,-37.43,-37.44,-39.59,-38.48,-38.57,-43.37,-43.64,-43.17,-43.55,-44.76,-47.74,-47.57,-47.76,-48.86,-51.84,-54.05,-54.12,-54.9,-58.72,-61.61,-61.65,-63.74,-69.56,-70.52,-70.6,-71.77,-79.02,-80.33,-81.91,-82.64,-90.41,-93.53,-95.31,-96.66,-104.55,-106.17,-108.35,-111.27,-119.9
Share Issuance / Repurchase,390.17,-0.23,2.12,-1.67,6.42,8.09,10.14,8.73,8.91,107.52,7.69,58.4,7.99,55.04,3.85,400.76,6.24,3.95,3.71,498.98,5.45,103.43,105.57,263.27,3.1,105.8,271.68,220.01,248.96,3.83,149.71,265.86,336.47,84.66,105.22,223.78,143.81,315.7,139.05,257.77
Debt Issued / Paid,-689.8,2.41,195.31,344.11,-328.74,26.99,212.4,305.31,-136.31,43.54,159.03,235.94,-270.14,91.21,189.06,-110.93,-207.21,115.18,331,14.78,-6.57,74.92,264.97,326.8,199.92,0.08,0,592.33,"2,191",-0.13,0,589.76,0.85,0,184.97,604.43,"-2,200",93.73,241.93,647.42
Other Financing Activities,-,-,-,13.36,-,-,-,-,-,-16.33,-9.34,25.67,-,-37,-,-1.52,-,-,-,-,-90.14,-,-,-,-,-,-4.43,-,-,-,62.16,-,-1.74,-,197.07,-,-,-,171.15,-
