,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,287","5,350","4,787","5,596","5,578","5,180","5,898","6,399","7,582","8,314","7,734","7,709","8,308","8,734","8,893","9,114","9,348","10,011","10,443","10,325","12,032","12,349","13,462","13,350","12,132","12,180","11,792","12,014","12,669","12,559","11,536","13,874","16,183","15,584","14,248","15,791","16,086","16,810","15,727","17,211","17,188"
Market Cap Growth,10.94%,43.90%,24.00%,35.52%,30.11%,-3.17%,23.21%,14.35%,35.94%,60.49%,31.13%,20.47%,9.57%,5.05%,14.99%,18.23%,12.52%,14.63%,17.43%,13.28%,28.72%,23.35%,28.91%,29.30%,0.83%,-1.37%,-12.41%,-10.01%,4.42%,3.11%,-2.17%,15.49%,27.74%,24.08%,23.51%,13.81%,-0.60%,7.87%,10.38%,8.99%,-
Enterprise Value,"6,606","7,754","7,397","8,478","8,162","7,844","8,764","9,539","10,617","11,374","10,955","11,169","11,498","11,989","12,381","12,464","12,474","13,304","14,074","13,766","15,578","16,032","17,432","17,485","16,341","16,503","16,303","16,681","19,120","19,363","18,750","21,567","23,559","23,216","22,344","24,372","22,545","23,402","22,600","24,466","24,511"
PE Ratio,16.08,19.55,16.52,18.63,18.31,16.43,18.72,19.98,23.37,24.50,22.09,20.71,21.02,22.12,22.43,15.57,15.59,16.68,17.32,23.12,24.94,25.11,26.32,25.07,21.77,20.49,19.61,18.76,18.16,18.41,17.33,19.90,22.31,20.74,18.40,19.81,19.39,20.04,17.75,18.60,18.17
PS Ratio,0.90,1.11,0.97,1.13,1.23,1.22,2.02,2.73,4.48,5.68,3.15,3.01,3.13,3.20,3.22,3.18,3.02,3.19,3.35,3.33,4.04,4.25,4.64,4.60,4.36,4.37,4.18,4.20,3.96,3.79,3.39,3.96,4.22,3.85,3.39,3.38,3.52,3.81,3.68,4.36,4.37
PB Ratio,1.37,1.72,1.55,1.83,1.78,1.60,1.85,1.96,2.27,2.40,2.23,2.08,2.17,2.24,2.28,2.00,1.98,2.10,2.19,1.93,2.18,2.19,2.34,2.18,1.92,1.89,1.74,1.67,1.62,1.62,1.46,1.67,1.80,1.68,1.51,1.61,1.58,1.59,1.45,1.53,1.53
P/FCF Ratio,-49.19,-65.73,-52.24,-31.22,-44.84,-43.48,-38.88,-46.34,-22.70,-22.99,-26.49,-30.51,-38.41,-43.93,-32.94,-30.48,-45.55,-39.02,-30.45,-26.84,-19.50,-18.16,-18.58,-16.09,-13.96,-14.42,-13.14,-14.29,-4.55,-4.32,-3.78,-4.11,-11.94,-11.68,-9.71,-10.88,28.72,35.93,24.06,23.38,23.44
P/OCF Ratio,5.89,7.29,6.53,7.71,7.13,6.32,7.26,7.49,10.47,11.48,9.73,9.16,9.29,9.59,10.26,9.87,8.77,8.65,9.29,9.25,12.88,13.75,13.90,13.67,11.65,11.54,11.36,11.75,-12.69,-12.36,-10.64,-11.76,16.88,15.53,14.57,14.29,4.98,5.14,4.55,4.89,4.91
Debt / Equity Ratio,0.79,0.79,0.86,0.98,0.85,0.84,0.91,0.98,0.92,0.90,0.94,0.95,0.84,0.85,0.90,0.75,0.68,0.70,0.76,0.68,0.66,0.66,0.69,0.71,0.72,0.70,0.67,0.71,0.94,0.94,0.93,0.96,0.89,0.86,0.86,0.89,0.64,0.63,0.63,0.67,0.67
Quick Ratio,0.59,0.38,0.42,0.51,0.60,0.38,0.28,0.35,0.33,0.22,0.15,0.26,0.26,0.43,0.25,0.57,0.35,0.19,0.14,0.48,0.61,0.37,0.21,0.74,0.75,0.63,0.32,1.19,1.53,0.77,0.13,0.23,0.36,0.22,0.12,0.28,0.56,0.38,0.26,0.80,0.80
