,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"53,754","59,645","64,165","166,653","122,695","47,560","52,184","41,852","34,095","33,083","29,436"
Market Cap Growth,-0.18%,10.96%,7.58%,159.73%,-26.38%,-61.24%,9.72%,-19.80%,-18.54%,-2.97%,-
Enterprise Value,"67,774","68,278","78,921","186,330","126,757","63,467","59,046","50,609","37,198","38,080","34,433"
PE Ratio,15.66,8.12,16.13,143.79,31.91,95.50,-17.68,6.47,5.81,78.21,72.82
PS Ratio,0.92,1.22,1.33,14.28,5.43,3.08,4.69,3.33,2.62,2.74,2.44
PB Ratio,2.40,2.35,2.47,1.66,1.30,1.16,1.36,1.58,1.28,1.36,1.21
P/FCF Ratio,18.35,15.28,-9.33,-37.40,157.30,-44.74,17.99,28.03,-460.74,25.47,22.66
P/OCF Ratio,8.27,7.84,-21.70,-217.85,25.93,33.75,12.74,18.35,57.98,17.25,15.35
EV/Sales Ratio,1.17,1.40,1.64,15.96,5.61,4.11,5.31,4.03,2.86,3.16,2.85
EV/EBITDA Ratio,7.59,5.13,9.81,55.29,12.66,14.56,65.24,6.07,4.72,19.66,17.78
EV/EBIT Ratio,10.96,6.33,15.22,-311.07,30.95,54.57,-26.97,7.00,5.51,48.20,43.59
EV/FCF Ratio,23.13,17.49,-11.48,-41.82,162.51,-59.71,20.35,33.90,-502.67,29.31,26.51
Debt / Equity Ratio,0.88,0.68,0.82,0.34,0.13,0.43,0.41,0.41,0.30,0.32,0.32
Debt / EBITDA Ratio,2.20,1.29,2.65,10.11,1.26,4.00,17.25,1.29,1.02,4.03,4.03
Debt / FCF Ratio,6.71,4.41,-3.11,-7.65,16.20,-16.41,5.38,7.22,-109.11,6.00,6.00
Quick Ratio,1.35,1.55,1.29,1.22,0.16,0.64,0.91,0.85,2.01,1.67,1.67
Current Ratio,2.09,2.15,1.88,1.91,1.73,1.20,2.37,2.90,3.02,2.42,2.42
Asset Turnover,0.84,0.71,0.62,0.08,0.12,0.15,0.16,0.27,0.30,0.30,0.30
Interest Coverage,6.29,11.39,6.04,-,74.45,1.74,-3.26,13.77,13.71,1.99,1.99
Return on Equity (ROE),13.50%,30.70%,14.50%,1.80%,3.90%,0.90%,-7.70%,24.10%,22.70%,1.70%,1.70%
Return on Assets (ROA),5.00%,10.70%,5.10%,0.80%,2.00%,0.50%,-4.20%,14.00%,13.40%,1.10%,1.10%
Return on Capital (ROIC),9.24%,18.73%,10.18%,-1.41%,0.19%,0.78%,-1.40%,4.88%,5.05%,2.84%,2.84%
Earnings Yield,6.38%,12.31%,6.20%,0.70%,3.13%,1.05%,-5.65%,15.45%,17.21%,1.28%,1.44%
FCF Yield,5.45%,6.55%,-10.71%,-2.67%,0.64%,-2.24%,5.56%,3.57%,-0.22%,3.93%,4.41%
Dividend Yield,3.40%,3.30%,3.20%,2.50%,2.80%,3.80%,1.70%,1.50%,1.90%,1.90%,2.10%
Payout Ratio,52.60%,26.70%,51.50%,242.20%,91.40%,366.60%,-29.90%,10.10%,11.20%,153.20%,153.19%
Buyback Yield / Dilution,8.01%,-4.58%,9.52%,-42.28%,-44.88%,3.30%,1.45%,26.01%,8.23%,9.65%,9.65%
Total Shareholder Return,11.41%,-1.28%,12.72%,-39.78%,-42.08%,7.10%,3.15%,27.51%,10.13%,11.55%,11.76%
