,2014-02-01,2014-05-24,2014-08-16,2014-11-08,2015-01-31,2015-05-23,2015-08-15,2015-11-07,2016-01-30,2016-05-21,2016-08-13,2016-11-05,2017-01-28,2017-05-20,2017-08-12,2017-11-04,2018-02-03,2018-05-26,2018-08-18,2018-11-10,2019-02-02,2019-05-25,2019-08-17,2019-11-09,2020-02-01,2020-05-23,2020-08-15,2020-11-07,2021-01-30,2021-05-22,2021-08-14,2021-11-06,2022-01-29,2022-05-21,2022-08-13,2022-11-05,2023-01-28,2023-05-20,2023-08-12,2023-11-04
Revenue,"23,222","32,961","25,310","24,987","25,207","33,051","25,539","25,075","26,165","34,604","26,565","26,557","27,611","36,285","27,597","27,749","31,649","37,722","28,014","27,831","28,286","37,251","28,168","27,974","28,893","41,549","30,489","29,723","30,737","41,298","31,682","31,860","33,048","44,600","34,638","34,198","34,822","45,165","33,853","33,957"
Revenue Growth (YoY),-3.33%,9.88%,11.57%,11.20%,8.55%,0.27%,0.90%,0.35%,3.80%,4.70%,4.02%,5.91%,5.53%,4.86%,3.88%,4.49%,14.62%,3.96%,1.51%,0.30%,-10.63%,-1.25%,0.55%,0.51%,2.15%,11.54%,8.24%,6.25%,6.38%,-0.60%,3.91%,7.19%,7.52%,8.00%,9.33%,7.34%,5.37%,1.27%,-2.27%,-0.70%
Cost of Revenue,"18,397","26,065","20,136","19,764","19,547","25,760","20,065","19,478","20,193","26,669","20,697","20,653","21,483","28,281","21,609","21,532","24,389","29,419","21,976","21,753","21,956","28,983","22,007","21,798","22,507","31,454","23,551","22,901","23,691","31,947","24,914","24,959","25,719","34,952","27,392","26,890","27,246","35,080","26,475","26,477"
Gross Profit,"4,825","6,896","5,174","5,223","5,660","7,291","5,474","5,597","5,972","7,935","5,868","5,904","6,128","8,004","5,988","6,217","7,260","8,303","6,038","6,078","6,330","8,268","6,161","6,176","6,386","10,095","6,938","6,822","7,046","9,351","6,768","6,901","7,329","9,648","7,246","7,308","7,576","10,085","7,378","7,480"
"Selling, General & Admin","3,558","5,168","3,920","3,954","4,119","5,354","4,068","4,169","4,355","5,779","4,473","4,443","4,467","6,367","4,517","4,701","5,925","6,257","4,711","4,661","5,156","6,314","4,811","5,097","4,985","7,671","5,297","5,194","6,338","7,424","5,091","5,177","5,511","6,997","5,417","5,587","5,847","7,393","6,935","5,646"
Other Operating Expenses,549,798,610,618,629,835,632,656,689,956,730,748,787,"1,006",787,769,785,"1,017",778,770,785,"1,053",791,825,864,"1,098",821,836,866,"1,122",838,856,853,"1,146",875,880,903,"1,222",922,922
Operating Expenses,"4,107","5,966","4,530","4,572","4,748","6,189","4,700","4,825","5,044","6,735","5,203","5,191","5,254","7,373","5,304","5,470","6,710","7,274","5,489","5,431","5,941","7,367","5,602","5,922","5,849","8,769","6,118","6,030","7,204","8,546","5,929","6,033","6,364","8,143","6,292","6,467","6,750","8,615","7,857","6,568"
Operating Income,718,930,644,651,912,"1,102",774,772,928,"1,200",665,713,874,631,684,747,550,"1,029",549,647,389,901,559,254,537,"1,326",820,792,-158,805,839,868,965,"1,505",954,841,826,"1,470",-479,912
Interest Expense / Income,107,147,112,114,115,148,114,107,113,155,116,124,126,177,138,136,148,192,144,142,141,197,130,137,140,174,135,129,106,165,137,135,133,177,127,119,113,153,93,94
Other Expense / Income,5,8,3,3,5,5,-,-1,6,-1,-5,-8,12,3,4,-1,505,"-1,805",-230,97,-77,-294,39,-225,-1,-433,-375,-170,-153,464,109,173,121,518,-113,198,90,69,-374,-32
Pretax Income,606,775,529,534,792,949,660,666,809,"1,046",554,597,736,451,542,612,-103,"2,642",635,408,325,998,390,342,398,"1,585","1,060",833,-111,176,593,560,711,810,940,524,623,"1,248",-198,850
Income Tax,184,274,182,172,274,330,227,238,250,350,171,206,230,148,189,215,-957,616,127,91,66,226,93,79,71,373,241,202,-34,36,126,77,146,146,209,126,172,286,-18,204
Net Income,422,501,347,362,518,619,433,428,559,696,383,391,506,303,353,397,854,"2,026",508,317,259,772,297,263,327,"1,212",819,631,-77,140,467,483,565,664,731,398,451,962,-180,646
Net Income Growth,-8.66%,4.16%,9.46%,21.07%,22.75%,23.55%,24.78%,18.23%,7.92%,12.44%,-11.55%,-8.64%,-9.48%,-56.47%,-7.83%,1.53%,68.77%,568.65%,43.91%,-20.15%,-69.67%,-61.90%,-41.54%,-17.03%,26.25%,56.99%,175.76%,139.92%,-,-88.45%,-42.98%,-23.45%,-,374.29%,56.53%,-17.60%,-20.18%,44.88%,-,62.31%
Shares Outstanding (Basic),"1,022","1,002",970,972,975,969,963,965,966,954,943,940,930,914,897,887,877,839,797,797,798,798,800,802,796,780,777,772,761,752,746,742,735,722,716,716,715,717,719,719
