,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,899","7,751","7,369","7,931","8,624","8,442","7,375","8,749","16,019","17,279","18,322","16,752","17,932","19,783","20,667","20,042","20,241","20,011","18,569","19,742","22,894","25,212","25,086","26,050","22,081","25,407","27,147","27,388","29,754","29,903","29,987","29,686","27,874","22,108","22,103","26,415","24,865","25,199","21,941","24,844","28,635"
Market Cap Growth,16.07%,7.91%,-3.91%,-0.56%,9.18%,8.92%,0.07%,10.31%,85.74%,104.68%,148.45%,91.48%,11.94%,14.49%,12.80%,19.64%,12.88%,1.16%,-10.15%,-1.50%,13.11%,25.99%,35.09%,31.95%,-3.55%,0.77%,8.21%,5.14%,34.75%,17.70%,10.46%,8.39%,-6.32%,-26.07%,-26.29%,-11.02%,-10.80%,13.98%,-0.74%,-5.95%,-
Enterprise Value,"9,487","9,360","9,026","9,605","10,426","10,479","9,480","11,483","18,976","20,139","21,341","19,747","21,126","23,113","24,333","23,547","23,879","23,774","22,477","23,284","27,726","29,966","31,192","31,908","28,122","30,963","32,172","32,004","33,901","33,781","33,429","30,471","31,107","25,704","26,074","30,620","29,189","29,788","26,596","28,579","32,370"
PE Ratio,8.03,41.23,-263.19,26.09,10.27,30.15,15.76,-91.13,16.83,60.00,-143.14,123.18,13.03,149.87,-95.68,20.45,23.54,86.26,105.51,13.06,19.94,45.67,83.62,11.97,18.10,67.57,56.09,14.38,10.15,40.63,8.30,3.09,57.12,34.54,29.08,11.23,30.62,67.02,40.33,9.99,27.65
PS Ratio,2.13,2.07,1.96,2.09,2.27,2.23,1.93,2.28,3.22,2.88,2.64,2.12,2.25,2.48,2.57,2.44,2.48,2.44,2.26,2.32,2.68,2.93,2.88,2.88,2.40,2.74,2.93,2.93,3.14,3.10,3.12,3.11,3.05,2.49,2.50,2.98,2.78,2.78,2.36,2.62,3.02
PB Ratio,3.23,3.17,3.26,4.00,3.75,3.53,3.08,3.94,1.44,1.56,1.70,1.68,1.74,1.93,2.08,1.98,1.90,1.96,1.85,2.00,2.27,2.50,2.54,2.54,2.15,2.46,2.58,2.53,2.58,2.56,2.63,2.24,2.53,2.14,2.25,2.64,2.46,2.57,2.33,2.61,3.01
P/FCF Ratio,19.36,17.07,20.94,22.03,29.04,39.63,44.69,102.93,73.48,40.37,38.49,25.38,28.65,36.98,38.85,41.15,49.49,36.52,26.99,20.44,25.30,28.46,27.81,33.57,26.32,22.21,20.14,18.41,21.77,24.29,13.38,15.96,13.84,12.53,52.75,43.45,35.22,33.51,22.81,41.13,47.41
P/OCF Ratio,14.99,13.46,15.48,16.63,21.14,25.43,23.87,36.00,37.69,26.06,24.83,17.32,19.00,23.03,23.65,23.25,25.79,21.33,17.47,15.33,18.72,21.08,21.05,24.10,19.18,17.37,16.28,15.44,18.33,20.55,12.26,14.40,12.61,11.32,35.59,32.53,26.88,25.61,18.31,31.61,36.43
Debt / Equity Ratio,0.95,0.95,1.02,1.16,1.00,1.05,1.07,1.47,0.35,0.34,0.35,0.39,0.40,0.41,0.46,0.45,0.43,0.46,0.48,0.46,0.58,0.55,0.71,0.66,0.68,0.64,0.63,0.62,0.53,0.52,0.49,0.41,0.49,0.53,0.56,0.55,0.54,0.63,0.63,0.54,0.54
Quick Ratio,1.09,1.08,1.05,1.04,1.05,1.04,1.02,0.96,1.00,1.03,1.01,1.01,1.06,1.06,1.05,1.05,1.09,1.06,1.05,1.05,1.05,1.04,1.00,1.03,1.03,1.03,1.01,1.02,1.08,1.05,0.81,1.23,0.30,0.28,0.25,0.25,0.23,0.32,0.29,0.32,0.32
