,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,284.11,223.65,260.86,303.97,507.89,563.65,601.82,725.98,870.57,"1,149"
Depreciation & Amortization,74.55,77.8,81.35,79.99,85.54,101.9,110.8,134.13,142.5,159.22
Share-Based Compensation,23.75,28.56,32,36.58,38.9,41.2,51.09,54.92,58.09,71.65
Other Operating Activities,-76.74,-8.76,68.15,-16.38,-19.56,2.78,47.4,21.04,24.21,-143.44
Operating Cash Flow,305.67,321.25,442.36,404.16,612.76,709.52,811.11,936.07,"1,095","1,236"
Operating Cash Flow Growth,-4.83%,5.09%,37.70%,-8.64%,51.61%,15.79%,14.32%,15.41%,17.02%,12.84%
Capital Expenditures,-50.85,-49.1,-42.63,-48.82,-48.95,-53.77,-50.98,-52.79,-72.9,-90.85
Acquisitions,347.89,-6.5,0.6,0,83.83,-18.18,0,-955.5,0,-727.34
Change in Investments,0,6.74,0,0.77,0,0,-190.82,-26.36,-0.01,0
Other Investing Activities,-,-,-,-,-,0.01,-,-1.06,-6.44,-1.19
Investing Cash Flow,297.04,-48.86,-42.03,-48.05,34.87,-71.94,-241.79,"-1,035.71",-79.34,-819.38
Dividends Paid,-20.39,-87.74,-96.19,-119.72,-170.94,-222.92,-246.44,-302.45,-372.92,-440.99
Share Issuance / Repurchase,-399.97,-697.08,-769.53,-147.83,-949.28,-288.84,-778.52,-198.37,"-1,397.51",-504.19
Debt Issued / Paid,-10,800,500,0,500,486.88,262.62,751.94,347.81,-8.75
Other Financing Activities,-11.97,-10.48,-7.18,-,-6.26,-11.78,-16.69,-21.61,-2.77,-
Financing Cash Flow,-442.33,4.7,-372.9,-267.54,-626.48,-36.67,-779.04,229.51,"-1,425.38",-953.93
Exchange Rate Effect,-10.02,-8.18,-13.31,9.1,-6.48,1.47,3.67,-8.93,-18.54,5.41
Net Cash Flow,150.37,268.91,14.13,97.67,14.67,602.39,-206.05,120.93,-427.89,-531.87
Free Cash Flow,254.82,272.15,399.74,355.34,563.81,655.75,760.13,883.28,"1,022","1,145"
Free Cash Flow Growth,-8.23%,6.80%,46.88%,-11.11%,58.67%,16.31%,15.92%,16.20%,15.76%,12.00%
Free Cash Flow Margin,25.57%,25.32%,34.74%,27.89%,39.32%,42.09%,44.84%,43.22%,45.47%,45.28%
Free Cash Flow Per Share,2.20,2.49,4.17,3.93,6.47,7.75,9.08,10.71,12.66,14.41
