,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,855","13,119","13,132","24,484","28,659","28,162","43,914","89,913","62,448","81,781","121,405"
Market Cap Growth,50.45%,20.86%,0.10%,86.45%,17.05%,-1.73%,55.93%,104.75%,-30.55%,30.96%,-
Enterprise Value,"8,978","11,232","10,379","20,880","25,869","26,966","42,761","88,933","63,545","81,418","120,751"
PE Ratio,17.17,20.01,14.37,14.42,12.04,12.85,19.50,23.01,13.56,18.13,35.75
PS Ratio,2.36,2.49,2.23,3.06,2.59,2.92,4.37,6.15,3.63,4.69,8.48
PB Ratio,2.16,2.57,2.23,3.59,4.41,6.03,8.49,14.92,9.95,9.96,14.77
P/FCF Ratio,14.91,22.34,10.47,13.07,12.03,9.80,22.83,27.76,24.45,17.48,24.96
P/OCF Ratio,15.14,16.70,9.73,12.07,10.79,8.87,20.65,25.06,20.15,15.79,23.11
EV/Sales Ratio,1.95,2.14,1.76,2.61,2.34,2.79,4.26,6.08,3.69,4.67,8.43
EV/EBITDA Ratio,8.84,11.03,8.30,9.86,7.44,9.78,15.04,19.01,11.50,14.93,28.23
EV/EBIT Ratio,12.41,15.16,10.81,11.53,8.21,11.02,16.61,20.35,12.24,15.94,30.84
EV/FCF Ratio,12.33,19.13,8.27,11.15,10.86,9.39,22.23,27.46,24.88,17.41,24.83
Debt / Equity Ratio,0.27,0.46,0.73,0.40,0.37,0.96,1.12,0.83,0.80,0.61,0.61
Debt / EBITDA Ratio,1.31,2.32,3.46,1.27,0.69,1.63,2.04,1.07,0.91,0.92,1.17
Debt / FCF Ratio,1.83,4.02,3.45,1.44,1.01,1.56,3.02,1.54,1.96,1.07,1.02
Quick Ratio,2.54,2.03,3.45,2.70,2.34,3.01,2.87,2.55,1.80,1.96,1.95
Current Ratio,3.02,2.38,3.81,3.10,2.90,3.61,3.43,3.30,2.69,3.16,3.06
Asset Turnover,0.60,0.61,0.56,0.67,0.86,0.83,0.78,0.95,1.04,0.92,0.76
Return on Equity (ROE),13.30%,13.10%,16.30%,26.00%,35.60%,41.60%,47.30%,70.00%,74.90%,55.80%,42.10%
Return on Assets (ROA),8.30%,7.60%,8.80%,14.10%,18.50%,18.80%,17.40%,25.40%,27.90%,23.80%,18.40%
Return on Capital (ROIC),9.31%,9.34%,10.01%,18.74%,27.21%,24.09%,21.29%,36.34%,42.29%,34.56%,25.93%
Earnings Yield,5.83%,5.00%,6.96%,6.93%,8.31%,7.78%,5.13%,4.35%,7.37%,5.52%,2.85%
FCF Yield,6.71%,4.48%,9.55%,7.65%,8.31%,10.20%,4.38%,3.60%,4.09%,5.72%,4.01%
Dividend Yield,0.30%,1.00%,1.50%,1.10%,1.50%,2.30%,1.50%,0.80%,1.30%,1.10%,0.86%
Payout Ratio,4.70%,20.40%,20.90%,15.80%,17.30%,30.60%,29.60%,19.10%,18.20%,20.70%,30.89%
Buyback Yield / Dilution,-0.62%,-1.47%,1.08%,-4.92%,1.63%,11.54%,6.77%,2.53%,3.23%,3.41%,3.02%
Total Shareholder Return,-0.32%,-0.47%,2.58%,-3.82%,3.13%,13.84%,8.27%,3.33%,4.53%,4.51%,3.89%
