,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"4,607","5,259","5,886","8,014","11,077","9,654","10,045","14,626","17,227","17,429"
Revenue Growth (YoY),28.02%,14.15%,11.91%,36.15%,38.23%,-12.85%,4.05%,45.61%,17.78%,1.17%
Cost of Revenue,"2,600","2,975","3,267","4,410","5,912","5,295","5,436","7,821","9,355","9,652"
Gross Profit,"2,007","2,284","2,619","3,603","5,165","4,358","4,609","6,805","7,872","7,777"
"Selling, General & Admin",613.34,591.61,630.95,667.49,762.22,702.41,682.48,829.88,885.74,832.75
Research & Development,716.47,825.24,913.71,"1,034","1,190","1,191","1,252","1,493","1,604","1,727"
Other Operating Expenses,0,79.44,0,0,0,0,0,0,0,42.15
Operating Expenses,"1,330","1,496","1,545","1,701","1,952","1,894","1,935","2,323","2,490","2,602"
Operating Income,677.67,788.04,"1,074","1,902","3,213","2,465","2,674","4,482","5,382","5,175"
Other Expense / Income,-45.69,47.19,114.14,90.46,61.51,18.16,98.82,111.22,188.71,65.65
Pretax Income,723.36,740.85,960.12,"1,812","3,152","2,447","2,575","4,371","5,193","5,109"
Income Tax,91.07,85.27,46.07,113.91,771.11,255.14,323.23,462.35,587.83,598.28
Net Income,632.29,655.58,914.05,"1,698","2,381","2,191","2,252","3,908","4,605","4,511"
Net Income Growth,455.23%,3.68%,39.43%,85.74%,40.22%,-7.95%,2.75%,73.57%,17.83%,-2.05%
Shares Outstanding (Basic),165,160,159,162,162,152,145,144,140,135
Shares Outstanding (Diluted),175,177,175,184,181,160,149,145,141,136
Shares Change,0.62%,1.47%,-1.08%,4.92%,-1.63%,-11.54%,-6.77%,-2.53%,-3.23%,-3.41%
EPS (Basic),3.84,4.11,5.75,10.47,14.73,14.37,15.55,27.22,32.92,33.30
EPS (Diluted),3.62,3.70,5.22,9.24,13.17,13.70,15.10,26.90,32.75,33.21
EPS Growth,448.48%,2.21%,41.08%,77.01%,42.53%,4.02%,10.22%,78.15%,21.75%,1.40%
Free Cash Flow,727.94,587.24,"1,255","1,873","2,382","2,873","1,923","3,239","2,554","4,677"
Free Cash Flow Per Share,4.42,3.68,7.89,11.55,14.74,18.84,13.28,22.55,18.25,34.53
Dividend Per Share,0.180,0.840,1.200,1.650,2.550,4.400,4.600,5.200,6.000,6.900
Dividend Growth,-,366.67%,42.86%,37.50%,54.55%,72.55%,4.55%,13.04%,15.38%,15.00%
Gross Margin,43.57%,43.43%,44.49%,44.97%,46.63%,45.15%,45.88%,46.53%,45.69%,44.62%
Operating Margin,14.71%,14.98%,18.25%,23.74%,29.01%,25.53%,26.62%,30.64%,31.24%,29.69%
Profit Margin,13.72%,12.47%,15.53%,21.19%,21.49%,22.70%,22.42%,26.72%,26.73%,25.88%
Free Cash Flow Margin,15.80%,11.17%,21.32%,23.37%,21.51%,29.76%,19.15%,22.15%,14.82%,26.84%
Effective Tax Rate,12.59%,11.51%,4.80%,6.29%,24.47%,10.43%,12.55%,10.58%,11.32%,11.71%
EBITDA,"1,016","1,019","1,251","2,119","3,478","2,756","2,844","4,678","5,527","5,452"
EBITDA Margin,22.04%,19.37%,21.26%,26.44%,31.40%,28.55%,28.31%,31.98%,32.08%,31.28%
Depreciation & Amortization,292.25,277.92,291.03,306.91,326.4,309.28,268.53,307.15,333.74,342.43
EBIT,723.36,740.85,960.12,"1,812","3,152","2,447","2,575","4,371","5,193","5,109"
EBIT Margin,15.70%,14.09%,16.31%,22.61%,28.45%,25.34%,25.64%,29.88%,30.15%,29.32%
