,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"16,407","13,423","13,185","13,622","19,205","26,259","16,609","22,642","23,979","21,036","21,455"
Market Cap Growth,18.95%,-18.19%,-1.77%,3.31%,40.99%,36.73%,-36.75%,36.33%,5.90%,-12.27%,-
Enterprise Value,"38,101","35,265","35,538","32,528","38,280","46,578","39,285","44,985","45,427","45,767","46,186"
PE Ratio,54.87,23.22,-2.13,-7.90,19.58,28.92,15.39,17.65,59.06,19.09,19.47
PS Ratio,1.09,0.89,1.23,1.25,1.71,2.38,1.54,2.03,1.93,1.64,1.67
PB Ratio,1.32,1.08,2.11,3.47,2.82,3.77,2.30,2.61,2.36,2.02,2.06
P/FCF Ratio,-27.39,17.76,24.06,11.16,-15.18,-132.62,-13.46,69.88,-145.33,-10.68,-10.68
P/OCF Ratio,6.05,3.88,3.90,3.58,13.62,10.64,11.67,8.05,8.94,15.17,15.47
EV/Sales Ratio,2.53,2.35,3.32,2.98,3.40,4.22,3.64,4.04,3.65,3.56,3.59
EV/EBITDA Ratio,9.79,7.30,-19.85,8.95,7.18,10.63,8.70,8.21,9.29,9.27,9.36
EV/EBIT Ratio,16.57,11.74,-9.44,16.80,9.70,14.71,11.85,11.79,12.71,12.51,12.63
EV/FCF Ratio,-63.61,46.65,64.85,26.64,-30.26,-235.24,-31.84,138.84,-275.32,-23.24,-23.24
Debt / Equity Ratio,1.75,1.77,3.61,4.98,2.86,3.01,3.38,2.75,2.13,2.39,2.39
Debt / EBITDA Ratio,5.60,4.55,-12.60,5.38,3.66,4.79,5.42,4.35,4.43,5.05,5.05
Debt / FCF Ratio,-36.36,29.06,41.15,16.01,-15.42,-106.05,-19.84,73.62,-131.24,-12.65,-12.65
Quick Ratio,0.34,0.31,0.25,0.51,0.42,0.41,0.65,0.63,0.45,0.33,0.33
Current Ratio,0.60,0.54,0.41,0.76,0.52,0.50,0.74,0.73,0.61,0.48,0.48
Asset Turnover,0.29,0.29,0.22,0.25,0.29,0.27,0.25,0.25,0.28,0.27,0.27
Interest Coverage,2.13,2.65,-3.87,1.93,3.54,3.06,3.11,3.35,3.44,3.25,3.25
Return on Equity (ROE),2.40%,4.60%,-59.40%,-30.30%,13.60%,12.80%,15.20%,16.60%,4.00%,10.60%,10.60%
Return on Assets (ROA),0.60%,1.10%,-12.40%,-4.00%,2.50%,2.20%,2.50%,2.90%,0.90%,2.30%,2.30%
Return on Capital (ROIC),1.45%,2.94%,10.30%,-26.57%,6.32%,5.38%,4.85%,4.13%,1.53%,4.22%,4.22%
Earnings Yield,1.82%,4.31%,-46.85%,-12.66%,5.11%,3.46%,6.50%,5.67%,1.69%,5.24%,5.14%
FCF Yield,-3.65%,5.63%,4.16%,8.96%,-6.59%,-0.75%,-7.43%,1.43%,-0.69%,-9.36%,-9.18%
Dividend Yield,3.70%,4.50%,4.60%,4.70%,3.80%,3.10%,5.10%,3.80%,3.70%,4.30%,4.39%
Payout Ratio,202.80%,105.10%,-9.90%,-37.10%,72.40%,89.40%,78.40%,66.40%,219.70%,82.30%,85.42%
Buyback Yield / Dilution,-0.48%,-0.71%,-0.47%,-4.23%,-11.26%,-9.72%,-0.18%,-0.55%,-4.76%,-0.35%,-0.35%
Total Shareholder Return,3.22%,3.79%,4.13%,0.47%,-7.46%,-6.62%,4.92%,3.25%,-1.06%,3.95%,4.04%
